date,MAMA,FAMA
2015-03-10 00:00:00,175.4322,358.3912
2015-03-09 00:00:00,175.9466,359.3106
2015-03-06 00:00:00,176.4396,360.232
2015-03-05 00:00:00,176.943,361.1556
2015-03-04 00:00:00,177.4535,362.0813
2015-03-03 00:00:00,177.9475,363.0091
2015-03-02 00:00:00,178.4383,363.939
2015-02-27 00:00:00,178.9368,364.8712
2015-02-26 00:00:00,179.4467,365.8055
2015-02-25 00:00:00,179.9419,366.742
2015-02-24 00:00:00,180.4586,367.6807
2015-02-23 00:00:00,180.9464,368.6215
2015-02-20 00:00:00,181.4307,369.5646
2015-02-19 00:00:00,181.9553,370.51
2015-02-18 00:00:00,182.4958,371.4575
2015-02-17 00:00:00,183.039,372.4071
2015-02-13 00:00:00,183.5967,373.3587
2015-02-12 00:00:00,184.1675,374.3122
2015-02-11 00:00:00,184.7504,375.2677
2015-02-10 00:00:00,185.3552,376.2251
2015-02-09 00:00:00,185.9949,377.1843
2015-02-06 00:00:00,186.6644,378.145
2015-02-05 00:00:00,187.3486,379.1072
2015-02-04 00:00:00,188.0295,380.0708
2015-02-03 00:00:00,188.7211,381.0359
2015-02-02 00:00:00,189.4289,382.0023
2015-01-30 00:00:00,190.144,382.97
2015-01-29 00:00:00,190.8812,383.939
2015-01-28 00:00:00,191.6083,384.9091
2015-01-27 00:00:00,192.379,385.8805
2015-01-26 00:00:00,193.2198,386.8528
2015-01-23 00:00:00,194.0291,387.8259
2015-01-22 00:00:00,194.8478,388.7997
2015-01-21 00:00:00,195.6806,389.7743
2015-01-20 00:00:00,196.5506,390.7497
2015-01-16 00:00:00,197.4377,391.7256
2015-01-15 00:00:00,198.3615,392.7019
2015-01-14 00:00:00,199.2861,393.6785
2015-01-13 00:00:00,200.19,394.6553
2015-01-12 00:00:00,201.0988,395.6325
2015-01-09 00:00:00,202.0266,396.6101
2015-01-08 00:00:00,202.9358,397.5879
2015-01-07 00:00:00,203.8555,398.566
2015-01-06 00:00:00,204.8262,399.5445
2015-01-05 00:00:00,205.8219,400.523
2015-01-02 00:00:00,206.8276,401.5014
2014-12-31 00:00:00,207.8125,402.4796
2014-12-30 00:00:00,208.7966,403.4579
2014-12-29 00:00:00,209.7691,404.4361
2014-12-26 00:00:00,210.7374,405.4143
2014-12-24 00:00:00,211.7146,406.3926
2014-12-23 00:00:00,212.7218,407.3708
2014-12-22 00:00:00,213.7337,408.349
2014-12-19 00:00:00,214.7518,409.3269
2014-12-18 00:00:00,215.7919,410.3047
2014-12-17 00:00:00,216.8338,411.2822
2014-12-16 00:00:00,217.9189,412.2593
2014-12-15 00:00:00,219.0418,413.2359
2014-12-12 00:00:00,220.1612,414.2117
2014-12-11 00:00:00,221.2767,415.1868
2014-12-10 00:00:00,222.3843,416.1613
2014-12-09 00:00:00,223.4998,417.135
2014-12-08 00:00:00,224.6046,418.1081
2014-12-05 00:00:00,225.738,419.0804
2014-12-04 00:00:00,226.8566,420.052
2014-12-03 00:00:00,227.9815,421.0228
2014-12-02 00:00:00,229.1133,421.9929
2014-12-01 00:00:00,230.2697,422.9621
2014-11-28 00:00:00,231.4334,423.9305
2014-11-26 00:00:00,232.5698,424.8978
2014-11-25 00:00:00,233.7169,425.8642
2014-11-24 00:00:00,234.8898,426.8298
2014-11-21 00:00:00,236.0642,427.7943
2014-11-20 00:00:00,237.2723,428.7578
2014-11-19 00:00:00,238.4941,429.72
2014-11-18 00:00:00,239.7448,430.681
2014-11-17 00:00:00,241.0001,431.6405
2014-11-14 00:00:00,242.2831,432.5984
2014-11-13 00:00:00,243.577,433.5548
2014-11-12 00:00:00,244.8978,434.5095
2014-11-11 00:00:00,246.2478,435.4623
2014-11-10 00:00:00,247.6271,436.4131
2014-11-07 00:00:00,249.0291,437.3618
2014-11-06 00:00:00,250.4434,438.3082
2014-11-05 00:00:00,251.8751,439.2522
2014-11-04 00:00:00,253.3197,440.1938
2014-11-03 00:00:00,254.7816,441.1329
2014-10-31 00:00:00,256.2501,442.0693
2014-10-30 00:00:00,257.7475,443.0031
2014-10-29 00:00:00,259.2704,443.934
2014-10-28 00:00:00,260.8051,444.862
2014-10-27 00:00:00,262.3613,445.7869
2014-10-24 00:00:00,263.9497,446.7086
2014-10-23 00:00:00,265.553,447.627
2014-10-22 00:00:00,267.1765,448.542
2014-10-21 00:00:00,268.8349,449.4533
2014-10-20 00:00:00,270.5154,450.361
2014-10-17 00:00:00,272.2402,451.2647
2014-10-16 00:00:00,274.0035,452.1643
2014-10-15 00:00:00,275.7989,453.0596
2014-10-14 00:00:00,277.5995,453.9504
2014-10-13 00:00:00,279.4061,454.8366
2014-10-10 00:00:00,281.2202,455.7181
2014-10-09 00:00:00,283.0433,456.595
2014-10-08 00:00:00,284.8819,457.4671
2014-10-07 00:00:00,286.7414,458.3344
2014-10-06 00:00:00,288.6403,459.1967
2014-10-03 00:00:00,290.5496,460.0537
2014-10-02 00:00:00,292.4781,460.9055
2014-10-01 00:00:00,294.4234,461.7519
2014-09-30 00:00:00,296.3955,462.5927
2014-09-29 00:00:00,298.3717,463.4279
2014-09-26 00:00:00,300.3744,464.2573
2014-09-25 00:00:00,302.3908,465.0808
2014-09-24 00:00:00,304.4567,465.8984
2014-09-23 00:00:00,306.5042,466.7096
2014-09-22 00:00:00,308.5634,467.5147
2014-09-19 00:00:00,310.6594,468.3134
2014-09-18 00:00:00,312.7776,469.1057
2014-09-17 00:00:00,314.9088,469.8912
2014-09-16 00:00:00,317.0636,470.67
2014-09-15 00:00:00,319.2475,471.4419
2014-09-12 00:00:00,321.4457,472.2067
2014-09-11 00:00:00,323.6657,472.9643
2014-09-10 00:00:00,325.9105,473.7146
2014-09-09 00:00:00,328.1823,474.4573
2014-09-08 00:00:00,330.5075,475.1924
2014-09-05 00:00:00,332.8524,475.9194
2014-09-04 00:00:00,335.2149,476.6383
2014-09-03 00:00:00,337.6098,477.349
2014-09-02 00:00:00,340.0206,478.0512
2014-08-29 00:00:00,342.4117,478.7448
2014-08-28 00:00:00,344.8351,479.4299
2014-08-27 00:00:00,347.2854,480.1063
2014-08-26 00:00:00,349.7617,480.7737
2014-08-25 00:00:00,352.2756,481.4321
2014-08-22 00:00:00,354.8083,482.0811
2014-08-21 00:00:00,357.3688,482.7207
2014-08-20 00:00:00,359.9626,483.3506
2014-08-19 00:00:00,362.5827,483.9706
2014-08-18 00:00:00,365.2297,484.5806
2014-08-15 00:00:00,367.9173,485.1804
2014-08-14 00:00:00,370.6439,485.7696
2014-08-13 00:00:00,373.403,486.3481
2014-08-12 00:00:00,376.1925,486.9157
2014-08-11 00:00:00,379.023,487.4721
2014-08-08 00:00:00,381.8819,488.0171
2014-08-07 00:00:00,384.7824,488.5504
2014-08-06 00:00:00,387.7147,489.0719
2014-08-05 00:00:00,390.6718,489.5812
2014-08-04 00:00:00,393.6572,490.0782
2014-08-01 00:00:00,396.668,490.5628
2014-07-31 00:00:00,399.7037,491.0346
2014-07-30 00:00:00,402.7755,491.4935
2014-07-29 00:00:00,405.8525,491.9394
2014-07-28 00:00:00,408.9583,492.372
2014-07-25 00:00:00,412.089,492.7911
2014-07-24 00:00:00,415.2649,493.1967
2014-07-23 00:00:00,418.4794,493.5883
2014-07-22 00:00:00,421.7248,493.9657
2014-07-21 00:00:00,425.0278,494.3287
2014-07-18 00:00:00,428.3722,494.677
2014-07-17 00:00:00,431.7453,495.0102
2014-07-16 00:00:00,435.1661,495.3281
2014-07-15 00:00:00,438.6043,495.6304
2014-07-14 00:00:00,442.0718,495.917
2014-07-11 00:00:00,445.563,496.1875
2014-07-10 00:00:00,449.1018,496.4419
2014-07-09 00:00:00,452.6782,496.6798
2014-07-08 00:00:00,456.2872,496.9009
2014-07-07 00:00:00,459.933,497.105
2014-07-03 00:00:00,463.6094,497.2918
2014-07-02 00:00:00,467.3426,497.4611
2014-07-01 00:00:00,471.1189,497.6124
2014-06-30 00:00:00,474.9331,497.7456
2014-06-27 00:00:00,478.7917,497.8602
2014-06-26 00:00:00,482.6989,497.956
2014-06-25 00:00:00,486.6565,498.0327
2014-06-24 00:00:00,490.6594,498.0899
2014-06-23 00:00:00,494.7037,498.1272
2014-06-20 00:00:00,498.7832,498.1444
2014-06-19 00:00:00,502.9031,498.1412
2014-06-18 00:00:00,507.0551,498.1173
2014-06-17 00:00:00,511.2458,498.0724
2014-06-16 00:00:00,515.4798,498.0062
2014-06-13 00:00:00,519.7553,497.9183
2014-06-12 00:00:00,524.0833,497.8086
2014-06-11 00:00:00,528.4449,497.6766
2014-06-10 00:00:00,532.8346,497.522
2014-06-09 00:00:00,537.2648,497.3445
2014-06-06 00:00:00,541.7452,497.1439
2014-06-05 00:00:00,540.6965,496.9198
2014-06-04 00:00:00,539.6192,496.6998
2014-06-03 00:00:00,538.5566,496.4841
2014-06-02 00:00:00,537.5567,496.2727
2014-05-30 00:00:00,536.6366,496.0652
2014-05-29 00:00:00,535.6632,495.8614
2014-05-28 00:00:00,534.656,495.6614
2014-05-27 00:00:00,533.7534,495.4654
2014-05-23 00:00:00,532.8254,495.273
2014-05-22 00:00:00,532.0041,495.0843
2014-05-21 00:00:00,531.2438,494.8988
2014-05-20 00:00:00,530.4856,494.7161
2014-05-19 00:00:00,529.7359,494.5364
2014-05-16 00:00:00,528.9798,494.3595
2014-05-15 00:00:00,528.2875,494.1855
2014-05-14 00:00:00,527.6761,494.0142
2014-05-13 00:00:00,527.0075,493.845
2014-05-12 00:00:00,526.3332,493.6784
2014-05-09 00:00:00,525.6615,493.5143
2014-05-08 00:00:00,525.0567,493.3527
2014-05-07 00:00:00,524.421,493.1934
2014-05-06 00:00:00,523.735,493.0365
2014-05-05 00:00:00,523.0211,492.8822
2014-05-02 00:00:00,522.2339,492.7308
2014-05-01 00:00:00,521.5233,492.5825
2014-04-30 00:00:00,520.8167,492.4371
2014-04-29 00:00:00,520.1169,492.2945
2014-04-28 00:00:00,519.3875,492.1547
2014-04-25 00:00:00,518.6329,492.0178
2014-04-24 00:00:00,518.0945,491.8841
2014-04-23 00:00:00,517.5927,491.7524
2014-04-22 00:00:00,517.5204,491.6225
2014-04-21 00:00:00,517.3772,491.4924
2014-04-17 00:00:00,517.2379,491.3623
2014-04-16 00:00:00,517.1601,491.2323
2014-04-15 00:00:00,517.1414,491.102
2014-04-14 00:00:00,517.1331,490.9711
2014-04-11 00:00:00,517.0872,490.8397
2014-04-10 00:00:00,517.0617,490.7078
2014-04-09 00:00:00,516.9969,490.5753
2014-04-08 00:00:00,516.8623,490.4426
2014-04-07 00:00:00,516.7959,490.3098
2014-04-04 00:00:00,516.7285,490.1767
2014-04-03 00:00:00,516.576,490.0433
2014-04-02 00:00:00,516.3516,489.9099
2014-04-01 00:00:00,516.087,489.7771
2014-03-31 00:00:00,515.8288,489.6449
2014-03-28 00:00:00,515.6176,489.5133
2014-03-27 00:00:00,515.403,489.3821
2014-03-26 00:00:00,515.1802,489.2513
2014-03-25 00:00:00,514.9317,489.1211
2014-03-24 00:00:00,514.6281,488.9913
2014-03-21 00:00:00,514.38,488.8625
2014-03-20 00:00:00,514.1932,488.7343
2014-03-19 00:00:00,514.0467,488.6064
2014-03-18 00:00:00,513.8728,488.4785
2014-03-17 00:00:00,513.6958,488.3509
2014-03-14 00:00:00,513.564,488.2235
2014-03-13 00:00:00,513.4516,488.0962
2014-03-12 00:00:00,513.2779,487.9688
2014-03-11 00:00:00,513.0422,487.8416
2014-03-10 00:00:00,512.8094,487.715
2014-03-07 00:00:00,512.6265,487.5889
2014-03-06 00:00:00,512.4466,487.4631
2014-03-05 00:00:00,512.2617,487.3375
2014-03-04 00:00:00,512.0587,487.2123
2014-03-03 00:00:00,511.8649,487.0874
2014-02-28 00:00:00,511.7044,486.9629
2014-02-27 00:00:00,511.5575,486.8386
2014-02-26 00:00:00,511.3948,486.7144
2014-02-25 00:00:00,511.3346,486.5903
2014-02-24 00:00:00,511.2263,486.466
2014-02-21 00:00:00,511.0614,486.3416
2014-02-20 00:00:00,510.9181,486.2173
2014-02-19 00:00:00,510.7137,486.0932
2014-02-18 00:00:00,510.4445,485.9695
2014-02-14 00:00:00,510.0854,485.8465
2014-02-13 00:00:00,509.743,485.7247
2014-02-12 00:00:00,509.3926,485.604
2014-02-11 00:00:00,509.1246,485.4845
2014-02-10 00:00:00,508.8536,485.3657
2014-02-07 00:00:00,508.6502,485.2476
2014-02-06 00:00:00,508.5387,485.13
2014-02-05 00:00:00,508.4986,485.0124
2014-02-04 00:00:00,508.4573,484.8944
2014-02-03 00:00:00,508.4539,484.776
2014-01-31 00:00:00,508.5239,484.657
2014-01-30 00:00:00,508.6039,484.5371
2014-01-29 00:00:00,508.693,484.4161
2014-01-28 00:00:00,508.7733,484.2941
2014-01-27 00:00:00,508.7962,484.1711
2014-01-24 00:00:00,508.375,484.0474
2014-01-23 00:00:00,507.9942,483.9251
2014-01-22 00:00:00,507.5075,483.8042
2014-01-21 00:00:00,507.063,483.6851
2014-01-17 00:00:00,506.6387,483.5676
2014-01-16 00:00:00,506.295,483.4517
2014-01-15 00:00:00,505.8106,483.3369
2014-01-14 00:00:00,505.2899,483.2239
2014-01-13 00:00:00,504.8747,483.113
2014-01-10 00:00:00,504.563,483.0037
2014-01-09 00:00:00,504.2764,482.8954
2014-01-08 00:00:00,503.9507,482.7879
2014-01-07 00:00:00,503.5516,482.6816
2014-01-06 00:00:00,503.1831,482.5767
2014-01-03 00:00:00,502.7715,482.4731
2014-01-02 00:00:00,502.3856,482.3711
2013-12-31 00:00:00,501.873,482.2706
2013-12-30 00:00:00,501.2756,482.1721
2013-12-27 00:00:00,500.7377,482.0761
2013-12-26 00:00:00,500.1382,481.9823
2013-12-24 00:00:00,499.4942,481.891
2013-12-23 00:00:00,498.8055,481.8026
2013-12-20 00:00:00,498.0855,481.7171
2013-12-19 00:00:00,497.571,481.6349
2013-12-18 00:00:00,497.0973,481.5548
2013-12-17 00:00:00,496.5552,481.4767
2013-12-16 00:00:00,495.965,481.4009
2013-12-13 00:00:00,495.3434,481.3278
2013-12-12 00:00:00,494.7465,481.2573
2013-12-11 00:00:00,494.082,481.1895
2013-12-10 00:00:00,493.4024,481.1248
2013-12-09 00:00:00,492.6736,481.0631
2013-12-06 00:00:00,491.9286,481.0047
2013-12-05 00:00:00,491.2408,480.9498
2013-12-04 00:00:00,490.4665,480.8981
2013-12-03 00:00:00,489.7136,480.85
2013-12-02 00:00:00,488.9398,480.8055
2013-11-29 00:00:00,488.3106,480.7646
2013-11-27 00:00:00,487.6262,480.7267
2013-11-26 00:00:00,487.0369,480.692
2013-11-25 00:00:00,486.5686,480.6601
2013-11-22 00:00:00,486.1931,480.6304
2013-11-21 00:00:00,485.8537,480.6025
2013-11-20 00:00:00,485.4973,480.5761
2013-11-19 00:00:00,485.1993,480.5514
2013-11-18 00:00:00,484.8523,480.528
2013-11-15 00:00:00,484.5111,480.5063
2013-11-14 00:00:00,484.1022,480.4862
2013-11-13 00:00:00,483.6572,480.468
2013-11-12 00:00:00,483.2837,480.452
2013-11-11 00:00:00,482.9127,480.4377
2013-11-08 00:00:00,482.5477,480.4253
2013-11-07 00:00:00,482.1638,480.4146
2013-11-06 00:00:00,481.8574,480.4058
2013-11-05 00:00:00,481.4629,480.3985
2013-11-04 00:00:00,481.0186,480.3932
2013-11-01 00:00:00,480.5566,480.3901
2013-10-31 00:00:00,480.1579,480.3892
2013-10-30 00:00:00,479.7282,480.3904
2013-10-29 00:00:00,479.2719,480.3937
2013-10-28 00:00:00,478.8941,480.3993
2013-10-25 00:00:00,478.3791,480.4069
2013-10-24 00:00:00,477.8985,480.4171
2013-10-23 00:00:00,477.353,480.4298
2013-10-22 00:00:00,476.8721,480.4452
2013-10-21 00:00:00,476.4378,480.4632
2013-10-18 00:00:00,475.984,480.4834
2013-10-17 00:00:00,475.6516,480.506
2013-10-16 00:00:00,475.3602,480.5304
2013-10-15 00:00:00,475.1001,480.5564
2013-10-14 00:00:00,474.8619,480.5838
2013-10-11 00:00:00,474.648,480.6126
2013-10-10 00:00:00,474.4645,480.6425
2013-10-09 00:00:00,474.3112,480.6736
2013-10-08 00:00:00,474.1872,480.7055
2013-10-07 00:00:00,474.119,480.7383
2013-10-04 00:00:00,473.9813,480.7716
2013-10-03 00:00:00,473.8899,480.8057
2013-10-02 00:00:00,473.7938,480.8404
2013-10-01 00:00:00,473.6345,480.8758
2013-09-30 00:00:00,473.4898,480.9122
2013-09-27 00:00:00,473.4569,480.9495
2013-09-26 00:00:00,473.363,480.9872
2013-09-25 00:00:00,473.2331,481.0255
2013-09-24 00:00:00,473.1493,481.0647
2013-09-23 00:00:00,472.9882,481.1044
2013-09-20 00:00:00,472.8099,481.1452
2013-09-19 00:00:00,472.8645,481.1871
2013-09-18 00:00:00,472.8702,481.2289
2013-09-17 00:00:00,472.9529,481.2709
2013-09-16 00:00:00,473.131,481.3127
2013-09-13 00:00:00,473.3634,481.3538
2013-09-12 00:00:00,473.4489,481.394
2013-09-11 00:00:00,473.4566,481.4339
2013-09-10 00:00:00,473.5146,481.474
2013-09-09 00:00:00,473.3012,481.514
2013-09-06 00:00:00,472.9692,481.5553
2013-09-05 00:00:00,472.7142,481.5984
2013-09-04 00:00:00,472.4863,481.6431
2013-09-03 00:00:00,472.2216,481.6891
2013-08-30 00:00:00,472.0564,481.7367
2013-08-29 00:00:00,471.9033,481.7853
2013-08-28 00:00:00,471.7033,481.835
2013-08-27 00:00:00,471.5095,481.8859
2013-08-26 00:00:00,471.3369,481.938
2013-08-23 00:00:00,471.0174,481.9913
2013-08-22 00:00:00,470.7143,482.0464
2013-08-21 00:00:00,470.3886,482.1034
2013-08-20 00:00:00,470.0657,482.1622
2013-08-19 00:00:00,469.7525,482.223
2013-08-16 00:00:00,469.3688,482.2857
2013-08-15 00:00:00,469.0359,482.3506
2013-08-14 00:00:00,468.7442,482.4175
2013-08-13 00:00:00,468.4436,482.4862
2013-08-12 00:00:00,468.2302,482.5568
2013-08-09 00:00:00,468.239,482.6288
2013-08-08 00:00:00,468.3783,482.7011
2013-08-07 00:00:00,468.4527,482.7731
2013-08-06 00:00:00,468.4878,482.845
2013-08-05 00:00:00,468.5205,482.9172
2013-08-02 00:00:00,468.5111,482.9895
2013-08-01 00:00:00,468.5714,483.0623
2013-07-31 00:00:00,468.6916,483.1351
2013-07-30 00:00:00,468.8548,483.2077
2013-07-29 00:00:00,469.0118,483.2798
2013-07-26 00:00:00,469.2261,483.3515
2013-07-25 00:00:00,469.5113,483.4225
2013-07-24 00:00:00,469.8246,483.4924
2013-07-23 00:00:00,470.1207,483.5611
2013-07-22 00:00:00,470.6372,483.6286
2013-07-19 00:00:00,471.0849,483.6939
2013-07-18 00:00:00,471.5509,483.7572
2013-07-17 00:00:00,471.9529,483.8186
2013-07-16 00:00:00,472.3735,483.8782
2013-07-15 00:00:00,472.7996,483.936
2013-07-12 00:00:00,473.2577,483.992
2013-07-11 00:00:00,473.7299,484.0459
2013-07-10 00:00:00,474.199,484.0978
2013-07-09 00:00:00,474.7391,484.1475
2013-07-08 00:00:00,475.2683,484.1948
2013-07-05 00:00:00,475.8766,484.2396
2013-07-03 00:00:00,476.467,484.2817
2013-07-02 00:00:00,477.0293,484.3209
2013-07-01 00:00:00,477.6206,484.3576
2013-06-28 00:00:00,478.3116,484.3914
2013-06-27 00:00:00,479.1376,484.422
2013-06-26 00:00:00,479.9998,484.4485
2013-06-25 00:00:00,480.8274,484.4709
2013-06-24 00:00:00,481.6173,484.4892
2013-06-21 00:00:00,482.416,484.5036
2013-06-20 00:00:00,483.1122,484.5141
2013-06-19 00:00:00,483.7816,484.5212
2013-06-18 00:00:00,484.3956,484.5249
2013-06-17 00:00:00,484.9271,484.5255
2013-06-14 00:00:00,485.4617,484.5235
2013-06-13 00:00:00,486.0215,484.5188
2013-06-12 00:00:00,486.5271,484.5113
2013-06-11 00:00:00,487.0759,484.5011
2013-06-10 00:00:00,487.5757,484.4882
2013-06-07 00:00:00,488.0675,484.4727
2013-06-06 00:00:00,488.5347,484.4546
2013-06-05 00:00:00,489.0405,484.4341
2013-06-04 00:00:00,489.4843,484.411
2013-06-03 00:00:00,489.8901,484.3855
2013-05-31 00:00:00,490.2857,484.3578
2013-05-30 00:00:00,490.6953,484.328
2013-05-29 00:00:00,491.0904,484.296
2013-05-28 00:00:00,491.5565,484.2619
2013-05-24 00:00:00,492.0627,484.2252
2013-05-23 00:00:00,492.5366,484.1858
2013-05-22 00:00:00,493.0456,484.1439
2013-05-21 00:00:00,493.5678,484.0991
2013-05-20 00:00:00,494.1123,484.0516
2013-05-17 00:00:00,494.6293,484.001
2013-05-16 00:00:00,495.2492,483.9476
2013-05-15 00:00:00,495.862,483.8908
2013-05-14 00:00:00,496.5389,483.8306
2013-05-13 00:00:00,497.071,483.7668
2013-05-10 00:00:00,497.4986,483.6999
2013-05-09 00:00:00,497.9484,483.6306
2013-05-08 00:00:00,498.3643,483.5586
2013-05-07 00:00:00,498.7131,483.4842
2013-05-06 00:00:00,499.1177,483.4077
2013-05-03 00:00:00,499.5056,483.3288
2013-05-02 00:00:00,500.0059,483.2475
2013-05-01 00:00:00,500.5563,483.1633
2013-04-30 00:00:00,501.1751,483.0759
2013-04-29 00:00:00,501.765,482.9849
2013-04-26 00:00:00,502.4886,482.8905
2013-04-25 00:00:00,503.3501,482.7921
2013-04-24 00:00:00,504.3094,482.6887
2013-04-23 00:00:00,505.3078,482.5801
2013-04-22 00:00:00,506.3096,482.4659
2013-04-19 00:00:00,507.3969,482.3461
2013-04-18 00:00:00,508.5774,482.2202
2013-04-17 00:00:00,509.7544,482.0877
2013-04-16 00:00:00,510.8348,481.9487
2013-04-15 00:00:00,511.6893,481.8036
2013-04-12 00:00:00,512.6169,481.6534
2013-04-11 00:00:00,513.4535,481.4978
2013-04-10 00:00:00,514.2527,481.3372
2013-04-09 00:00:00,515.0463,481.1718
2013-04-08 00:00:00,515.9358,481.0016
2013-04-05 00:00:00,516.8421,480.826
2013-04-04 00:00:00,517.788,480.645
2013-04-03 00:00:00,518.6978,480.4584
2013-04-02 00:00:00,519.5736,480.2662
2013-04-01 00:00:00,520.4805,480.0687
2013-03-28 00:00:00,521.4055,479.8656
2013-03-27 00:00:00,522.2009,479.6569
2013-03-26 00:00:00,522.9092,479.4431
2013-03-25 00:00:00,523.5331,479.2247
2013-03-22 00:00:00,524.1387,479.002
2013-03-21 00:00:00,524.7673,478.7752
2013-03-20 00:00:00,525.495,478.5441
2013-03-19 00:00:00,526.2365,478.3082
2013-03-18 00:00:00,526.9612,478.0673
2013-03-15 00:00:00,527.6808,477.8216
2013-03-14 00:00:00,528.5295,477.5711
2013-03-13 00:00:00,529.4995,477.315
2013-03-12 00:00:00,530.5212,477.0528
2013-03-11 00:00:00,531.5525,476.7841
2013-03-08 00:00:00,532.4988,476.5088
2013-03-07 00:00:00,533.5167,476.2275
2013-03-06 00:00:00,534.5565,475.9396
2013-03-05 00:00:00,535.6564,475.6451
2013-03-04 00:00:00,536.7121,475.3435
2013-03-01 00:00:00,537.8905,475.0351
2013-02-28 00:00:00,538.9756,474.7192
2013-02-27 00:00:00,539.9612,474.3963
2013-02-26 00:00:00,540.9247,474.0669
2013-02-25 00:00:00,541.8536,473.7309
2013-02-22 00:00:00,542.8541,473.3886
2013-02-21 00:00:00,543.7838,473.0395
2013-02-20 00:00:00,544.7709,472.684
2013-02-19 00:00:00,545.7398,472.3218
2013-02-15 00:00:00,546.606,471.9528
2013-02-14 00:00:00,547.4792,471.5777
2013-02-13 00:00:00,548.2963,471.1963
2013-02-12 00:00:00,549.1173,470.8088
2013-02-11 00:00:00,549.9377,470.4153
2013-02-08 00:00:00,550.6449,470.0157
2013-02-07 00:00:00,551.4091,469.6105
2013-02-06 00:00:00,552.2494,469.1995
2013-02-05 00:00:00,553.208,468.7822
2013-02-04 00:00:00,554.1713,468.3579
2013-02-01 00:00:00,555.3011,467.9267
2013-01-31 00:00:00,556.3282,467.4876
2013-01-30 00:00:00,557.3468,467.0412
2013-01-29 00:00:00,558.3621,466.5874
2013-01-28 00:00:00,559.3731,466.1262
2013-01-25 00:00:00,560.4796,465.6576
2013-01-24 00:00:00,561.6978,465.1811
2013-01-23 00:00:00,562.821,464.6961
2013-01-22 00:00:00,563.3141,464.203
2013-01-18 00:00:00,563.9055,463.705
2013-01-17 00:00:00,564.551,463.2015
2013-01-16 00:00:00,565.1759,462.6922
2013-01-15 00:00:00,565.7728,462.1772
2013-01-14 00:00:00,566.5794,461.6566
2013-01-11 00:00:00,567.2342,461.1294
2013-01-10 00:00:00,567.7083,460.5962
2013-01-09 00:00:00,568.1547,460.0579
2013-01-08 00:00:00,568.6704,459.5147
2013-01-07 00:00:00,569.1084,458.9662
2013-01-04 00:00:00,569.5651,458.4127
2013-01-03 00:00:00,569.995,457.8542
2013-01-02 00:00:00,570.2768,457.2906
2012-12-31 00:00:00,570.4915,456.7229
2012-12-28 00:00:00,570.8785,456.1512
2012-12-27 00:00:00,571.4976,455.5746
2012-12-26 00:00:00,572.0677,454.9921
2012-12-24 00:00:00,572.6643,454.4038
2012-12-21 00:00:00,573.1946,453.8095
2012-12-20 00:00:00,573.7387,453.2096
2012-12-19 00:00:00,574.264,452.6039
2012-12-18 00:00:00,574.7484,451.9926
2012-12-17 00:00:00,575.161,451.3757
2012-12-14 00:00:00,575.73,450.7537
2012-12-13 00:00:00,576.396,450.1256
2012-12-12 00:00:00,576.8678,449.4911
2012-12-11 00:00:00,577.2503,448.851
2012-12-10 00:00:00,577.6125,448.2058
2012-12-07 00:00:00,578.0953,447.5555
2012-12-06 00:00:00,578.5483,446.8996
2012-12-05 00:00:00,578.8645,446.238
2012-12-04 00:00:00,579.2692,445.5715
2012-12-03 00:00:00,579.3038,444.8997
2012-11-30 00:00:00,579.2343,444.2243
2012-11-29 00:00:00,579.1732,443.5458
2012-11-28 00:00:00,579.0703,442.8643
2012-11-27 00:00:00,579.0312,442.1799
2012-11-26 00:00:00,578.9732,441.4922
2012-11-23 00:00:00,578.8665,440.8013
2012-11-21 00:00:00,578.9409,440.1075
2012-11-20 00:00:00,579.1151,439.4098
2012-11-19 00:00:00,579.2989,438.7078
2012-11-16 00:00:00,579.436,438.0013
2012-11-15 00:00:00,579.9588,437.2906
2012-11-14 00:00:00,580.5077,436.5737
2012-11-13 00:00:00,580.9484,435.8504
2012-11-12 00:00:00,581.3327,435.1212
2012-11-09 00:00:00,581.7216,434.3865
2012-11-08 00:00:00,582.0717,433.6461
2012-11-07 00:00:00,582.5194,432.9003
2012-11-06 00:00:00,582.7671,432.1484
2012-11-05 00:00:00,582.7663,431.3915
2012-11-02 00:00:00,582.7475,430.6309
2012-11-01 00:00:00,582.8076,429.8665
2012-10-31 00:00:00,582.6689,429.0979
2012-10-26 00:00:00,582.5411,428.3262
2012-10-25 00:00:00,582.3243,427.5513
2012-10-24 00:00:00,582.0495,426.7735
2012-10-23 00:00:00,581.6981,425.9932
2012-10-22 00:00:00,581.3784,425.2108
2012-10-19 00:00:00,580.8465,424.426
2012-10-18 00:00:00,580.5537,423.64
2012-10-17 00:00:00,580.0275,422.8515
2012-10-16 00:00:00,579.3752,422.0616
2012-10-15 00:00:00,578.6639,421.2711
2012-10-12 00:00:00,578.0972,420.4802
2012-10-11 00:00:00,577.5759,419.6882
2012-10-10 00:00:00,577.0655,418.8948
2012-10-09 00:00:00,576.4206,418.0999
2012-10-08 00:00:00,575.8203,417.3044
2012-10-05 00:00:00,575.1905,416.5078
2012-10-04 00:00:00,574.4087,415.7104
2012-10-03 00:00:00,573.4755,414.9129
2012-10-02 00:00:00,572.4858,414.1161
2012-10-01 00:00:00,571.5886,413.3203
2012-09-28 00:00:00,570.7017,412.525
