date,MINUS_DI
2002-09-04 00:00:00,22.0912
2002-09-05 00:00:00,22.2553
2002-09-06 00:00:00,21.5557
2002-09-09 00:00:00,21.5426
2002-09-10 00:00:00,21.1782
2002-09-11 00:00:00,20.4962
2002-09-12 00:00:00,20.1308
2002-09-13 00:00:00,20.2183
2002-09-16 00:00:00,19.4619
2002-09-17 00:00:00,18.6668
2002-09-18 00:00:00,17.8416
2002-09-19 00:00:00,17.4011
2002-09-20 00:00:00,16.8196
2002-09-23 00:00:00,16.6929
2002-09-24 00:00:00,16.4883
2002-09-25 00:00:00,15.7717
2002-09-26 00:00:00,15.7641
2002-09-27 00:00:00,15.8615
2002-09-30 00:00:00,17.9343
2002-10-01 00:00:00,18.205
2002-10-02 00:00:00,17.394
2002-10-03 00:00:00,16.9387
2002-10-04 00:00:00,16.8721
2002-10-07 00:00:00,18.2966
2002-10-08 00:00:00,20.8109
2002-10-09 00:00:00,20.0081
2002-10-10 00:00:00,18.8922
2002-10-11 00:00:00,17.7829
2002-10-14 00:00:00,16.951
2002-10-15 00:00:00,16.2401
2002-10-16 00:00:00,18.0228
2002-10-17 00:00:00,21.2668
2002-10-18 00:00:00,20.9224
2002-10-21 00:00:00,19.7737
2002-10-22 00:00:00,18.7096
2002-10-23 00:00:00,17.9235
2002-10-24 00:00:00,16.8961
2002-10-25 00:00:00,15.6645
2002-10-28 00:00:00,14.7437
2002-10-29 00:00:00,16.0055
2002-10-30 00:00:00,14.8196
2002-10-31 00:00:00,14.2003
2002-11-01 00:00:00,13.5035
2002-11-04 00:00:00,12.4202
2002-11-05 00:00:00,11.8195
2002-11-06 00:00:00,11.2468
2002-11-07 00:00:00,16.638
2002-11-08 00:00:00,17.9414
2002-11-11 00:00:00,19.8583
2002-11-12 00:00:00,18.5972
2002-11-13 00:00:00,17.5443
2002-11-14 00:00:00,16.5224
2002-11-15 00:00:00,16.0248
2002-11-18 00:00:00,16.9677
2002-11-19 00:00:00,19.725
2002-11-20 00:00:00,19.0769
2002-11-21 00:00:00,17.8298
2002-11-22 00:00:00,17.2431
2002-11-25 00:00:00,18.1063
2002-11-26 00:00:00,20.4354
2002-11-27 00:00:00,19.7402
2002-11-29 00:00:00,19.2734
2002-12-02 00:00:00,20.7582
2002-12-03 00:00:00,20.3759
2002-12-04 00:00:00,23.8909
2002-12-05 00:00:00,22.8775
2002-12-06 00:00:00,21.6973
2002-12-09 00:00:00,21.2159
2002-12-10 00:00:00,20.0138
2002-12-11 00:00:00,19.3564
2002-12-12 00:00:00,19.078
2002-12-13 00:00:00,21.1641
2002-12-16 00:00:00,20.6416
2002-12-17 00:00:00,19.7384
2002-12-18 00:00:00,20.115
2002-12-19 00:00:00,22.0256
2002-12-20 00:00:00,23.2143
2002-12-23 00:00:00,22.4011
2002-12-24 00:00:00,22.0419
2002-12-26 00:00:00,21.0509
2002-12-27 00:00:00,22.6723
2002-12-30 00:00:00,23.5533
2002-12-31 00:00:00,22.6882
2003-01-02 00:00:00,21.4925
2003-01-03 00:00:00,20.8267
2003-01-06 00:00:00,19.8736
2003-01-07 00:00:00,22.6662
2003-01-08 00:00:00,22.0821
2003-01-09 00:00:00,21.2117
2003-01-10 00:00:00,20.6378
2003-01-13 00:00:00,20.815
2003-01-14 00:00:00,20.1466
2003-01-15 00:00:00,21.532
2003-01-16 00:00:00,20.3758
2003-01-17 00:00:00,20.5703
2003-01-21 00:00:00,20.5276
2003-01-22 00:00:00,21.808
