date,Real Upper Band,Real Middle Band,Real Lower Band
2016-03-01 00:00:00,99.141,95.9515,92.762
2016-02-29 00:00:00,98.1669,95.7465,93.3261
2016-02-26 00:00:00,98.2657,95.779,93.2923
2016-02-25 00:00:00,98.1716,95.638,93.1044
2016-02-24 00:00:00,98.1242,95.471,92.8178
2016-02-23 00:00:00,98.966,95.6655,92.365
2016-02-22 00:00:00,99.5536,95.903,92.2524
2016-02-19 00:00:00,100.4909,96.13,91.7691
2016-02-18 00:00:00,100.5043,96.143,91.7817
2016-02-17 00:00:00,100.5397,96.1695,91.7993
2016-02-16 00:00:00,100.3819,96.0965,91.8111
2016-02-12 00:00:00,100.4241,96.121,91.8179
2016-02-11 00:00:00,100.8262,96.3975,91.9688
2016-02-10 00:00:00,100.8504,96.582,92.3136
2016-02-09 00:00:00,101.2378,96.8665,92.4952
2016-02-08 00:00:00,101.3831,97.0435,92.7039
2016-02-05 00:00:00,101.38,97.141,92.902
2016-02-04 00:00:00,101.2696,97.2625,93.2554
2016-02-03 00:00:00,101.7295,97.4675,93.2055
2016-02-02 00:00:00,102.5821,97.7855,92.9889
2016-02-01 00:00:00,103.9043,98.329,92.7537
2016-01-29 00:00:00,105.0308,98.7705,92.5102
2016-01-28 00:00:00,106.5086,99.2695,92.0304
2016-01-27 00:00:00,107.9286,100.002,92.0754
2016-01-26 00:00:00,108.5249,100.672,92.8191
2016-01-25 00:00:00,109.5449,101.074,92.6031
2016-01-22 00:00:00,110.5735,101.5325,92.4915
2016-01-21 00:00:00,111.1981,101.823,92.4479
2016-01-20 00:00:00,111.6826,102.3745,93.0664
2016-01-19 00:00:00,111.9041,102.8365,93.7689
2016-01-15 00:00:00,112.4315,103.4525,94.4735
2016-01-14 00:00:00,113.2762,104.163,95.0498
2016-01-13 00:00:00,113.9604,104.7115,95.4626
2016-01-12 00:00:00,114.6646,105.466,96.2674
2016-01-11 00:00:00,115.5453,106.127,96.7087
2016-01-08 00:00:00,116.7158,107.009,97.3022
2016-01-07 00:00:00,117.1818,107.942,98.7022
2016-01-06 00:00:00,117.7135,109.031,100.3485
2016-01-05 00:00:00,118.6004,109.91,101.2196
2016-01-04 00:00:00,119.6213,110.726,101.8307
2015-12-31 00:00:00,119.958,111.2185,102.479
2015-12-30 00:00:00,120.3245,111.7695,103.2145
2015-12-29 00:00:00,120.8978,112.2705,103.6432
2015-12-28 00:00:00,121.5969,112.7485,103.9001
2015-12-24 00:00:00,121.9687,113.298,104.6273
2015-12-23 00:00:00,122.3484,113.798,105.2476
2015-12-22 00:00:00,122.7871,114.3115,105.8359
2015-12-21 00:00:00,122.7788,114.8375,106.8962
2015-12-18 00:00:00,122.8077,115.436,108.0643
2015-12-17 00:00:00,122.1775,116.0735,109.9695
2015-12-16 00:00:00,121.6659,116.489,111.3121
2015-12-15 00:00:00,121.4033,116.6065,111.8097
2015-12-14 00:00:00,120.8619,116.7907,112.7196
2015-12-11 00:00:00,120.8849,116.7837,112.6826
2015-12-10 00:00:00,120.7033,116.9107,113.1182
2015-12-09 00:00:00,120.7027,116.9077,113.1128
2015-12-08 00:00:00,120.715,116.9652,113.2155
2015-12-07 00:00:00,121.1177,117.0822,113.0468
2015-12-04 00:00:00,121.5899,117.2212,112.8526
2015-12-03 00:00:00,121.9126,117.3157,112.7189
2015-12-02 00:00:00,122.5713,117.6557,112.7402
2015-12-01 00:00:00,123.2823,117.9702,112.6582
2015-11-30 00:00:00,123.6442,118.1622,112.6803
2015-11-27 00:00:00,123.7351,118.2222,112.7094
2015-11-25 00:00:00,123.9572,118.3582,112.7593
2015-11-24 00:00:00,124.0308,118.4202,112.8097
2015-11-23 00:00:00,124.0556,118.2037,112.3519
2015-11-20 00:00:00,124.0678,118.0802,112.0927
2015-11-19 00:00:00,124.0486,118.0692,112.0899
2015-11-18 00:00:00,123.9769,117.9052,111.8336
2015-11-17 00:00:00,124.0613,117.7287,111.3962
2015-11-16 00:00:00,124.0552,117.7327,111.4103
2015-11-13 00:00:00,124.2879,117.6105,110.9331
2015-11-12 00:00:00,124.4484,117.5455,110.6426
2015-11-11 00:00:00,124.6532,117.3525,110.0518
2015-11-10 00:00:00,124.985,117.0575,109.13
2015-11-09 00:00:00,125.0626,116.8085,108.5544
2015-11-06 00:00:00,124.7219,116.36,107.9981
2015-11-05 00:00:00,124.1774,115.913,107.6486
2015-11-04 00:00:00,123.721,115.342,106.963
2015-11-03 00:00:00,122.7963,114.781,106.7657
2015-11-02 00:00:00,121.5155,114.218,106.9205
2015-10-30 00:00:00,120.3944,113.698,107.0016
2015-10-29 00:00:00,119.5252,113.242,106.9588
2015-10-28 00:00:00,118.2026,112.6945,107.1864
2015-10-27 00:00:00,116.94,112.246,107.552
2015-10-26 00:00:00,116.736,111.9715,107.207
2015-10-23 00:00:00,116.3544,111.8295,107.3046
2015-10-22 00:00:00,114.9917,111.611,108.2303
2015-10-21 00:00:00,114.8569,111.586,108.3151
2015-10-20 00:00:00,114.9674,111.614,108.2606
2015-10-19 00:00:00,114.9049,111.5955,108.2861
2015-10-16 00:00:00,115.4356,111.7695,108.1034
2015-10-15 00:00:00,115.6103,111.89,108.1697
2015-10-14 00:00:00,115.8169,111.993,108.1691
2015-10-13 00:00:00,116.4868,112.303,108.1192
2015-10-12 00:00:00,117.0456,112.5275,108.0094
2015-10-09 00:00:00,117.3662,112.713,108.0598
2015-10-08 00:00:00,117.5064,112.8175,108.1286
2015-10-07 00:00:00,117.4098,112.971,108.5322
2015-10-06 00:00:00,117.4484,112.9395,108.4306
2015-10-05 00:00:00,117.4469,112.9895,108.5321
2015-10-02 00:00:00,117.5655,112.914,108.2625
2015-10-01 00:00:00,117.5661,112.9135,108.2609
2015-09-30 00:00:00,117.4576,113.0515,108.6454
2015-09-29 00:00:00,117.772,112.9225,108.073
2015-09-28 00:00:00,117.6244,113.1075,108.5906
2015-09-25 00:00:00,117.657,113.15,108.643
2015-09-24 00:00:00,117.5108,113.0605,108.6102
2015-09-23 00:00:00,117.3822,112.795,108.2078
2015-09-22 00:00:00,118.254,112.266,106.278
2015-09-21 00:00:00,118.9125,111.752,104.5915
2015-09-18 00:00:00,118.7071,111.2795,103.8519
2015-09-17 00:00:00,118.6284,111.2395,103.8506
2015-09-16 00:00:00,118.7767,111.294,103.8113
2015-09-15 00:00:00,118.7936,111.2985,103.8034
2015-09-14 00:00:00,118.9633,111.3425,103.7217
2015-09-11 00:00:00,119.0684,111.375,103.6816
2015-09-10 00:00:00,119.1952,111.422,103.6488
2015-09-09 00:00:00,119.4929,111.5555,103.6181
2015-09-08 00:00:00,119.6752,111.7225,103.7698
2015-09-04 00:00:00,120.7774,112.093,103.4086
2015-09-03 00:00:00,121.1108,112.4055,103.7002
2015-09-02 00:00:00,121.3735,112.6435,103.9135
2015-09-01 00:00:00,121.6067,112.7965,103.9863
2015-08-31 00:00:00,121.667,113.1425,104.618
2015-08-28 00:00:00,122.2542,113.4265,104.5988
2015-08-27 00:00:00,123.297,113.827,104.357
2015-08-26 00:00:00,124.4592,114.2995,104.1398
2015-08-25 00:00:00,125.562,114.9645,104.367
2015-08-24 00:00:00,125.8164,115.9465,106.0766
2015-08-21 00:00:00,125.2933,116.929,108.5647
2015-08-20 00:00:00,125.1437,117.866,110.5883
2015-08-19 00:00:00,126.0147,118.4915,110.9683
2015-08-18 00:00:00,126.8879,119.002,111.1161
2015-08-17 00:00:00,129.0154,119.7145,110.4136
2015-08-14 00:00:00,131.1141,120.46,109.8059
2015-08-13 00:00:00,132.2954,121.143,109.9906
2015-08-12 00:00:00,133.0477,121.811,110.5743
2015-08-11 00:00:00,133.4038,122.39,111.3762
2015-08-10 00:00:00,133.2949,122.996,112.6971
2015-08-07 00:00:00,133.5393,123.293,113.0467
2015-08-06 00:00:00,133.2883,123.681,114.0737
2015-08-05 00:00:00,132.8745,123.928,114.9815
2015-08-04 00:00:00,132.3704,124.2865,116.2026
2015-08-03 00:00:00,131.6148,124.839,118.0632
2015-07-31 00:00:00,131.3342,125.217,119.0998
2015-07-30 00:00:00,131.338,125.474,119.61
2015-07-29 00:00:00,131.3894,125.6855,119.9816
2015-07-28 00:00:00,131.3782,125.8072,120.2363
2015-07-27 00:00:00,131.3575,125.8647,120.372
2015-07-24 00:00:00,131.3791,126.0637,120.7484
2015-07-23 00:00:00,131.5135,126.2137,120.914
2015-07-22 00:00:00,131.6995,126.3612,121.023
2015-07-21 00:00:00,131.7709,126.4517,121.1326
2015-07-20 00:00:00,131.2715,126.2947,121.318
2015-07-17 00:00:00,130.2422,126.0212,121.8003
2015-07-16 00:00:00,129.9201,125.9342,121.9484
2015-07-15 00:00:00,129.7362,125.8737,122.0113
2015-07-14 00:00:00,129.828,125.9127,121.9975
2015-07-13 00:00:00,129.9148,125.9782,122.0417
2015-07-10 00:00:00,130.0208,126.0537,122.0867
2015-07-09 00:00:00,130.2184,126.3192,122.4201
2015-07-08 00:00:00,129.5755,126.7597,123.944
2015-07-07 00:00:00,129.0685,127.0022,124.936
2015-07-06 00:00:00,129.1097,127.1077,125.1058
2015-07-02 00:00:00,129.2818,127.2402,125.1987
2015-07-01 00:00:00,129.5892,127.3862,125.1833
2015-06-30 00:00:00,130.0321,127.5622,125.0924
2015-06-29 00:00:00,130.2651,127.789,125.3129
2015-06-26 00:00:00,130.3595,128.0892,125.819
2015-06-25 00:00:00,130.6387,128.2657,125.8928
2015-06-24 00:00:00,131.2727,128.4797,125.6868
2015-06-23 00:00:00,131.864,128.6765,125.489
2015-06-22 00:00:00,131.9252,128.806,125.6868
2015-06-19 00:00:00,132.5149,129.0525,125.5901
2015-06-18 00:00:00,132.7051,129.292,125.8789
2015-06-17 00:00:00,132.7656,129.401,126.0364
2015-06-16 00:00:00,132.7722,129.5395,126.3068
2015-06-15 00:00:00,132.786,129.669,126.552
2015-06-12 00:00:00,132.648,129.7615,126.875
2015-06-11 00:00:00,132.5129,129.8505,127.1881
2015-06-10 00:00:00,132.8286,129.7215,126.6144
2015-06-09 00:00:00,133.0916,129.5707,126.0499
2015-06-08 00:00:00,133.1998,129.5157,125.8317
2015-06-05 00:00:00,133.2084,129.5067,125.8051
2015-06-04 00:00:00,133.4661,129.3372,125.2084
2015-06-03 00:00:00,133.6588,129.1197,124.5807
2015-06-02 00:00:00,133.6388,128.9037,124.1687
2015-06-01 00:00:00,133.5514,128.8407,124.1301
2015-05-29 00:00:00,133.4083,128.7615,124.1147
2015-05-28 00:00:00,133.3503,128.505,123.6597
2015-05-27 00:00:00,132.9564,128.348,123.7396
2015-05-26 00:00:00,132.6851,128.2737,123.8624
2015-05-22 00:00:00,133.204,128.4252,123.6465
2015-05-21 00:00:00,132.7941,128.3122,123.8304
2015-05-20 00:00:00,132.5311,128.2262,123.9214
2015-05-19 00:00:00,132.3814,128.1542,123.9271
2015-05-18 00:00:00,132.161,127.9962,123.8315
2015-05-15 00:00:00,131.9099,127.8667,123.8236
2015-05-14 00:00:00,131.9042,127.6657,123.4273
2015-05-13 00:00:00,131.77,127.5267,123.2835
2015-05-12 00:00:00,131.7665,127.5652,123.364
2015-05-11 00:00:00,131.7572,127.587,123.4168
2015-05-08 00:00:00,131.7578,127.6135,123.4692
2015-05-07 00:00:00,131.7379,127.5875,123.4371
2015-05-06 00:00:00,131.6943,127.6525,123.6107
2015-05-05 00:00:00,131.6543,127.682,123.7097
2015-05-04 00:00:00,131.6459,127.6925,123.7391
2015-05-01 00:00:00,131.5533,127.625,123.6967
2015-04-30 00:00:00,131.4449,127.4435,123.4421
2015-04-29 00:00:00,131.5205,127.3985,123.2765
2015-04-28 00:00:00,131.462,127.188,122.914
2015-04-27 00:00:00,130.9725,126.9785,122.9845
2015-04-24 00:00:00,129.8871,126.5085,123.1299
2015-04-23 00:00:00,129.2454,126.2065,123.1676
2015-04-22 00:00:00,128.7271,125.892,123.0569
2015-04-21 00:00:00,128.3722,125.7955,123.2188
2015-04-20 00:00:00,128.4163,125.8105,123.2047
2015-04-17 00:00:00,128.1999,125.7255,123.2511
2015-04-16 00:00:00,128.409,125.8627,123.3165
2015-04-15 00:00:00,128.7654,125.9777,123.1901
2015-04-14 00:00:00,128.7956,125.9907,123.1859
2015-04-13 00:00:00,128.7599,125.9232,123.0866
2015-04-10 00:00:00,128.7364,125.7602,122.7841
2015-04-09 00:00:00,128.5894,125.6277,122.6661
2015-04-08 00:00:00,128.6838,125.4117,122.1397
2015-04-07 00:00:00,128.6512,125.3572,122.0633
2015-04-06 00:00:00,128.7883,125.4137,122.0392
2015-04-02 00:00:00,128.6798,125.3762,122.0727
2015-04-01 00:00:00,128.7646,125.4307,122.0969
2015-03-31 00:00:00,129.1928,125.6452,122.0977
2015-03-30 00:00:00,129.7397,125.8917,122.0438
2015-03-27 00:00:00,130.1183,126.0277,121.9372
2015-03-26 00:00:00,130.3009,126.2882,122.2756
2015-03-25 00:00:00,130.8733,126.597,122.3207
2015-03-24 00:00:00,130.9768,126.8675,122.7582
2015-03-23 00:00:00,131.8535,127.1415,122.4295
2015-03-20 00:00:00,132.7912,127.431,122.0708
2015-03-19 00:00:00,132.9946,127.6107,122.2269
2015-03-18 00:00:00,133.0543,127.6585,122.2627
2015-03-17 00:00:00,133.0749,127.6707,122.2666
2015-03-16 00:00:00,133.107,127.7102,122.3135
2015-03-13 00:00:00,133.0736,127.8167,122.5599
2015-03-12 00:00:00,132.8946,127.9602,123.0259
2015-03-11 00:00:00,132.8581,127.9817,123.1054
2015-03-10 00:00:00,132.8996,127.9707,123.0419
2015-03-09 00:00:00,133.6713,127.7312,121.7912
2015-03-06 00:00:00,134.3941,127.3207,120.2474
2015-03-05 00:00:00,134.7582,126.9877,119.2173
2015-03-04 00:00:00,135.0642,126.6452,118.2263
2015-03-03 00:00:00,135.2043,126.1507,117.0972
2015-03-02 00:00:00,135.1047,125.6142,116.1238
2015-02-27 00:00:00,135.0439,125.0177,114.9916
2015-02-26 00:00:00,134.7733,124.5397,114.3062
2015-02-25 00:00:00,134.3947,123.7845,113.1743
2015-02-24 00:00:00,134.9097,122.802,110.6943
2015-02-23 00:00:00,133.8583,121.8485,109.8387
2015-02-20 00:00:00,132.2968,120.8475,109.3982
2015-02-19 00:00:00,131.2834,119.9927,108.7021
2015-02-18 00:00:00,130.5113,119.0477,107.5842
2015-02-17 00:00:00,129.4522,118.048,106.6438
2015-02-13 00:00:00,128.5847,116.956,105.3273
2015-02-12 00:00:00,127.396,115.943,104.49
2015-02-11 00:00:00,125.7787,115.11,104.4413
2015-02-10 00:00:00,124.2443,114.377,104.5097
2015-02-09 00:00:00,123.1888,113.7385,104.2882
2015-02-06 00:00:00,122.4169,113.353,104.2891
2015-02-05 00:00:00,121.7112,113.001,104.2908
2015-02-04 00:00:00,120.774,112.3915,104.009
2015-02-03 00:00:00,119.8344,111.7265,103.6186
2015-02-02 00:00:00,118.8919,111.1065,103.3211
2015-01-30 00:00:00,117.6456,110.6415,103.6374
2015-01-29 00:00:00,116.636,110.3025,103.969
2015-01-28 00:00:00,115.0734,109.9835,104.8936
2015-01-27 00:00:00,114.7401,109.9135,105.0869
2015-01-26 00:00:00,115.2809,110.156,105.0311
2015-01-23 00:00:00,115.1222,110.1015,105.0808
2015-01-22 00:00:00,115.0532,110.0795,105.1058
2015-01-21 00:00:00,115.1358,110.1065,105.0772
2015-01-20 00:00:00,115.2917,110.218,105.1443
2015-01-16 00:00:00,115.545,110.4145,105.284
2015-01-15 00:00:00,115.328,110.5855,105.843
2015-01-14 00:00:00,115.3363,110.5817,105.8272
2015-01-13 00:00:00,115.3578,110.503,105.6482
2015-01-12 00:00:00,115.3437,110.4785,105.6133
2015-01-09 00:00:00,115.4522,110.597,105.7418
2015-01-08 00:00:00,115.4458,110.594,105.7422
2015-01-07 00:00:00,115.7692,110.7055,105.6418
2015-01-06 00:00:00,115.8626,110.938,106.0134
2015-01-05 00:00:00,116.109,111.375,106.641
2015-01-02 00:00:00,116.2744,111.837,107.3996
2014-12-31 00:00:00,116.7875,112.167,107.5465
2014-12-30 00:00:00,117.0424,112.3795,107.7166
2014-12-29 00:00:00,117.3155,112.507,107.6985
2014-12-26 00:00:00,118.3012,112.758,107.2148
2014-12-24 00:00:00,119.1701,113.0085,106.8469
2014-12-23 00:00:00,119.7432,113.288,106.8328
2014-12-22 00:00:00,120.4394,113.5922,106.7451
2014-12-19 00:00:00,120.7208,113.7687,106.8167
2014-12-18 00:00:00,120.9685,113.9952,107.022
2014-12-17 00:00:00,121.0471,114.0962,107.1454
2014-12-16 00:00:00,121.0274,114.3992,107.7711
2014-12-15 00:00:00,120.3938,114.7615,109.1292
2014-12-12 00:00:00,119.8437,115.0592,110.2748
2014-12-11 00:00:00,119.4703,115.2137,110.9572
2014-12-10 00:00:00,119.5168,115.1952,110.8737
2014-12-09 00:00:00,119.8324,115.0827,110.3331
2014-12-08 00:00:00,120.2875,114.8182,109.349
2014-12-05 00:00:00,120.5965,114.6487,108.701
2014-12-04 00:00:00,120.8169,114.3337,107.8506
2014-12-03 00:00:00,120.881,114.0022,107.1235
2014-12-02 00:00:00,120.8381,113.6357,106.4334
2014-12-01 00:00:00,120.7898,113.3742,105.9587
2014-11-28 00:00:00,120.7468,113.0207,105.2947
2014-11-26 00:00:00,120.0769,112.4232,104.7696
2014-11-25 00:00:00,119.1707,111.8402,104.5098
2014-11-24 00:00:00,118.4474,111.2972,104.1471
2014-11-21 00:00:00,117.4196,110.6215,103.8234
2014-11-20 00:00:00,116.688,110.059,103.43
2014-11-19 00:00:00,115.8316,109.485,103.1384
2014-11-18 00:00:00,115.3798,108.901,102.4222
2014-11-17 00:00:00,114.5697,108.251,101.9323
2014-11-14 00:00:00,114.3021,107.5395,100.7769
2014-11-13 00:00:00,114.04,106.714,99.388
2014-11-12 00:00:00,113.9686,105.886,97.8034
2014-11-11 00:00:00,113.6636,105.2005,96.7374
2014-11-10 00:00:00,113.2958,104.653,96.0102
2014-11-07 00:00:00,112.8672,104.202,95.5368
2014-11-06 00:00:00,112.2844,103.788,95.2916
2014-11-05 00:00:00,111.6687,103.404,95.1393
2014-11-04 00:00:00,110.9419,103.001,95.0601
2014-11-03 00:00:00,110.2177,102.5085,94.7993
2014-10-31 00:00:00,109.1361,102.0195,94.9029
2014-10-30 00:00:00,108.2294,101.6005,94.9716
2014-10-29 00:00:00,107.4297,101.2465,95.0633
2014-10-28 00:00:00,106.4057,100.8385,95.2713
2014-10-27 00:00:00,105.4043,100.539,95.6737
2014-10-24 00:00:00,104.6798,100.289,95.8982
2014-10-23 00:00:00,103.8415,100.0655,96.2895
2014-10-22 00:00:00,102.9109,99.7175,96.5241
2014-10-21 00:00:00,102.6333,99.6555,96.6777
2014-10-20 00:00:00,102.6746,99.664,96.6534
2014-10-17 00:00:00,102.8006,99.729,96.6574
2014-10-16 00:00:00,102.8569,99.8935,96.9301
2014-10-15 00:00:00,102.7303,100.17,97.6097
2014-10-14 00:00:00,102.6971,100.372,98.0469
2014-10-13 00:00:00,102.6872,100.4775,98.2678
2014-10-10 00:00:00,102.8104,100.5685,98.3266
2014-10-09 00:00:00,102.9064,100.615,98.3236
2014-10-08 00:00:00,102.9483,100.6355,98.3227
2014-10-07 00:00:00,102.9628,100.6455,98.3282
2014-10-06 00:00:00,103.0684,100.6075,98.1466
2014-10-03 00:00:00,103.1627,100.5445,97.9263
2014-10-02 00:00:00,103.1908,100.512,97.8332
2014-10-01 00:00:00,103.2889,100.423,97.5571
2014-09-30 00:00:00,103.2996,100.411,97.5224
2014-09-29 00:00:00,103.6889,100.5385,97.3881
2014-09-26 00:00:00,103.9139,100.658,97.4021
2014-09-25 00:00:00,104.0622,100.733,97.4038
2014-09-24 00:00:00,104.0529,100.946,97.8391
2014-09-23 00:00:00,103.9879,100.9029,97.818
2014-09-22 00:00:00,103.845,100.8479,97.8509
2014-09-19 00:00:00,103.8638,100.8609,97.8581
2014-09-18 00:00:00,103.8469,100.8419,97.837
2014-09-17 00:00:00,103.7558,100.7809,97.8061
2014-09-16 00:00:00,103.682,100.7284,97.7749
2014-09-15 00:00:00,103.6739,100.6434,97.613
2014-09-12 00:00:00,103.6663,100.4609,97.2556
2014-09-11 00:00:00,103.654,100.2529,96.8519
2014-09-10 00:00:00,103.6393,100.0434,96.4476
2014-09-09 00:00:00,103.7685,99.7919,95.8154
2014-09-08 00:00:00,103.9363,99.6919,95.4476
2014-09-05 00:00:00,104.2473,99.5109,94.7746
2014-09-04 00:00:00,104.5051,99.2864,94.0678
2014-09-03 00:00:00,104.6608,99.1284,93.5961
2014-09-02 00:00:00,104.7398,98.9374,93.1351
2014-08-29 00:00:00,104.1651,98.5519,92.9388
2014-08-28 00:00:00,103.6332,98.2334,92.8337
2014-08-27 00:00:00,103.0851,97.9009,92.7168
2014-08-26 00:00:00,102.5136,97.7019,92.8903
2014-08-25 00:00:00,102.1754,97.5765,92.9776
2014-08-22 00:00:00,101.7355,97.4505,93.1655
2014-08-21 00:00:00,101.1723,97.268,93.3638
2014-08-20 00:00:00,100.687,97.0905,93.4941
2014-08-19 00:00:00,100.1466,96.9215,93.6965
2014-08-18 00:00:00,99.5343,96.631,93.7278
2014-08-15 00:00:00,99.2556,96.37,93.4844
2014-08-14 00:00:00,99.0968,96.1925,93.2882
2014-08-13 00:00:00,99.1063,95.972,92.8377
2014-08-12 00:00:00,98.9676,95.849,92.7304
2014-08-11 00:00:00,98.9429,95.8165,92.6901
2014-08-08 00:00:00,98.9774,95.8395,92.7016
2014-08-07 00:00:00,98.9747,95.8635,92.7523
2014-08-06 00:00:00,98.9622,95.8912,92.8203
2014-08-05 00:00:00,98.9633,95.9127,92.8622
2014-08-04 00:00:00,98.9644,95.9242,92.884
2014-08-01 00:00:00,98.9795,95.9431,92.9068
2014-07-31 00:00:00,98.9846,95.8381,92.6917
2014-07-30 00:00:00,99.0422,95.7321,92.4221
2014-07-29 00:00:00,98.7489,95.5006,92.2524
2014-07-28 00:00:00,98.3774,95.2281,92.0789
2014-07-25 00:00:00,97.8184,94.8761,91.9339
2014-07-24 00:00:00,97.6678,94.5376,91.4074
2014-07-23 00:00:00,97.6101,94.2041,90.7981
2014-07-22 00:00:00,97.3828,93.8586,90.3344
2014-07-21 00:00:00,97.3997,93.6641,89.9285
2014-07-18 00:00:00,97.4325,93.5126,89.5928
2014-07-17 00:00:00,97.3436,93.3841,89.4247
2014-07-16 00:00:00,97.3313,93.3386,89.346
2014-07-15 00:00:00,97.1748,93.2036,89.2325
2014-07-14 00:00:00,96.9178,93.0476,89.1775
2014-07-11 00:00:00,96.3976,92.7891,89.1807
2014-07-10 00:00:00,96.0782,92.6426,89.2071
2014-07-09 00:00:00,95.8916,92.5839,89.2762
2014-07-08 00:00:00,95.6746,92.5269,89.3792
2014-07-07 00:00:00,95.3705,92.4444,89.5183
2014-07-03 00:00:00,361.1195,119.9245,-121.2705
2014-07-02 00:00:00,480.1786,147.5905,-184.9976
2014-07-01 00:00:00,570.6786,175.1575,-220.3636
2014-06-30 00:00:00,643.8377,202.3585,-239.1207
2014-06-27 00:00:00,704.5222,229.1445,-246.2332
2014-06-26 00:00:00,758.1058,256.1955,-245.7148
2014-06-25 00:00:00,805.1867,283.4195,-238.3477
2014-06-24 00:00:00,844.0862,310.102,-223.8822
2014-06-23 00:00:00,877.7211,336.8695,-203.9821
2014-06-20 00:00:00,904.375,363.0345,-178.306
2014-06-19 00:00:00,925.0457,388.8525,-147.3407
2014-06-18 00:00:00,940.5723,414.575,-111.4223
2014-06-17 00:00:00,950.5826,440.2015,-70.1796
2014-06-16 00:00:00,954.7332,465.827,-23.0792
2014-06-13 00:00:00,951.5537,491.0925,30.6313
2014-06-12 00:00:00,939.6311,515.9695,92.3079
2014-06-11 00:00:00,918.2569,541.0485,163.8401
2014-06-10 00:00:00,882.82,566.0435,249.267
2014-06-09 00:00:00,822.2456,590.9725,359.6994
2014-06-06 00:00:00,655.7896,615.5646,575.3397
2014-06-05 00:00:00,652.1432,612.6856,573.228
2014-06-04 00:00:00,646.937,609.9346,572.9323
2014-06-03 00:00:00,641.3047,607.4141,573.5236
2014-06-02 00:00:00,636.6013,605.5851,574.5689
2014-05-30 00:00:00,633.3861,603.7816,574.1772
2014-05-29 00:00:00,628.5143,601.7056,574.8969
2014-05-28 00:00:00,621.7657,599.4411,577.1165
2014-05-27 00:00:00,617.2926,597.8571,578.4216
2014-05-23 00:00:00,610.9894,596.2801,581.5708
2014-05-22 00:00:00,610.0869,594.1706,578.2544
2014-05-21 00:00:00,610.7106,592.1956,573.6806
2014-05-20 00:00:00,621.9736,588.1176,554.2617
2014-05-19 00:00:00,625.3873,584.4671,543.5468
2014-05-16 00:00:00,626.7057,580.7961,534.8865
2014-05-15 00:00:00,628.3842,577.1676,525.951
2014-05-14 00:00:00,630.4548,573.6771,516.8994
2014-05-13 00:00:00,630.7537,569.8816,509.0094
2014-05-12 00:00:00,629.5555,566.2776,502.9996
2014-05-09 00:00:00,627.7707,562.6166,497.4625
2014-05-08 00:00:00,625.9044,559.5134,493.1225
2014-05-07 00:00:00,622.8324,556.6299,490.4275
2014-05-06 00:00:00,618.7653,553.1854,487.6056
2014-05-05 00:00:00,613.5689,549.6384,485.708
2014-05-02 00:00:00,605.9813,546.1814,486.3816
2014-05-01 00:00:00,599.4155,543.4919,487.5683
2014-04-30 00:00:00,592.4567,541.0454,489.6342
2014-04-29 00:00:00,584.869,538.6234,492.3779
2014-04-28 00:00:00,574.9793,535.8439,496.7086
2014-04-25 00:00:00,561.627,532.9824,504.3379
2014-04-24 00:00:00,553.8215,531.2584,508.6953
2014-04-23 00:00:00,545.6439,529.8589,514.074
2014-04-22 00:00:00,547.7717,530.8709,513.9702
2014-04-21 00:00:00,548.5307,531.2455,513.9603
2014-04-17 00:00:00,548.6301,531.3305,514.0309
2014-04-16 00:00:00,548.6168,531.5185,514.4202
2014-04-15 00:00:00,548.2422,532.131,516.0197
2014-04-14 00:00:00,547.558,532.803,518.048
2014-04-11 00:00:00,547.2003,533.056,518.9117
2014-04-10 00:00:00,546.6382,533.31,519.9818
2014-04-09 00:00:00,546.2866,533.6685,521.0504
2014-04-08 00:00:00,546.5651,533.983,521.4009
2014-04-07 00:00:00,546.2502,534.6155,522.9808
2014-04-04 00:00:00,545.6039,534.988,524.3721
2014-04-03 00:00:00,545.6339,534.919,524.2041
2014-04-02 00:00:00,545.2241,534.517,523.8099
2014-04-01 00:00:00,544.0885,534.0075,523.9265
2014-03-31 00:00:00,542.9946,533.487,523.9794
2014-03-28 00:00:00,542.735,533.038,523.341
2014-03-27 00:00:00,542.4681,532.507,522.5459
2014-03-26 00:00:00,541.9189,532.0175,522.1161
2014-03-25 00:00:00,542.0308,530.896,519.7612
2014-03-24 00:00:00,539.4764,529.7495,520.0226
2014-03-21 00:00:00,537.9082,529.1675,520.4268
2014-03-20 00:00:00,537.5128,528.7865,520.0602
2014-03-19 00:00:00,537.6955,528.909,520.1225
2014-03-18 00:00:00,538.7036,529.2145,519.7254
2014-03-17 00:00:00,541.9124,529.944,517.9756
2014-03-14 00:00:00,544.1358,530.8065,517.4772
2014-03-13 00:00:00,546.0558,531.7935,517.5312
2014-03-12 00:00:00,546.4194,532.057,517.6946
2014-03-11 00:00:00,546.3484,532.0245,517.7006
2014-03-10 00:00:00,545.9246,531.6695,517.4144
2014-03-07 00:00:00,546.2924,531.1075,515.9226
2014-03-06 00:00:00,547.4287,530.211,512.9933
2014-03-05 00:00:00,548.1496,529.303,510.4564
2014-03-04 00:00:00,548.9073,528.1245,507.3417
2014-03-03 00:00:00,550.3584,526.639,502.9196
2014-02-28 00:00:00,551.5601,525.281,499.0019
2014-02-27 00:00:00,552.4791,523.9581,495.4371
2014-02-26 00:00:00,552.7976,522.6121,492.4266
