date,ULTOSC
2002-10-09 00:00:00,42.424
2002-10-10 00:00:00,43.3221
2002-10-11 00:00:00,47.7509
2002-10-14 00:00:00,49.2943
2002-10-15 00:00:00,54.7962
2002-10-16 00:00:00,53.5181
2002-10-17 00:00:00,49.881
2002-10-18 00:00:00,53.7878
2002-10-21 00:00:00,54.6081
2002-10-22 00:00:00,57.0338
2002-10-23 00:00:00,59.0756
2002-10-24 00:00:00,53.5926
2002-10-25 00:00:00,64.6357
2002-10-28 00:00:00,66.272
2002-10-29 00:00:00,63.0373
2002-10-30 00:00:00,60.0064
2002-10-31 00:00:00,56.6881
2002-11-01 00:00:00,57.3011
2002-11-04 00:00:00,58.7008
2002-11-05 00:00:00,59.077
2002-11-06 00:00:00,62.5209
2002-11-07 00:00:00,53.7481
2002-11-08 00:00:00,51.8969
2002-11-11 00:00:00,48.162
2002-11-12 00:00:00,46.8641
2002-11-13 00:00:00,45.9513
2002-11-14 00:00:00,46.799
2002-11-15 00:00:00,43.6231
2002-11-18 00:00:00,45.2878
2002-11-19 00:00:00,43.6061
2002-11-20 00:00:00,48.3474
2002-11-21 00:00:00,52.8795
2002-11-22 00:00:00,52.1143
2002-11-25 00:00:00,48.5378
2002-11-26 00:00:00,45.6593
2002-11-27 00:00:00,51.1166
2002-11-29 00:00:00,49.9254
2002-12-02 00:00:00,43.8875
2002-12-03 00:00:00,36.166
2002-12-04 00:00:00,41.1324
2002-12-05 00:00:00,36.268
2002-12-06 00:00:00,41.0832
2002-12-09 00:00:00,39.0794
2002-12-10 00:00:00,45.3259
2002-12-11 00:00:00,54.7332
2002-12-12 00:00:00,51.9945
2002-12-13 00:00:00,48.0715
2002-12-16 00:00:00,50.3747
2002-12-17 00:00:00,52.7481
2002-12-18 00:00:00,49.1069
2002-12-19 00:00:00,41.0434
2002-12-20 00:00:00,39.8331
2002-12-23 00:00:00,43.8413
2002-12-24 00:00:00,44.1734
2002-12-26 00:00:00,41.8478
2002-12-27 00:00:00,35.9505
2002-12-30 00:00:00,40.7388
2002-12-31 00:00:00,49.0181
2003-01-02 00:00:00,53.2242
2003-01-03 00:00:00,53.7502
