date,SMA
2002-01-10 00:00:00,21.8005
2002-01-11 00:00:00,21.7785
2002-01-14 00:00:00,21.786
2002-01-15 00:00:00,21.8515
2002-01-16 00:00:00,21.8595
2002-01-17 00:00:00,21.933
2002-01-18 00:00:00,21.9605
2002-01-22 00:00:00,22.018
2002-01-23 00:00:00,22.119
2002-01-24 00:00:00,22.2115
2002-01-25 00:00:00,22.2995
2002-01-28 00:00:00,22.3595
2002-01-29 00:00:00,22.3915
2002-01-30 00:00:00,22.501
2002-01-31 00:00:00,22.572
2002-02-01 00:00:00,22.6135
2002-02-04 00:00:00,22.6965
2002-02-05 00:00:00,22.824
2002-02-06 00:00:00,22.927
2002-02-07 00:00:00,23.0595
2002-02-08 00:00:00,23.1995
2002-02-11 00:00:00,23.396
2002-02-12 00:00:00,23.574
2002-02-13 00:00:00,23.7395
2002-02-14 00:00:00,23.9305
2002-02-15 00:00:00,24.0015
2002-02-19 00:00:00,24.024
2002-02-20 00:00:00,24.0895
2002-02-21 00:00:00,24.0135
2002-02-22 00:00:00,23.99
2002-02-25 00:00:00,24.018
2002-02-26 00:00:00,24.038
2002-02-27 00:00:00,23.9825
2002-02-28 00:00:00,23.863
2002-03-01 00:00:00,23.7995
2002-03-04 00:00:00,23.7935
2002-03-05 00:00:00,23.7025
2002-03-06 00:00:00,23.6335
2002-03-07 00:00:00,23.619
2002-03-08 00:00:00,23.637
2002-03-11 00:00:00,23.6885
2002-03-12 00:00:00,23.6755
2002-03-13 00:00:00,23.6645
2002-03-14 00:00:00,23.6355
2002-03-15 00:00:00,23.653
2002-03-18 00:00:00,23.695
2002-03-19 00:00:00,23.8065
2002-03-20 00:00:00,23.896
2002-03-21 00:00:00,24.0345
2002-03-22 00:00:00,24.102
2002-03-25 00:00:00,24.079
2002-03-26 00:00:00,24.0685
2002-03-27 00:00:00,24.144
2002-03-28 00:00:00,24.2425
2002-04-01 00:00:00,24.293
2002-04-02 00:00:00,24.282
2002-04-03 00:00:00,24.293
2002-04-04 00:00:00,24.3345
2002-04-05 00:00:00,24.3525
2002-04-08 00:00:00,24.3475
2002-04-09 00:00:00,24.2995
2002-04-10 00:00:00,24.2965
2002-04-11 00:00:00,24.315
2002-04-12 00:00:00,24.3465
2002-04-15 00:00:00,24.349
2002-04-16 00:00:00,24.399
2002-04-17 00:00:00,24.462
2002-04-18 00:00:00,24.4865
2002-04-19 00:00:00,24.522
2002-04-22 00:00:00,24.544
2002-04-23 00:00:00,24.589
2002-04-24 00:00:00,24.6045
2002-04-25 00:00:00,24.637
2002-04-26 00:00:00,24.604
2002-04-29 00:00:00,24.579
2002-04-30 00:00:00,24.589
2002-05-01 00:00:00,24.6005
2002-05-02 00:00:00,24.54
2002-05-03 00:00:00,24.4785
2002-05-06 00:00:00,24.383
2002-05-07 00:00:00,24.3015
2002-05-08 00:00:00,24.287
2002-05-09 00:00:00,24.2535
2002-05-10 00:00:00,24.1665
2002-05-13 00:00:00,24.1135
2002-05-14 00:00:00,24.107
2002-05-15 00:00:00,24.0655
2002-05-16 00:00:00,24.0555
2002-05-17 00:00:00,24.057
2002-05-20 00:00:00,24.0675
2002-05-21 00:00:00,24.028
2002-05-22 00:00:00,24.0555
2002-05-23 00:00:00,24.1085
2002-05-24 00:00:00,24.1655
2002-05-28 00:00:00,24.1665
2002-05-29 00:00:00,24.152
2002-05-30 00:00:00,24.163
2002-05-31 00:00:00,24.1435
2002-06-03 00:00:00,24.1135
2002-06-04 00:00:00,24.12
2002-06-05 00:00:00,24.1325
2002-06-06 00:00:00,24.022
2002-06-07 00:00:00,23.8825
2002-06-10 00:00:00,23.7905
2002-06-11 00:00:00,23.6165
2002-06-12 00:00:00,23.3405
2002-06-13 00:00:00,23.0535
2002-06-14 00:00:00,22.798
2002-06-17 00:00:00,22.5745
2002-06-18 00:00:00,22.345
2002-06-19 00:00:00,22.028
2002-06-20 00:00:00,21.6675
2002-06-21 00:00:00,21.251
2002-06-24 00:00:00,20.907
2002-06-25 00:00:00,20.565
2002-06-26 00:00:00,20.1935
2002-06-27 00:00:00,19.8365
2002-06-28 00:00:00,19.5575
2002-07-01 00:00:00,19.265
2002-07-02 00:00:00,18.973
2002-07-03 00:00:00,18.7145
2002-07-05 00:00:00,18.5435
2002-07-08 00:00:00,18.374
2002-07-09 00:00:00,18.1765
2002-07-10 00:00:00,18.0195
2002-07-11 00:00:00,17.93
2002-07-12 00:00:00,17.828
2002-07-15 00:00:00,17.7345
2002-07-16 00:00:00,17.6005
2002-07-17 00:00:00,17.3745
2002-07-18 00:00:00,17.268
2002-07-19 00:00:00,17.1605
2002-07-22 00:00:00,17.064
2002-07-23 00:00:00,16.924
2002-07-24 00:00:00,16.827
2002-07-25 00:00:00,16.7175
2002-07-26 00:00:00,16.5815
2002-07-29 00:00:00,16.4465
2002-07-30 00:00:00,16.365
2002-07-31 00:00:00,16.281
2002-08-01 00:00:00,16.1435
2002-08-02 00:00:00,15.929
2002-08-05 00:00:00,15.728
2002-08-06 00:00:00,15.5885
2002-08-07 00:00:00,15.474
2002-08-08 00:00:00,15.324
2002-08-09 00:00:00,15.199
2002-08-12 00:00:00,15.037
2002-08-13 00:00:00,14.8735
2002-08-14 00:00:00,14.8505
2002-08-15 00:00:00,14.8815
2002-08-16 00:00:00,14.924
2002-08-19 00:00:00,14.977
2002-08-20 00:00:00,15.049
2002-08-21 00:00:00,15.095
2002-08-22 00:00:00,15.1755
2002-08-23 00:00:00,15.245
2002-08-26 00:00:00,15.2705
2002-08-27 00:00:00,15.2415
2002-08-28 00:00:00,15.2135
2002-08-29 00:00:00,15.2085
2002-08-30 00:00:00,15.2235
2002-09-03 00:00:00,15.2265
2002-09-04 00:00:00,15.2135
2002-09-05 00:00:00,15.171
2002-09-06 00:00:00,15.125
2002-09-09 00:00:00,15.0935
2002-09-10 00:00:00,15.0605
2002-09-11 00:00:00,15.0455
2002-09-12 00:00:00,14.994
2002-09-13 00:00:00,14.922
2002-09-16 00:00:00,14.8565
2002-09-17 00:00:00,14.7975
2002-09-18 00:00:00,14.753
2002-09-19 00:00:00,14.676
2002-09-20 00:00:00,14.621
2002-09-23 00:00:00,14.577
2002-09-24 00:00:00,14.5325
2002-09-25 00:00:00,14.5365
2002-09-26 00:00:00,14.5365
2002-09-27 00:00:00,14.5375
2002-09-30 00:00:00,14.525
2002-10-01 00:00:00,14.548
2002-10-02 00:00:00,14.5325
2002-10-03 00:00:00,14.5385
2002-10-04 00:00:00,14.521
2002-10-07 00:00:00,14.491
2002-10-08 00:00:00,14.459
2002-10-09 00:00:00,14.4245
2002-10-10 00:00:00,14.4235
2002-10-11 00:00:00,14.4405
2002-10-14 00:00:00,14.454
2002-10-15 00:00:00,14.472
2002-10-16 00:00:00,14.449
2002-10-17 00:00:00,14.4255
2002-10-18 00:00:00,14.399
2002-10-21 00:00:00,14.3845
2002-10-22 00:00:00,14.3875
2002-10-23 00:00:00,14.385
2002-10-24 00:00:00,14.3845
2002-10-25 00:00:00,14.4195
2002-10-28 00:00:00,14.475
2002-10-29 00:00:00,14.5215
2002-10-30 00:00:00,14.612
2002-10-31 00:00:00,14.7005
2002-11-01 00:00:00,14.817
2002-11-04 00:00:00,14.973
2002-11-05 00:00:00,15.1335
2002-11-06 00:00:00,15.3145
2002-11-07 00:00:00,15.4085
2002-11-08 00:00:00,15.475
2002-11-11 00:00:00,15.4945
2002-11-12 00:00:00,15.5185
2002-11-13 00:00:00,15.57
2002-11-14 00:00:00,15.6795
2002-11-15 00:00:00,15.76
2002-11-18 00:00:00,15.8145
2002-11-19 00:00:00,15.843
2002-11-20 00:00:00,15.8755
2002-11-21 00:00:00,15.9585
2002-11-22 00:00:00,15.988
2002-11-25 00:00:00,16.006
2002-11-26 00:00:00,16.0045
2002-11-27 00:00:00,15.9915
2002-11-29 00:00:00,15.963
2002-12-02 00:00:00,15.904
2002-12-03 00:00:00,15.8175
2002-12-04 00:00:00,15.721
2002-12-05 00:00:00,15.5915
2002-12-06 00:00:00,15.539
2002-12-09 00:00:00,15.4845
2002-12-10 00:00:00,15.4905
2002-12-11 00:00:00,15.483
2002-12-12 00:00:00,15.463
2002-12-13 00:00:00,15.3875
2002-12-16 00:00:00,15.3325
2002-12-17 00:00:00,15.304
2002-12-18 00:00:00,15.269
2002-12-19 00:00:00,15.2025
2002-12-20 00:00:00,15.092
2002-12-23 00:00:00,15.016
2002-12-24 00:00:00,14.9355
2002-12-26 00:00:00,14.885
2002-12-27 00:00:00,14.802
2002-12-30 00:00:00,14.7305
2002-12-31 00:00:00,14.688
2003-01-02 00:00:00,14.67
2003-01-03 00:00:00,14.6665
2003-01-06 00:00:00,14.68
2003-01-07 00:00:00,14.675
2003-01-08 00:00:00,14.665
2003-01-09 00:00:00,14.635
2003-01-10 00:00:00,14.5965
2003-01-13 00:00:00,14.5685
2003-01-14 00:00:00,14.5595
2003-01-15 00:00:00,14.5385
2003-01-16 00:00:00,14.5155
2003-01-17 00:00:00,14.492
2003-01-21 00:00:00,14.483
2003-01-22 00:00:00,14.47
2003-01-23 00:00:00,14.454
2003-01-24 00:00:00,14.426
2003-01-27 00:00:00,14.4125
2003-01-28 00:00:00,14.4385
2003-01-29 00:00:00,14.464
2003-01-30 00:00:00,14.4635
2003-01-31 00:00:00,14.4415
2003-02-03 00:00:00,14.4295
2003-02-04 00:00:00,14.4145
2003-02-05 00:00:00,14.3945
2003-02-06 00:00:00,14.3885
2003-02-07 00:00:00,14.362
2003-02-10 00:00:00,14.3435
2003-02-11 00:00:00,14.3295
2003-02-12 00:00:00,14.3185
2003-02-13 00:00:00,14.324
2003-02-14 00:00:00,14.3265
2003-02-18 00:00:00,14.385
2003-02-19 00:00:00,14.4265
2003-02-20 00:00:00,14.471
2003-02-21 00:00:00,14.5125
2003-02-24 00:00:00,14.5595
2003-02-25 00:00:00,14.604
2003-02-26 00:00:00,14.6
2003-02-27 00:00:00,14.614
2003-02-28 00:00:00,14.6485
2003-03-03 00:00:00,14.663
2003-03-04 00:00:00,14.658
2003-03-05 00:00:00,14.659
2003-03-06 00:00:00,14.6645
2003-03-07 00:00:00,14.6695
2003-03-10 00:00:00,14.6805
2003-03-11 00:00:00,14.6745
2003-03-12 00:00:00,14.668
2003-03-13 00:00:00,14.6845
2003-03-14 00:00:00,14.6965
2003-03-17 00:00:00,14.7135
2003-03-18 00:00:00,14.7
2003-03-19 00:00:00,14.705
2003-03-20 00:00:00,14.712
2003-03-21 00:00:00,14.712
2003-03-24 00:00:00,14.6935
2003-03-25 00:00:00,14.67
2003-03-26 00:00:00,14.6655
2003-03-27 00:00:00,14.647
2003-03-28 00:00:00,14.625
2003-03-31 00:00:00,14.5995
2003-04-01 00:00:00,14.5795
2003-04-02 00:00:00,14.5785
2003-04-03 00:00:00,14.5735
2003-04-04 00:00:00,14.5675
2003-04-07 00:00:00,14.5735
2003-04-08 00:00:00,14.5845
2003-04-09 00:00:00,14.583
2003-04-10 00:00:00,14.5655
2003-04-11 00:00:00,14.4865
2003-04-14 00:00:00,14.415
2003-04-15 00:00:00,14.3345
2003-04-16 00:00:00,14.249
2003-04-17 00:00:00,14.1595
2003-04-21 00:00:00,14.0665
2003-04-22 00:00:00,14.0235
2003-04-23 00:00:00,13.975
2003-04-24 00:00:00,13.9265
2003-04-25 00:00:00,13.8695
2003-04-28 00:00:00,13.834
2003-04-29 00:00:00,13.83
2003-04-30 00:00:00,13.833
2003-05-01 00:00:00,13.821
