date,SlowK,SlowD
2019-08-30 00:00:00,60.739,45.5599
2019-08-29 00:00:00,43.2402,33.8237
2019-08-28 00:00:00,32.7007,34.3469
2019-08-27 00:00:00,25.5303,44.1513
2019-08-26 00:00:00,44.8098,63.6721
2019-08-23 00:00:00,62.1138,76.8122
2019-08-22 00:00:00,84.0926,80.1629
2019-08-21 00:00:00,84.2302,69.72
2019-08-20 00:00:00,72.1658,53.2249
2019-08-19 00:00:00,52.7641,43.6528
2019-08-16 00:00:00,34.7447,45.9535
2019-08-15 00:00:00,43.4495,59.7152
2019-08-14 00:00:00,59.6664,70.0912
2019-08-13 00:00:00,76.0297,70.2608
2019-08-12 00:00:00,74.5774,58.1481
2019-08-09 00:00:00,60.1754,38.1085
2019-08-08 00:00:00,39.6917,21.3945
2019-08-07 00:00:00,14.4585,11.0837
2019-08-06 00:00:00,10.0333,13.6796
2019-08-05 00:00:00,8.7592,22.2309
2019-08-02 00:00:00,22.2463,38.3087
2019-08-01 00:00:00,35.6871,52.6
2019-07-31 00:00:00,56.9928,64.1114
2019-07-30 00:00:00,65.1203,70.4635
2019-07-29 00:00:00,70.2213,77.6006
2019-07-26 00:00:00,76.049,86.5998
2019-07-25 00:00:00,86.5315,83.9481
2019-07-24 00:00:00,97.2189,76.6422
2019-07-23 00:00:00,68.0938,58.8269
2019-07-22 00:00:00,64.6138,57.2822
2019-07-19 00:00:00,43.7731,57.1376
2019-07-18 00:00:00,63.4597,68.8843
2019-07-17 00:00:00,64.1799,72.4531
2019-07-16 00:00:00,79.0132,73.7389
2019-07-15 00:00:00,74.1664,65.7087
2019-07-12 00:00:00,68.0371,56.4122
2019-07-11 00:00:00,54.9225,51.0644
2019-07-10 00:00:00,46.2769,56.3655
2019-07-09 00:00:00,51.9938,70.3491
2019-07-08 00:00:00,70.8258,80.0526
2019-07-05 00:00:00,88.2278,77.1403
2019-07-03 00:00:00,81.1041,67.8179
2019-07-02 00:00:00,62.0888,62.1012
2019-07-01 00:00:00,60.2608,58.6292
2019-06-28 00:00:00,63.9539,54.5323
2019-06-27 00:00:00,51.6729,48.8743
2019-06-26 00:00:00,47.9702,56.6222
2019-06-25 00:00:00,46.9799,67.3848
2019-06-24 00:00:00,74.9165,79.0807
2019-06-21 00:00:00,80.2579,77.7389
2019-06-20 00:00:00,82.0677,70.3745
2019-06-19 00:00:00,70.8911,61.7914
2019-06-18 00:00:00,58.1646,60.4469
2019-06-17 00:00:00,56.3186,69.3884
2019-06-14 00:00:00,66.8574,80.1204
2019-06-13 00:00:00,84.9893,87.8829
2019-06-12 00:00:00,88.5144,90.3085
2019-06-11 00:00:00,90.145,91.1966
2019-06-10 00:00:00,92.2661,92.2287
2019-06-07 00:00:00,91.1786,84.8876
2019-06-06 00:00:00,93.2413,68.7716
2019-06-05 00:00:00,70.243,45.2399
2019-06-04 00:00:00,42.8306,27.6912
2019-06-03 00:00:00,22.6462,19.6136
2019-05-31 00:00:00,17.5968,15.3668
2019-05-30 00:00:00,18.5977,12.7943
2019-05-29 00:00:00,9.9058,11.7064
2019-05-28 00:00:00,9.8794,18.0103
2019-05-24 00:00:00,15.3339,25.3115
2019-05-23 00:00:00,28.8177,35.6226
2019-05-22 00:00:00,31.7831,40.7004
2019-05-21 00:00:00,46.2669,46.9928
2019-05-20 00:00:00,44.0511,44.2237
2019-05-17 00:00:00,50.6604,38.4703
2019-05-16 00:00:00,37.9594,28.8011
2019-05-15 00:00:00,26.791,23.4668
2019-05-14 00:00:00,21.6527,22.5071
2019-05-13 00:00:00,21.9568,21.772
2019-05-10 00:00:00,23.9119,24.3905
2019-05-09 00:00:00,19.4474,33.0768
2019-05-08 00:00:00,29.812,48.5765
2019-05-07 00:00:00,49.9711,62.0205
2019-05-06 00:00:00,65.9465,61.9253
2019-05-03 00:00:00,70.144,53.9689
2019-05-02 00:00:00,49.6854,40.5961
2019-05-01 00:00:00,42.0773,37.5132
2019-04-30 00:00:00,30.0255,42.2414
2019-04-29 00:00:00,40.4368,57.963
2019-04-26 00:00:00,56.2619,75.3476
2019-04-25 00:00:00,77.1903,88.5373
2019-04-24 00:00:00,92.5906,94.69
2019-04-23 00:00:00,95.8311,91.8015
2019-04-22 00:00:00,95.6482,82.1811
2019-04-18 00:00:00,83.9252,66.3492
2019-04-17 00:00:00,66.97,52.7278
2019-04-16 00:00:00,48.1523,48.2641
2019-04-15 00:00:00,43.0613,52.8994
2019-04-12 00:00:00,53.5786,65.3365
2019-04-11 00:00:00,62.0584,76.6921
2019-04-10 00:00:00,80.3724,87.9462
2019-04-09 00:00:00,87.6455,91.8284
2019-04-08 00:00:00,95.8206,92.7956
2019-04-05 00:00:00,92.0191,89.9507
2019-04-04 00:00:00,90.5472,85.8752
2019-04-03 00:00:00,87.286,75.306
2019-04-02 00:00:00,79.7924,60.2051
2019-04-01 00:00:00,58.8396,42.2863
2019-03-29 00:00:00,41.9832,31.281
2019-03-28 00:00:00,26.0361,28.0159
2019-03-27 00:00:00,25.8236,38.2103
2019-03-26 00:00:00,32.1881,54.0163
2019-03-25 00:00:00,56.6192,70.0064
2019-03-22 00:00:00,73.2415,78.4914
2019-03-21 00:00:00,80.1586,82.4459
2019-03-20 00:00:00,82.0743,87.2001
2019-03-19 00:00:00,85.1049,90.4913
2019-03-18 00:00:00,94.4212,92.4097
2019-03-15 00:00:00,91.9479,91.2502
2019-03-14 00:00:00,90.8601,85.6767
2019-03-13 00:00:00,90.9426,71.7704
2019-03-12 00:00:00,75.2276,50.7062
2019-03-11 00:00:00,49.1411,36.4851
2019-03-08 00:00:00,27.7498,36.9344
2019-03-07 00:00:00,32.5643,48.714
2019-03-06 00:00:00,50.4891,57.0715
2019-03-05 00:00:00,63.0886,61.6646
2019-03-04 00:00:00,57.6366,62.1705
2019-03-01 00:00:00,64.2684,68.3687
2019-02-28 00:00:00,64.6065,73.3357
2019-02-27 00:00:00,76.2311,74.8886
2019-02-26 00:00:00,79.1694,71.7849
2019-02-25 00:00:00,69.2653,63.1616
2019-02-22 00:00:00,66.92,57.1267
2019-02-21 00:00:00,53.2995,50.9138
2019-02-20 00:00:00,51.1606,47.2281
2019-02-19 00:00:00,48.2812,44.0691
2019-02-15 00:00:00,42.2426,36.9259
2019-02-14 00:00:00,41.6834,32.4481
2019-02-13 00:00:00,26.8518,30.0929
2019-02-12 00:00:00,28.8092,40.8809
2019-02-11 00:00:00,34.6177,57.259
2019-02-08 00:00:00,59.2158,76.781
2019-02-07 00:00:00,77.9435,87.6495
2019-02-06 00:00:00,93.1837,91.0946
2019-02-05 00:00:00,91.8214,89.0222
2019-02-04 00:00:00,88.2788,83.2385
2019-02-01 00:00:00,86.9664,77.3277
2019-01-31 00:00:00,74.4704,71.909
2019-01-30 00:00:00,70.5464,67.3041
2019-01-29 00:00:00,70.7102,60.0496
2019-01-28 00:00:00,60.6555,46.8807
2019-01-25 00:00:00,48.7831,45.0166
2019-01-24 00:00:00,31.2035,51.86
2019-01-23 00:00:00,55.0631,69.4942
2019-01-22 00:00:00,69.3133,77.4802
2019-01-18 00:00:00,84.1062,74.7109
2019-01-17 00:00:00,79.0212,65.6949
2019-01-16 00:00:00,61.0054,60.673
2019-01-15 00:00:00,57.0581,68.9494
2019-01-14 00:00:00,63.9554,76.0843
2019-01-11 00:00:00,85.8347,74.3604
2019-01-10 00:00:00,78.4629,59.3208
2019-01-09 00:00:00,58.7837,41.0902
2019-01-08 00:00:00,40.7159,35.4692
2019-01-07 00:00:00,23.7711,41.5657
2019-01-04 00:00:00,41.9207,62.1672
