date,QUADRATURE,PHASE
2005-03-28 00:00:00,0.4961,2.4174
2005-03-24 00:00:00,1.6272,1.94
2005-03-23 00:00:00,2.2363,1.4729
2005-03-22 00:00:00,3.4961,0.913
2005-03-21 00:00:00,4.729,-0.2284
2005-03-18 00:00:00,5.4417,-1.6209
2005-03-17 00:00:00,4.9029,-3.2665
2005-03-16 00:00:00,5.1736,-4.1174
2005-03-15 00:00:00,9.3689,-4.3843
2005-03-14 00:00:00,28.1336,-5.4253
2005-03-11 00:00:00,59.281,-15.6101
2005-03-10 00:00:00,60.425,-32.4679
2005-03-09 00:00:00,45.2936,-46.0184
2005-03-08 00:00:00,-14.0752,-61.5186
2005-03-07 00:00:00,-88.2178,-38.2827
2005-03-04 00:00:00,-65.1955,-6.2669
2005-03-03 00:00:00,-25.038,-3.3386
2005-03-02 00:00:00,-15.1337,-1.4684
2005-03-01 00:00:00,-11.0964,-1.8973
2005-02-28 00:00:00,-21.0951,1.9291
2005-02-25 00:00:00,-20.265,7.2292
2005-02-24 00:00:00,-6.2229,11.2889
2005-02-23 00:00:00,8.3702,10.0782
2005-02-22 00:00:00,13.57,6.4552
2005-02-18 00:00:00,12.2703,2.3038
2005-02-17 00:00:00,2.9076,-0.0293
2005-02-16 00:00:00,-2.8305,1.7514
2005-02-15 00:00:00,-1.7397,2.3051
2005-02-14 00:00:00,-3.7786,2.1794
2005-02-11 00:00:00,-8.9161,3.1324
2005-02-10 00:00:00,-10.4462,6.1024
2005-02-09 00:00:00,-2.9758,8.0856
2005-02-08 00:00:00,4.838,7.3893
2005-02-07 00:00:00,9.2753,5.8905
2005-02-04 00:00:00,8.405,3.4174
2005-02-03 00:00:00,3.7653,2.5567
2005-02-02 00:00:00,2.8676,2.3957
2005-02-01 00:00:00,3.0878,1.6506
2005-01-31 00:00:00,1.2049,0.7253
2005-01-28 00:00:00,-0.9846,0.7948
2005-01-27 00:00:00,-3.1433,1.1963
2005-01-26 00:00:00,-3.3277,2.7504
2005-01-25 00:00:00,-0.1727,3.6183
2005-01-24 00:00:00,2.8174,3.1575
2005-01-21 00:00:00,4.4976,1.2826
2005-01-20 00:00:00,0.3663,-0.8051
2005-01-19 00:00:00,-5.3191,1.0834
2005-01-18 00:00:00,-1.9761,4.1187
2005-01-14 00:00:00,3.3962,2.9671
2005-01-13 00:00:00,3.0218,0.9794
2005-01-12 00:00:00,2.3418,0.4006
2005-01-11 00:00:00,1.2151,-0.6011
2005-01-10 00:00:00,-1.2155,-0.352
2005-01-07 00:00:00,-1.1576,0.5607
2005-01-06 00:00:00,-0.2473,0.7468
2005-01-05 00:00:00,0.7026,0.709
2005-01-04 00:00:00,1.3141,0.1532
2005-01-03 00:00:00,1.395,-0.1439
2004-12-31 00:00:00,1.863,-0.5844
2004-12-30 00:00:00,1.8115,-1.3405
2004-12-29 00:00:00,0.4057,-2.1927
2004-12-28 00:00:00,-3.2306,-1.8819
2004-12-27 00:00:00,-3.9329,0.3107
2004-12-23 00:00:00,-1.6848,0.9862
2004-12-22 00:00:00,-1.2677,1.1081
2004-12-21 00:00:00,-0.3924,1.5813
2004-12-20 00:00:00,1.6438,1.5404
2004-12-17 00:00:00,3.221,0.8642
2004-12-16 00:00:00,5.7888,-0.3618
2004-12-15 00:00:00,4.3296,-2.5649
2004-12-14 00:00:00,1.6698,-2.4151
2004-12-13 00:00:00,2.3941,-3.6838
2004-12-10 00:00:00,-8.6886,-4.7877
2004-12-09 00:00:00,-16.568,0.4769
2004-12-08 00:00:00,-16.0687,3.7526
2004-12-07 00:00:00,-15.7403,7.9606
2004-12-06 00:00:00,-6.8076,10.4516
2004-12-03 00:00:00,1.0306,10.2658
2004-12-02 00:00:00,4.3908,9.5466
2004-12-01 00:00:00,10.7344,8.9354
2004-11-30 00:00:00,16.5578,5.5328
2004-11-29 00:00:00,10.5478,1.2471
2004-11-26 00:00:00,4.4811,0.5847
2004-11-24 00:00:00,1.6974,-0.2801
2004-11-23 00:00:00,-1.634,0.215
2004-11-22 00:00:00,-1.1871,0.8741
2004-11-19 00:00:00,0.1321,1.0818
2004-11-18 00:00:00,1.4739,0.7778
2004-11-17 00:00:00,1.3004,0.0158
2004-11-16 00:00:00,-1.3109,-0.2165
2004-11-15 00:00:00,-2.7235,0.7124
2004-11-12 00:00:00,-3.0958,1.4188
2004-11-11 00:00:00,-3.0432,2.5716
2004-11-10 00:00:00,-1.1202,3.1015
2004-11-09 00:00:00,-1.0634,2.8315
2004-11-08 00:00:00,-1.7667,3.4938
2004-11-05 00:00:00,-0.1172,4.2703
2004-11-04 00:00:00,3.0925,3.9664
2004-11-03 00:00:00,4.3609,2.1974
2004-11-02 00:00:00,2.7326,0.8239
2004-11-01 00:00:00,0.1306,0.2869
2004-10-29 00:00:00,-3.028,0.7621
2004-10-28 00:00:00,-5.4326,1.9568
2004-10-27 00:00:00,-8.8302,3.675
2004-10-26 00:00:00,-7.6051,7.2011
2004-10-25 00:00:00,-1.2339,8.9569
2004-10-22 00:00:00,6.3947,8.3414
2004-10-21 00:00:00,13.3615,5.1622
2004-10-20 00:00:00,11.8455,0.6753
2004-10-19 00:00:00,4.0299,-0.8893
2004-10-18 00:00:00,-0.1757,-0.9363
2004-10-15 00:00:00,-3.247,-0.1889
2004-10-14 00:00:00,-3.2058,1.3351
2004-10-13 00:00:00,0.0163,1.7358
2004-10-12 00:00:00,0.7691,0.9708
2004-10-11 00:00:00,-0.3745,0.9188
2004-10-08 00:00:00,-0.7928,1.1805
2004-10-07 00:00:00,-0.3713,1.576
2004-10-06 00:00:00,1.2326,1.5643
2004-10-05 00:00:00,2.4517,0.9232
2004-10-04 00:00:00,1.6064,0.138
2004-10-01 00:00:00,0.0962,-0.0646
2004-09-30 00:00:00,-2.4009,-0.0925
2004-09-29 00:00:00,-5.263,1.0978
2004-09-28 00:00:00,-2.6482,2.5821
2004-09-27 00:00:00,1.1609,2.5468
2004-09-24 00:00:00,3.8187,1.9142
2004-09-23 00:00:00,4.5892,0.4909
2004-09-22 00:00:00,2.2084,-0.3851
2004-09-21 00:00:00,0.0279,-0.4511
2004-09-20 00:00:00,-0.8866,-0.1602
2004-09-17 00:00:00,-1.1883,0.0789
2004-09-16 00:00:00,-1.4723,0.4589
2004-09-15 00:00:00,-0.7263,0.8379
2004-09-14 00:00:00,-0.5287,0.6823
2004-09-13 00:00:00,-1.3912,1.0164
2004-09-10 00:00:00,-0.6203,1.6149
2004-09-09 00:00:00,0.3042,1.3539
2004-09-08 00:00:00,-0.6858,1.0904
2004-09-07 00:00:00,-1.7979,1.602
2004-09-03 00:00:00,-1.004,2.4695
2004-09-02 00:00:00,1.1428,2.5347
2004-09-01 00:00:00,2.2206,1.616
2004-08-31 00:00:00,1.8733,0.7226
2004-08-30 00:00:00,1.22,0.1512
2004-08-27 00:00:00,0.1102,-0.1319
2004-08-26 00:00:00,-0.5242,0.3098
2004-08-25 00:00:00,0.3355,0.5027
2004-08-24 00:00:00,0.4705,0.013
2004-08-23 00:00:00,0.0709,0.0221
2004-08-20 00:00:00,0.1638,-0.0536
2004-08-19 00:00:00,-0.1412,-0.0224
2004-08-18 00:00:00,0.3744,0.2947
2004-08-17 00:00:00,1.7245,-0.1851
2004-08-16 00:00:00,1.1978,-1.2531
2004-08-13 00:00:00,-0.4978,-1.1714
2004-08-12 00:00:00,-0.3991,-0.5994
2004-08-11 00:00:00,-0.0183,-0.7893
2004-08-10 00:00:00,-0.9388,-0.9017
2004-08-09 00:00:00,-2.0735,-0.3073
2004-08-06 00:00:00,-1.7434,0.6596
2004-08-05 00:00:00,-0.4901,0.9996
2004-08-04 00:00:00,0.6738,1.0783
2004-08-03 00:00:00,2.6022,0.5348
2004-08-02 00:00:00,2.0129,-0.8766
2004-07-30 00:00:00,-0.3482,-0.9496
2004-07-29 00:00:00,-1.6973,-0.6548
2004-07-28 00:00:00,-4.0001,0.0235
2004-07-27 00:00:00,-4.2226,1.3986
2004-07-26 00:00:00,-3.5472,2.3357
2004-07-23 00:00:00,0.0369,3.882
2004-07-22 00:00:00,6.3548,2.5099
2004-07-21 00:00:00,6.3428,-0.1756
2004-07-20 00:00:00,3.5808,-1.1854
2004-07-19 00:00:00,1.7302,-1.5596
2004-07-16 00:00:00,1.2663,-1.5638
2004-07-15 00:00:00,0.8032,-2.0909
2004-07-14 00:00:00,-0.3036,-2.0352
2004-07-13 00:00:00,-0.8171,-1.9742
2004-07-12 00:00:00,-1.6819,-1.5719
2004-07-09 00:00:00,-1.2808,-1.0096
2004-07-08 00:00:00,-0.4024,-1.0044
2004-07-07 00:00:00,-1.7025,-1.1358
2004-07-06 00:00:00,-2.7942,-0.176
2004-07-02 00:00:00,-1.7613,0.4963
2004-07-01 00:00:00,-1.5478,0.7676
2004-06-30 00:00:00,-0.5544,1.1002
2004-06-29 00:00:00,-1.398,0.7052
2004-06-28 00:00:00,-2.998,1.672
2004-06-25 00:00:00,-2.2399,2.5474
2004-06-24 00:00:00,0.4448,3.2224
2004-06-23 00:00:00,4.4491,2.2363
2004-06-22 00:00:00,2.3951,0.6633
2004-06-21 00:00:00,-0.4868,0.9048
2004-06-18 00:00:00,-0.3908,1.2512
2004-06-17 00:00:00,-0.3021,1.3642
2004-06-16 00:00:00,0.4986,1.4982
2004-06-15 00:00:00,1.4122,1.0422
2004-06-14 00:00:00,0.8325,0.4821
2004-06-10 00:00:00,0.3765,0.5268
2004-06-09 00:00:00,0.5527,0.3196
2004-06-08 00:00:00,-0.2428,0.0256
2004-06-07 00:00:00,-1.0831,0.3794
2004-06-04 00:00:00,-1.3058,0.8909
2004-06-03 00:00:00,-0.404,1.4842
2004-06-02 00:00:00,1.086,1.2058
2004-06-01 00:00:00,1.2759,0.6294
2004-05-28 00:00:00,1.4004,0.2705
2004-05-27 00:00:00,0.9044,-0.3018
2004-05-26 00:00:00,0.0552,-0.2827
2004-05-25 00:00:00,-0.1334,-0.2928
2004-05-24 00:00:00,-0.8543,-0.207
2004-05-21 00:00:00,-0.9439,0.2857
2004-05-20 00:00:00,-0.5442,0.5163
2004-05-19 00:00:00,0.1208,0.6799
2004-05-18 00:00:00,0.55,0.3097
2004-05-17 00:00:00,-0.0329,0.1899
2004-05-14 00:00:00,-0.044,0.4068
2004-05-13 00:00:00,0.5161,0.3884
2004-05-12 00:00:00,0.8779,0.1054
2004-05-11 00:00:00,1.0764,-0.2749
2004-05-10 00:00:00,0.7219,-0.7219
2004-05-07 00:00:00,0.1923,-0.7633
2004-05-06 00:00:00,0.2025,-0.7758
2004-05-05 00:00:00,-0.0679,-0.9159
2004-05-04 00:00:00,-0.3074,-0.738
2004-05-03 00:00:00,-0.228,-0.61
2004-04-30 00:00:00,-0.0036,-0.5316
2004-04-29 00:00:00,-0.1152,-0.7591
2004-04-28 00:00:00,-1.2005,-0.6898
2004-04-27 00:00:00,-1.8902,-0.0007
2004-04-26 00:00:00,-1.7307,0.8745
2004-04-23 00:00:00,0.1133,1.5918
2004-04-22 00:00:00,2.2772,0.6831
2004-04-21 00:00:00,1.1267,-0.5137
2004-04-20 00:00:00,-0.1973,-0.1795
2004-04-19 00:00:00,0.0738,-0.0713
2004-04-16 00:00:00,-0.2888,-0.2291
2004-04-15 00:00:00,-0.8492,0.0498
2004-04-14 00:00:00,-0.3744,0.5595
2004-04-13 00:00:00,0.4867,0.4164
2004-04-12 00:00:00,0.2714,-0.0426
2004-04-08 00:00:00,-0.8602,-0.1174
2004-04-07 00:00:00,-2.1781,0.5627
2004-04-06 00:00:00,-1.5213,1.6853
2004-04-05 00:00:00,0.1578,1.7861
2004-04-02 00:00:00,1.2512,1.5725
2004-04-01 00:00:00,2.5889,0.8474
2004-03-31 00:00:00,2.0272,-0.2891
2004-03-30 00:00:00,0.5629,-0.385
2004-03-29 00:00:00,1.0224,-0.3044
2004-03-26 00:00:00,1.2299,-0.8213
2004-03-25 00:00:00,0.5307,-1.0358
2004-03-24 00:00:00,0.2731,-1.2507
2004-03-23 00:00:00,-1.7186,-1.3789
2004-03-22 00:00:00,-2.9244,-0.2043
2004-03-19 00:00:00,-2.0316,0.4802
2004-03-18 00:00:00,-2.081,0.9589
2004-03-17 00:00:00,-1.0024,1.6335
2004-03-16 00:00:00,-0.2609,1.494
2004-03-15 00:00:00,-0.258,1.7998
2004-03-12 00:00:00,0.9413,1.8045
2004-03-11 00:00:00,1.116,0.9379
2004-03-10 00:00:00,0.2318,0.6345
2004-03-09 00:00:00,-0.293,0.8165
2004-03-08 00:00:00,-0.0449,1.1571
2004-03-05 00:00:00,0.6956,0.9946
2004-03-04 00:00:00,1.0279,0.5931
2004-03-03 00:00:00,1.3214,0.1611
2004-03-02 00:00:00,1.0707,-0.4373
2004-03-01 00:00:00,0.499,-0.6458
2004-02-27 00:00:00,0.051,-0.7882
2004-02-26 00:00:00,-0.6629,-0.6333
2004-02-25 00:00:00,-0.7351,-0.2766
2004-02-24 00:00:00,-0.9669,-0.2131
2004-02-23 00:00:00,-1.611,0.3155
2004-02-20 00:00:00,-0.9886,1.0122
2004-02-19 00:00:00,0.1904,1.0383
2004-02-18 00:00:00,0.6085,0.7428
2004-02-17 00:00:00,0.6898,0.6103
2004-02-13 00:00:00,1.3451,0.4147
2004-02-12 00:00:00,1.4495,-0.2673
2004-02-11 00:00:00,0.4563,-0.5671
2004-02-10 00:00:00,0.0853,-0.4864
2004-02-09 00:00:00,-0.364,-0.5354
2004-02-06 00:00:00,-0.7472,-0.2889
2004-02-05 00:00:00,-0.8947,-0.1806
2004-02-04 00:00:00,-1.2367,0.2393
2004-02-03 00:00:00,0.0516,0.6885
2004-02-02 00:00:00,2.0124,0.3033
2004-01-30 00:00:00,2.4355,-0.4345
2004-01-29 00:00:00,1.9497,-0.8832
2004-01-28 00:00:00,1.2524,-1.2089
2004-01-27 00:00:00,-0.0707,-1.5377
2004-01-26 00:00:00,-2.638,-1.4007
2004-01-23 00:00:00,-4.4547,-0.1669
2004-01-22 00:00:00,-3.2373,0.9838
2004-01-21 00:00:00,-0.9128,1.2799
2004-01-20 00:00:00,-0.1593,1.093
2004-01-16 00:00:00,-0.3578,1.1999
2004-01-15 00:00:00,0.4321,1.3527
2004-01-14 00:00:00,0.5567,0.9545
2004-01-13 00:00:00,0.3238,0.9798
2004-01-12 00:00:00,0.5561,0.7336
2004-01-09 00:00:00,-0.118,0.537
2004-01-08 00:00:00,-0.5136,0.8227
2004-01-07 00:00:00,-0.1874,1.0152
2004-01-06 00:00:00,0.2855,1.0531
2004-01-05 00:00:00,0.9542,0.8464
2004-01-02 00:00:00,1.2103,0.3612
2003-12-31 00:00:00,0.9902,-0.013
2003-12-30 00:00:00,0.7159,-0.2515
2003-12-29 00:00:00,0.5548,-0.3896
2003-12-26 00:00:00,0.4257,-0.5871
2003-12-24 00:00:00,-0.0562,-0.7233
2003-12-23 00:00:00,-0.4698,-0.608
2003-12-22 00:00:00,-0.8533,-0.3385
2003-12-19 00:00:00,-0.3425,0.1871
2003-12-18 00:00:00,0.9019,-0.0719
2003-12-17 00:00:00,0.4767,-0.6243
2003-12-16 00:00:00,-0.0728,-0.4589
2003-12-15 00:00:00,-0.0691,-0.506
2003-12-12 00:00:00,-0.7743,-0.4628
2003-12-11 00:00:00,-1.2539,-0.1576
2003-12-10 00:00:00,-1.7289,0.2902
2003-12-09 00:00:00,-0.8656,0.9603
2003-12-08 00:00:00,0.5944,0.7722
2003-12-05 00:00:00,0.7389,0.4445
2003-12-04 00:00:00,0.2235,0.3128
2003-12-03 00:00:00,0.5903,0.5496
2003-12-02 00:00:00,2.1496,0.1866
2003-12-01 00:00:00,2.0252,-0.5656
2003-11-28 00:00:00,1.4461,-0.8856
2003-11-26 00:00:00,0.5699,-1.3606
2003-11-25 00:00:00,-0.7658,-1.2321
2003-11-24 00:00:00,-1.065,-0.8215
2003-11-21 00:00:00,-0.9129,-0.3396
2003-11-20 00:00:00,0.2408,-0.0389
2003-11-19 00:00:00,0.9751,-0.6302
2003-11-18 00:00:00,0.1716,-1.0374
2003-11-17 00:00:00,-0.641,-0.8398
2003-11-14 00:00:00,-0.8639,-0.3899
2003-11-13 00:00:00,-0.3182,-0.0752
2003-11-12 00:00:00,0.0947,-0.2175
2003-11-11 00:00:00,-0.0707,-0.2786
2003-11-10 00:00:00,-0.3142,-0.2779
2003-11-07 00:00:00,-0.8265,-0.1471
2003-11-06 00:00:00,-1.0964,0.3606
2003-11-05 00:00:00,-0.0668,0.8407
2003-11-04 00:00:00,1.3377,0.4134
2003-11-03 00:00:00,0.9351,-0.3018
2003-10-31 00:00:00,0.3273,-0.2387
2003-10-30 00:00:00,0.7329,-0.3131
2003-10-29 00:00:00,0.7682,-0.5679
2003-10-28 00:00:00,0.8119,-0.7566
2003-10-27 00:00:00,0.4911,-1.2455
2003-10-24 00:00:00,-1.6129,-1.3791
2003-10-23 00:00:00,-3.1439,-0.1793
2003-10-22 00:00:00,-2.2069,0.9322
2003-10-21 00:00:00,-1.0586,1.2497
2003-10-20 00:00:00,-0.6273,1.3125
2003-10-17 00:00:00,-0.7721,1.3518
2003-10-16 00:00:00,-1.3539,1.6725
2003-10-15 00:00:00,-0.8999,2.3069
2003-10-14 00:00:00,0.8461,2.4728
2003-10-13 00:00:00,2.6979,1.8722
2003-10-10 00:00:00,3.2411,0.7455
2003-10-09 00:00:00,2.1483,-0.0043
2003-10-08 00:00:00,1.4571,-0.1746
2003-10-07 00:00:00,1.6529,-0.3552
2003-10-06 00:00:00,2.3674,-0.7519
2003-10-03 00:00:00,1.6948,-1.6407
2003-10-02 00:00:00,-1.011,-1.8236
2003-10-01 00:00:00,-2.0551,-0.9438
2003-09-30 00:00:00,-1.2476,-0.4317
2003-09-29 00:00:00,-1.2796,-0.2362
2003-09-26 00:00:00,-0.3624,0.3032
2003-09-25 00:00:00,0.6832,-0.0699
2003-09-24 00:00:00,0.1274,-0.3115
2003-09-23 00:00:00,-0.4601,-0.2726
2003-09-22 00:00:00,-0.8281,0.1186
2003-09-19 00:00:00,0.5367,0.4002
2003-09-18 00:00:00,1.4448,-0.2381
2003-09-17 00:00:00,0.2499,-0.5641
2003-09-16 00:00:00,-0.5498,-0.3865
2003-09-15 00:00:00,-0.9923,-0.2533
2003-09-12 00:00:00,-2.0538,0.0336
2003-09-11 00:00:00,-2.4301,0.6998
2003-09-10 00:00:00,-1.4873,1.1666
2003-09-09 00:00:00,-0.5118,1.4459
2003-09-08 00:00:00,0.7408,1.4679
2003-09-05 00:00:00,1.6077,0.9894
2003-09-04 00:00:00,1.1544,0.3487
2003-09-03 00:00:00,0.2428,0.1308
2003-09-02 00:00:00,-0.8407,0.1623
2003-08-29 00:00:00,-1.4907,0.8615
2003-08-28 00:00:00,-0.0153,1.372
2003-08-27 00:00:00,0.8909,0.8398
2003-08-26 00:00:00,0.6974,0.6203
2003-08-25 00:00:00,0.8747,0.3391
2003-08-22 00:00:00,0.1294,0.1135
2003-08-21 00:00:00,0.1414,0.4119
2003-08-20 00:00:00,1.1107,0.213
2003-08-19 00:00:00,1.5073,-0.2143
2003-08-18 00:00:00,1.2762,-0.6426
2003-08-15 00:00:00,0.8358,-0.8763
2003-08-14 00:00:00,0.1782,-1.1542
2003-08-13 00:00:00,-1.5,-1.0567
2003-08-12 00:00:00,-1.5945,-0.0943
2003-08-11 00:00:00,-0.3178,0.0922
2003-08-08 00:00:00,0.2094,0.0231
2003-08-07 00:00:00,0.397,-0.2353
2003-08-06 00:00:00,-0.2453,-0.3986
2003-08-05 00:00:00,-1.02,-0.0748
2003-08-04 00:00:00,-0.6333,0.4476
2003-08-01 00:00:00,0.3878,0.366
2003-07-31 00:00:00,-0.0391,-0.0258
2003-07-30 00:00:00,-0.6804,0.2692
2003-07-29 00:00:00,-0.6268,0.4256
2003-07-28 00:00:00,-0.7902,0.7056
2003-07-25 00:00:00,0.0506,1.0477
2003-07-24 00:00:00,1.213,0.717
2003-07-23 00:00:00,1.0515,0.1026
2003-07-22 00:00:00,0.3755,-0.0522
2003-07-21 00:00:00,0.0425,-0.0696
2003-07-18 00:00:00,-0.4009,-0.0984
2003-07-17 00:00:00,-1.1339,0.124
2003-07-16 00:00:00,-1.1707,0.7695
2003-07-15 00:00:00,0.1412,1.0474
2003-07-14 00:00:00,0.855,0.6001
2003-07-11 00:00:00,0.6513,0.3446
2003-07-10 00:00:00,0.526,0.2084
2003-07-09 00:00:00,0.458,0.0978
2003-07-08 00:00:00,0.2843,-0.0878
2003-07-07 00:00:00,-0.2441,-0.0526
2003-07-03 00:00:00,0.0004,0.139
2003-07-02 00:00:00,-0.0801,-0.1287
2003-07-01 00:00:00,-1.1451,0.025
2003-06-30 00:00:00,-1.4229,0.5523
2003-06-27 00:00:00,-1.3822,0.9912
2003-06-26 00:00:00,-0.4426,1.4598
2003-06-25 00:00:00,0.553,1.2104
2003-06-24 00:00:00,0.6185,1.0199
2003-06-23 00:00:00,0.8544,0.8059
2003-06-20 00:00:00,0.6399,0.6021
2003-06-19 00:00:00,1.0497,0.5882
2003-06-18 00:00:00,1.6301,0.0737
2003-06-17 00:00:00,1.1917,-0.4511
2003-06-16 00:00:00,0.1208,-0.6635
2003-06-13 00:00:00,-0.317,-0.3377
2003-06-12 00:00:00,0.5238,-0.2574
2003-06-11 00:00:00,1.0961,-0.6173
2003-06-10 00:00:00,0.439,-1.0205
2003-06-09 00:00:00,-0.803,-0.9334
2003-06-06 00:00:00,-1.2211,-0.5724
2003-06-05 00:00:00,-1.7345,-0.2611
2003-06-04 00:00:00,-1.4532,0.4898
2003-06-03 00:00:00,0.4127,0.6886
2003-06-02 00:00:00,1.5363,0.2396
2003-05-30 00:00:00,1.7355,-0.2837
2003-05-29 00:00:00,0.983,-0.838
2003-05-28 00:00:00,-0.6969,-0.8996
2003-05-27 00:00:00,-1.8309,-0.3682
2003-05-23 00:00:00,-1.5416,0.208
2003-05-22 00:00:00,-1.458,0.3725
2003-05-21 00:00:00,-1.8782,0.7825
2003-05-20 00:00:00,-2.1841,1.1966
2003-05-19 00:00:00,-2.7539,1.7562
2003-05-16 00:00:00,-2.5951,2.4161
2003-05-15 00:00:00,-1.4758,2.9553
2003-05-14 00:00:00,0.2938,3.3094
2003-05-13 00:00:00,3.0386,2.927
2003-05-12 00:00:00,3.4633,1.5727
2003-05-09 00:00:00,1.6511,0.8454
2003-05-08 00:00:00,0.8085,0.7698
2003-05-07 00:00:00,0.5529,0.623
2003-05-06 00:00:00,0.5194,0.5242
2003-05-05 00:00:00,0.5468,0.2626
2003-05-02 00:00:00,0.1372,0.1217
2003-05-01 00:00:00,-0.0315,0.2371
2003-04-30 00:00:00,0.3229,0.2735
2003-04-29 00:00:00,0.6148,0.032
2003-04-28 00:00:00,0.5221,-0.2098
2003-04-25 00:00:00,0.5171,-0.3421
2003-04-24 00:00:00,0.312,-0.5199
2003-04-23 00:00:00,0.3051,-0.5371
2003-04-22 00:00:00,0.0616,-0.8269
2003-04-21 00:00:00,-0.6726,-0.6233
2003-04-17 00:00:00,-0.512,-0.2294
2003-04-16 00:00:00,-0.3838,-0.201
2003-04-15 00:00:00,-0.3887,0.0116
2003-04-14 00:00:00,-0.0998,0.0709
2003-04-11 00:00:00,-0.0456,0.0758
2003-04-10 00:00:00,0.0938,0.1275
2003-04-09 00:00:00,0.3851,0.0023
2003-04-08 00:00:00,0.1888,-0.2541
2003-04-07 00:00:00,-0.1071,-0.14
2003-04-04 00:00:00,0.1973,-0.0674
2003-04-03 00:00:00,0.2597,-0.2644
2003-04-02 00:00:00,0.1903,-0.3164
2003-04-01 00:00:00,0.0109,-0.4749
2003-03-31 00:00:00,-0.549,-0.3457
2003-03-28 00:00:00,-0.5619,-0.0314
2003-03-27 00:00:00,-0.5119,0.0437
2003-03-26 00:00:00,-0.6717,0.2589
2003-03-25 00:00:00,-0.3307,0.4913
2003-03-24 00:00:00,0.1183,0.5213
2003-03-21 00:00:00,0.5129,0.4224
2003-03-20 00:00:00,0.8101,0.12
2003-03-19 00:00:00,0.5176,-0.204
2003-03-18 00:00:00,0.0751,-0.2305
2003-03-17 00:00:00,-0.032,-0.1726
2003-03-14 00:00:00,-0.0004,-0.1529
2003-03-13 00:00:00,-0.0214,-0.1771
2003-03-12 00:00:00,-0.0432,-0.1653
2003-03-11 00:00:00,-0.1341,-0.1754
2003-03-10 00:00:00,-0.264,-0.0285
2003-03-07 00:00:00,0.0938,0.0823
2003-03-06 00:00:00,0.1349,-0.1475
2003-03-05 00:00:00,-0.1164,-0.0785
2003-03-04 00:00:00,-0.0159,-0.0412
2003-03-03 00:00:00,-0.2054,-0.0633
2003-02-28 00:00:00,-0.2387,0.0776
2003-02-27 00:00:00,-0.4189,0.0932
2003-02-26 00:00:00,-0.4531,0.4659
2003-02-25 00:00:00,0.1669,0.5205
2003-02-24 00:00:00,0.3288,0.3008
2003-02-21 00:00:00,0.3784,0.21
2003-02-20 00:00:00,0.3794,0.0393
2003-02-19 00:00:00,0.3283,-0.0373
2003-02-18 00:00:00,0.2348,-0.2213
2003-02-14 00:00:00,-0.1722,-0.2364
2003-02-13 00:00:00,-0.2945,-0.0731
2003-02-12 00:00:00,-0.3005,0.0212
2003-02-11 00:00:00,-0.2085,0.1578
2003-02-10 00:00:00,-0.0498,0.1217
2003-02-07 00:00:00,-0.2944,0.102
2003-02-06 00:00:00,-0.4473,0.3159
2003-02-05 00:00:00,-0.0604,0.5289
2003-02-04 00:00:00,0.6643,0.4103
2003-02-03 00:00:00,0.757,0.0027
2003-01-31 00:00:00,0.4962,-0.1182
2003-01-30 00:00:00,0.5095,-0.2594
2003-01-29 00:00:00,0.2782,-0.4509
2003-01-28 00:00:00,-0.1418,-0.4839
2003-01-27 00:00:00,-0.3459,-0.307
2003-01-24 00:00:00,-0.1956,-0.1796
2003-01-23 00:00:00,-0.1717,-0.1766
2003-01-22 00:00:00,-0.0992,-0.0815
2003-01-21 00:00:00,-0.0055,-0.1048
2003-01-17 00:00:00,0.008,-0.1002
2003-01-16 00:00:00,-0.1765,-0.1889
2003-01-15 00:00:00,-0.6733,-0.0378
2003-01-14 00:00:00,-0.6815,0.2838
2003-01-13 00:00:00,-0.3328,0.4858
2003-01-10 00:00:00,0.1796,0.5619
2003-01-09 00:00:00,0.6396,0.3371
2003-01-08 00:00:00,0.6188,-0.0041
2003-01-07 00:00:00,0.1961,-0.1914
2003-01-06 00:00:00,-0.0563,-0.0935
2003-01-03 00:00:00,0.0967,-0.0201
2003-01-02 00:00:00,0.3686,-0.0922
2002-12-31 00:00:00,0.557,-0.3388
2002-12-30 00:00:00,0.3002,-0.6233
2002-12-27 00:00:00,-0.2488,-0.5974
2002-12-26 00:00:00,-0.4027,-0.3438
2002-12-24 00:00:00,-0.174,-0.2628
2002-12-23 00:00:00,-0.3742,-0.338
2002-12-20 00:00:00,-0.774,-0.1045
2002-12-19 00:00:00,-0.6485,0.2915
2002-12-18 00:00:00,0.1587,0.4793
2002-12-17 00:00:00,0.6991,0.1431
2002-12-16 00:00:00,0.6572,-0.1052
2002-12-13 00:00:00,0.7151,-0.3534
2002-12-12 00:00:00,0.2692,-0.6098
2002-12-11 00:00:00,-0.0376,-0.492
2002-12-10 00:00:00,0.0561,-0.533
2002-12-09 00:00:00,-0.2849,-0.5259
2002-12-06 00:00:00,-0.2362,-0.3601
2002-12-05 00:00:00,-0.4319,-0.4481
2002-12-04 00:00:00,-0.9851,-0.1662
2002-12-03 00:00:00,-0.7874,0.2596
2002-12-02 00:00:00,-0.0105,0.5149
2002-11-29 00:00:00,1.1145,0.2597
2002-11-27 00:00:00,0.7512,-0.436
2002-11-26 00:00:00,-0.5181,-0.3956
2002-11-25 00:00:00,-1.0554,0.0205
2002-11-22 00:00:00,-0.1654,0.5478
