date,TEMA
2003-01-03 00:00:00,14.3131
2003-01-06 00:00:00,14.4291
2003-01-07 00:00:00,14.5139
2003-01-08 00:00:00,14.5075
2003-01-09 00:00:00,14.5377
2003-01-10 00:00:00,14.5743
2003-01-13 00:00:00,14.5822
2003-01-14 00:00:00,14.5845
2003-01-15 00:00:00,14.5406
2003-01-16 00:00:00,14.5549
2003-01-17 00:00:00,14.4327
2003-01-21 00:00:00,14.3131
2003-01-22 00:00:00,14.1806
2003-01-23 00:00:00,14.1497
2003-01-24 00:00:00,14.0309
2003-01-27 00:00:00,14.0221
2003-01-28 00:00:00,14.1345
2003-01-29 00:00:00,14.2291
2003-01-30 00:00:00,14.2408
2003-01-31 00:00:00,14.2622
2003-02-03 00:00:00,14.3587
2003-02-04 00:00:00,14.4229
2003-02-05 00:00:00,14.4368
2003-02-06 00:00:00,14.443
2003-02-07 00:00:00,14.3755
2003-02-10 00:00:00,14.3722
2003-02-11 00:00:00,14.3697
2003-02-12 00:00:00,14.3783
2003-02-13 00:00:00,14.4244
2003-02-14 00:00:00,14.4959
2003-02-18 00:00:00,14.7097
2003-02-19 00:00:00,14.7747
2003-02-20 00:00:00,14.8053
2003-02-21 00:00:00,14.8881
2003-02-24 00:00:00,14.8862
2003-02-25 00:00:00,14.9551
2003-02-26 00:00:00,14.8742
2003-02-27 00:00:00,14.8991
2003-02-28 00:00:00,14.9565
2003-03-03 00:00:00,14.908
2003-03-04 00:00:00,14.843
2003-03-05 00:00:00,14.8038
2003-03-06 00:00:00,14.7549
2003-03-07 00:00:00,14.7062
2003-03-10 00:00:00,14.6242
2003-03-11 00:00:00,14.5206
2003-03-12 00:00:00,14.4335
2003-03-13 00:00:00,14.4926
2003-03-14 00:00:00,14.5574
2003-03-17 00:00:00,14.6706
2003-03-18 00:00:00,14.7605
2003-03-19 00:00:00,14.8206
2003-03-20 00:00:00,14.8585
2003-03-21 00:00:00,14.9117
2003-03-24 00:00:00,14.7905
2003-03-25 00:00:00,14.7369
2003-03-26 00:00:00,14.6561
2003-03-27 00:00:00,14.6106
2003-03-28 00:00:00,14.5943
2003-03-31 00:00:00,14.4698
2003-04-01 00:00:00,14.3738
2003-04-02 00:00:00,14.4105
2003-04-03 00:00:00,14.4057
2003-04-04 00:00:00,14.3899
2003-04-07 00:00:00,14.399
2003-04-08 00:00:00,14.3972
2003-04-09 00:00:00,14.3293
2003-04-10 00:00:00,14.3216
2003-04-11 00:00:00,14.0132
2003-04-14 00:00:00,13.8615
2003-04-15 00:00:00,13.6912
2003-04-16 00:00:00,13.5167
2003-04-17 00:00:00,13.3474
2003-04-21 00:00:00,13.2193
2003-04-22 00:00:00,13.2161
2003-04-23 00:00:00,13.2374
2003-04-24 00:00:00,13.224
2003-04-25 00:00:00,13.1947
2003-04-28 00:00:00,13.308
2003-04-29 00:00:00,13.4569
2003-04-30 00:00:00,13.6237
2003-05-01 00:00:00,13.799
2003-05-02 00:00:00,13.9671
2003-05-05 00:00:00,14.5303
2003-05-06 00:00:00,15.3553
2003-05-07 00:00:00,16.0642
2003-05-08 00:00:00,16.726
2003-05-09 00:00:00,17.3333
2003-05-12 00:00:00,17.8826
2003-05-13 00:00:00,18.3435
2003-05-14 00:00:00,18.6704
2003-05-15 00:00:00,18.9645
2003-05-16 00:00:00,19.2027
2003-05-19 00:00:00,19.1951
2003-05-20 00:00:00,19.0879
2003-05-21 00:00:00,18.9968
2003-05-22 00:00:00,19.006
2003-05-23 00:00:00,19.0181
2003-05-27 00:00:00,19.158
2003-05-28 00:00:00,19.1021
2003-05-29 00:00:00,18.9956
2003-05-30 00:00:00,18.8568
