date,T3
2002-02-05 00:00:00,22.7841
2002-02-06 00:00:00,22.8981
2002-02-07 00:00:00,23.0226
2002-02-08 00:00:00,23.1524
2002-02-11 00:00:00,23.287
2002-02-12 00:00:00,23.4243
2002-02-13 00:00:00,23.5635
2002-02-14 00:00:00,23.7019
2002-02-15 00:00:00,23.8347
2002-02-19 00:00:00,23.9537
2002-02-20 00:00:00,24.0557
2002-02-21 00:00:00,24.133
2002-02-22 00:00:00,24.1862
2002-02-25 00:00:00,24.2205
2002-02-26 00:00:00,24.2399
2002-02-27 00:00:00,24.2409
2002-02-28 00:00:00,24.2213
2002-03-01 00:00:00,24.1873
2002-03-04 00:00:00,24.1468
2002-03-05 00:00:00,24.1026
2002-03-06 00:00:00,24.0588
2002-03-07 00:00:00,24.0194
2002-03-08 00:00:00,23.988
2002-03-11 00:00:00,23.968
2002-03-12 00:00:00,23.9599
2002-03-13 00:00:00,23.9625
2002-03-14 00:00:00,23.9743
2002-03-15 00:00:00,23.9957
2002-03-18 00:00:00,24.0256
2002-03-19 00:00:00,24.0632
2002-03-20 00:00:00,24.1076
2002-03-21 00:00:00,24.1553
2002-03-22 00:00:00,24.2031
2002-03-25 00:00:00,24.2459
2002-03-26 00:00:00,24.2806
2002-03-27 00:00:00,24.3059
2002-03-28 00:00:00,24.3217
2002-04-01 00:00:00,24.3316
2002-04-02 00:00:00,24.3365
2002-04-03 00:00:00,24.3362
2002-04-04 00:00:00,24.335
2002-04-05 00:00:00,24.3352
2002-04-08 00:00:00,24.3375
2002-04-09 00:00:00,24.3406
2002-04-10 00:00:00,24.3457
2002-04-11 00:00:00,24.354
2002-04-12 00:00:00,24.367
2002-04-15 00:00:00,24.3851
2002-04-16 00:00:00,24.4112
2002-04-17 00:00:00,24.4478
2002-04-18 00:00:00,24.4935
2002-04-19 00:00:00,24.5451
2002-04-22 00:00:00,24.5982
2002-04-23 00:00:00,24.6487
2002-04-24 00:00:00,24.6921
2002-04-25 00:00:00,24.7268
2002-04-26 00:00:00,24.7481
2002-04-29 00:00:00,24.7569
2002-04-30 00:00:00,24.7556
2002-05-01 00:00:00,24.7453
2002-05-02 00:00:00,24.7259
2002-05-03 00:00:00,24.6972
2002-05-06 00:00:00,24.6565
2002-05-07 00:00:00,24.6019
2002-05-08 00:00:00,24.5403
2002-05-09 00:00:00,24.476
2002-05-10 00:00:00,24.4089
2002-05-13 00:00:00,24.3416
2002-05-14 00:00:00,24.2824
2002-05-15 00:00:00,24.2351
2002-05-16 00:00:00,24.2017
2002-05-17 00:00:00,24.182
2002-05-20 00:00:00,24.1743
2002-05-21 00:00:00,24.172
2002-05-22 00:00:00,24.174
2002-05-23 00:00:00,24.1822
2002-05-24 00:00:00,24.194
2002-05-28 00:00:00,24.2067
2002-05-29 00:00:00,24.2183
2002-05-30 00:00:00,24.2286
2002-05-31 00:00:00,24.234
2002-06-03 00:00:00,24.2308
2002-06-04 00:00:00,24.2167
2002-06-05 00:00:00,24.1904
2002-06-06 00:00:00,24.1497
2002-06-07 00:00:00,24.0912
2002-06-10 00:00:00,24.014
2002-06-11 00:00:00,23.9148
2002-06-12 00:00:00,23.7916
2002-06-13 00:00:00,23.6424
2002-06-14 00:00:00,23.47
2002-06-17 00:00:00,23.2795
2002-06-18 00:00:00,23.0743
2002-06-19 00:00:00,22.8467
2002-06-20 00:00:00,22.5933
2002-06-21 00:00:00,22.3132
2002-06-24 00:00:00,22.0096
2002-06-25 00:00:00,21.6862
2002-06-26 00:00:00,21.3452
2002-06-27 00:00:00,20.9923
2002-06-28 00:00:00,20.6351
2002-07-01 00:00:00,20.2777
2002-07-02 00:00:00,19.9236
2002-07-03 00:00:00,19.5782
2002-07-05 00:00:00,19.2505
2002-07-08 00:00:00,18.9438
2002-07-09 00:00:00,18.6584
2002-07-10 00:00:00,18.3937
2002-07-11 00:00:00,18.1529
2002-07-12 00:00:00,17.9347
2002-07-15 00:00:00,17.7408
2002-07-16 00:00:00,17.5702
2002-07-17 00:00:00,17.4135
2002-07-18 00:00:00,17.262
2002-07-19 00:00:00,17.1101
2002-07-22 00:00:00,16.9548
2002-07-23 00:00:00,16.7931
2002-07-24 00:00:00,16.6265
2002-07-25 00:00:00,16.4541
2002-07-26 00:00:00,16.276
2002-07-29 00:00:00,16.0956
2002-07-30 00:00:00,15.9178
2002-07-31 00:00:00,15.7455
2002-08-01 00:00:00,15.5794
2002-08-02 00:00:00,15.4187
2002-08-05 00:00:00,15.2619
2002-08-06 00:00:00,15.1108
2002-08-07 00:00:00,14.9684
2002-08-08 00:00:00,14.8374
2002-08-09 00:00:00,14.7188
2002-08-12 00:00:00,14.6127
2002-08-13 00:00:00,14.5177
2002-08-14 00:00:00,14.4349
2002-08-15 00:00:00,14.3663
2002-08-16 00:00:00,14.3138
2002-08-19 00:00:00,14.2785
2002-08-20 00:00:00,14.2604
2002-08-21 00:00:00,14.2594
2002-08-22 00:00:00,14.2743
2002-08-23 00:00:00,14.3025
2002-08-26 00:00:00,14.3409
2002-08-27 00:00:00,14.3845
2002-08-28 00:00:00,14.4289
2002-08-29 00:00:00,14.4712
2002-08-30 00:00:00,14.5098
2002-09-03 00:00:00,14.5411
2002-09-04 00:00:00,14.5646
2002-09-05 00:00:00,14.5793
2002-09-06 00:00:00,14.5858
2002-09-09 00:00:00,14.5847
2002-09-10 00:00:00,14.5769
2002-09-11 00:00:00,14.5631
2002-09-12 00:00:00,14.5436
2002-09-13 00:00:00,14.5192
2002-09-16 00:00:00,14.4919
2002-09-17 00:00:00,14.4644
2002-09-18 00:00:00,14.4396
2002-09-19 00:00:00,14.4176
2002-09-20 00:00:00,14.3995
2002-09-23 00:00:00,14.3859
2002-09-24 00:00:00,14.3762
2002-09-25 00:00:00,14.3711
2002-09-26 00:00:00,14.3698
2002-09-27 00:00:00,14.3719
2002-09-30 00:00:00,14.3759
2002-10-01 00:00:00,14.3811
2002-10-02 00:00:00,14.3855
2002-10-03 00:00:00,14.3883
2002-10-04 00:00:00,14.3882
2002-10-07 00:00:00,14.3833
2002-10-08 00:00:00,14.3727
2002-10-09 00:00:00,14.3555
2002-10-10 00:00:00,14.3335
2002-10-11 00:00:00,14.3098
2002-10-14 00:00:00,14.2875
2002-10-15 00:00:00,14.2702
2002-10-16 00:00:00,14.2577
2002-10-17 00:00:00,14.2481
2002-10-18 00:00:00,14.241
2002-10-21 00:00:00,14.2366
2002-10-22 00:00:00,14.2357
2002-10-23 00:00:00,14.2392
2002-10-24 00:00:00,14.247
2002-10-25 00:00:00,14.2612
2002-10-28 00:00:00,14.2837
2002-10-29 00:00:00,14.3148
2002-10-30 00:00:00,14.356
2002-10-31 00:00:00,14.408
2002-11-01 00:00:00,14.4718
2002-11-04 00:00:00,14.5492
2002-11-05 00:00:00,14.6404
2002-11-06 00:00:00,14.7459
2002-11-07 00:00:00,14.8604
2002-11-08 00:00:00,14.9788
2002-11-11 00:00:00,15.0948
2002-11-12 00:00:00,15.2059
2002-11-13 00:00:00,15.3099
2002-11-14 00:00:00,15.4082
2002-11-15 00:00:00,15.5004
2002-11-18 00:00:00,15.5851
2002-11-19 00:00:00,15.6598
2002-11-20 00:00:00,15.7245
2002-11-21 00:00:00,15.7822
2002-11-22 00:00:00,15.8339
2002-11-25 00:00:00,15.8803
2002-11-26 00:00:00,15.9196
2002-11-27 00:00:00,15.9522
2002-11-29 00:00:00,15.9777
2002-12-02 00:00:00,15.9948
2002-12-03 00:00:00,16.0031
2002-12-04 00:00:00,16.0017
2002-12-05 00:00:00,15.9895
2002-12-06 00:00:00,15.9674
2002-12-09 00:00:00,15.9358
2002-12-10 00:00:00,15.8975
2002-12-11 00:00:00,15.8555
2002-12-12 00:00:00,15.8111
2002-12-13 00:00:00,15.7638
2002-12-16 00:00:00,15.7138
2002-12-17 00:00:00,15.6623
2002-12-18 00:00:00,15.6085
2002-12-19 00:00:00,15.5506
2002-12-20 00:00:00,15.4878
2002-12-23 00:00:00,15.4211
2002-12-24 00:00:00,15.3513
2002-12-26 00:00:00,15.2792
2002-12-27 00:00:00,15.2046
2002-12-30 00:00:00,15.1276
2002-12-31 00:00:00,15.0498
2003-01-02 00:00:00,14.9741
2003-01-03 00:00:00,14.903
2003-01-06 00:00:00,14.8382
2003-01-07 00:00:00,14.7805
2003-01-08 00:00:00,14.7291
2003-01-09 00:00:00,14.6839
2003-01-10 00:00:00,14.6447
2003-01-13 00:00:00,14.611
2003-01-14 00:00:00,14.5822
2003-01-15 00:00:00,14.557
2003-01-16 00:00:00,14.5353
2003-01-17 00:00:00,14.5149
2003-01-21 00:00:00,14.4942
2003-01-22 00:00:00,14.4715
2003-01-23 00:00:00,14.4472
2003-01-24 00:00:00,14.4202
2003-01-27 00:00:00,14.3913
2003-01-28 00:00:00,14.3629
2003-01-29 00:00:00,14.3367
2003-01-30 00:00:00,14.3128
2003-01-31 00:00:00,14.2914
2003-02-03 00:00:00,14.2737
2003-02-04 00:00:00,14.2602
2003-02-05 00:00:00,14.2504
2003-02-06 00:00:00,14.2439
2003-02-07 00:00:00,14.2392
2003-02-10 00:00:00,14.2359
2003-02-11 00:00:00,14.2339
2003-02-12 00:00:00,14.2331
2003-02-13 00:00:00,14.2339
2003-02-14 00:00:00,14.2372
2003-02-18 00:00:00,14.2455
2003-02-19 00:00:00,14.2587
2003-02-20 00:00:00,14.2762
2003-02-21 00:00:00,14.2982
2003-02-24 00:00:00,14.3234
2003-02-25 00:00:00,14.352
2003-02-26 00:00:00,14.3818
2003-02-27 00:00:00,14.4126
2003-02-28 00:00:00,14.4446
2003-03-03 00:00:00,14.4766
2003-03-04 00:00:00,14.5072
2003-03-05 00:00:00,14.5358
2003-03-06 00:00:00,14.5618
2003-03-07 00:00:00,14.5846
2003-03-10 00:00:00,14.6035
2003-03-11 00:00:00,14.6174
2003-03-12 00:00:00,14.626
2003-03-13 00:00:00,14.6311
2003-03-14 00:00:00,14.6342
2003-03-17 00:00:00,14.6373
2003-03-18 00:00:00,14.6418
2003-03-19 00:00:00,14.6481
2003-03-20 00:00:00,14.6564
2003-03-21 00:00:00,14.6669
2003-03-24 00:00:00,14.6773
2003-03-25 00:00:00,14.6867
2003-03-26 00:00:00,14.694
2003-03-27 00:00:00,14.6989
2003-03-28 00:00:00,14.7016
2003-03-31 00:00:00,14.7006
2003-04-01 00:00:00,14.6953
2003-04-02 00:00:00,14.6871
2003-04-03 00:00:00,14.6767
2003-04-04 00:00:00,14.6644
2003-04-07 00:00:00,14.6509
2003-04-08 00:00:00,14.6364
2003-04-09 00:00:00,14.6205
2003-04-10 00:00:00,14.6034
2003-04-11 00:00:00,14.5812
2003-04-14 00:00:00,14.5529
2003-04-15 00:00:00,14.5176
2003-04-16 00:00:00,14.4746
2003-04-17 00:00:00,14.4236
2003-04-21 00:00:00,14.3649
2003-04-22 00:00:00,14.3007
2003-04-23 00:00:00,14.2333
2003-04-24 00:00:00,14.1639
2003-04-25 00:00:00,14.0933
2003-04-28 00:00:00,14.0245
2003-04-29 00:00:00,13.9599
2003-04-30 00:00:00,13.9021
2003-05-01 00:00:00,13.8529
2003-05-02 00:00:00,13.8138
2003-05-05 00:00:00,13.7913
2003-05-06 00:00:00,13.7946
2003-05-07 00:00:00,13.8286
2003-05-08 00:00:00,13.8966
2003-05-09 00:00:00,13.9997
2003-05-12 00:00:00,14.1377
2003-05-13 00:00:00,14.3086
2003-05-14 00:00:00,14.5085
2003-05-15 00:00:00,14.7335
2003-05-16 00:00:00,14.9793
2003-05-19 00:00:00,15.2386
2003-05-20 00:00:00,15.5039
2003-05-21 00:00:00,15.7694
2003-05-22 00:00:00,16.0319
2003-05-23 00:00:00,16.2888
2003-05-27 00:00:00,16.5402
2003-05-28 00:00:00,16.783
2003-05-29 00:00:00,17.0144
2003-05-30 00:00:00,17.2316
2003-06-02 00:00:00,17.431
2003-06-03 00:00:00,17.6098
2003-06-04 00:00:00,17.7677
2003-06-05 00:00:00,17.9052
2003-06-06 00:00:00,18.0212
2003-06-09 00:00:00,18.1143
2003-06-10 00:00:00,18.1859
2003-06-11 00:00:00,18.2387
2003-06-12 00:00:00,18.2763
2003-06-13 00:00:00,18.3003
2003-06-16 00:00:00,18.3157
2003-06-17 00:00:00,18.3256
2003-06-18 00:00:00,18.3358
2003-06-19 00:00:00,18.35
2003-06-20 00:00:00,18.3706
2003-06-23 00:00:00,18.3983
2003-06-24 00:00:00,18.4318
2003-06-25 00:00:00,18.4711
2003-06-26 00:00:00,18.5164
2003-06-27 00:00:00,18.5654
2003-06-30 00:00:00,18.6172
2003-07-01 00:00:00,18.6712
2003-07-02 00:00:00,18.7272
2003-07-03 00:00:00,18.7842
2003-07-07 00:00:00,18.8442
2003-07-08 00:00:00,18.91
2003-07-09 00:00:00,18.9811
2003-07-10 00:00:00,19.0553
2003-07-11 00:00:00,19.1319
2003-07-14 00:00:00,19.21
2003-07-15 00:00:00,19.2879
2003-07-16 00:00:00,19.3648
2003-07-17 00:00:00,19.4441
2003-07-18 00:00:00,19.5274
2003-07-21 00:00:00,19.6142
2003-07-22 00:00:00,19.7044
2003-07-23 00:00:00,19.7976
2003-07-24 00:00:00,19.8917
2003-07-25 00:00:00,19.9891
2003-07-28 00:00:00,20.0886
2003-07-29 00:00:00,20.188
2003-07-30 00:00:00,20.2837
2003-07-31 00:00:00,20.3765
2003-08-01 00:00:00,20.4651
2003-08-04 00:00:00,20.5504
2003-08-05 00:00:00,20.6299
2003-08-06 00:00:00,20.699
2003-08-07 00:00:00,20.7559
2003-08-08 00:00:00,20.799
2003-08-11 00:00:00,20.8277
2003-08-12 00:00:00,20.8423
2003-08-13 00:00:00,20.8455
2003-08-14 00:00:00,20.8387
2003-08-15 00:00:00,20.8223
2003-08-18 00:00:00,20.7997
2003-08-19 00:00:00,20.773
2003-08-20 00:00:00,20.7467
2003-08-21 00:00:00,20.7262
2003-08-22 00:00:00,20.7118
