date,DCPERIOD
2002-09-04 00:00:00,23.3976
2002-09-05 00:00:00,22.8543
2002-09-06 00:00:00,22.3092
2002-09-09 00:00:00,21.696
2002-09-10 00:00:00,21.037
2002-09-11 00:00:00,20.441
2002-09-12 00:00:00,20.0217
2002-09-13 00:00:00,19.8083
2002-09-16 00:00:00,19.7516
2002-09-17 00:00:00,19.8365
2002-09-18 00:00:00,20.027
2002-09-19 00:00:00,20.241
2002-09-20 00:00:00,20.4576
2002-09-23 00:00:00,20.7256
2002-09-24 00:00:00,21.1816
2002-09-25 00:00:00,22.0199
2002-09-26 00:00:00,23.0805
2002-09-27 00:00:00,23.7902
2002-09-30 00:00:00,23.8438
2002-10-01 00:00:00,23.4977
2002-10-02 00:00:00,23.0991
2002-10-03 00:00:00,22.6851
2002-10-04 00:00:00,22.1646
2002-10-07 00:00:00,21.655
2002-10-08 00:00:00,21.3386
2002-10-09 00:00:00,21.1747
2002-10-10 00:00:00,21.1669
2002-10-11 00:00:00,21.3811
2002-10-14 00:00:00,21.6434
2002-10-15 00:00:00,21.8029
2002-10-16 00:00:00,21.7451
2002-10-17 00:00:00,21.4059
2002-10-18 00:00:00,21.0856
2002-10-21 00:00:00,21.2553
2002-10-22 00:00:00,21.5576
2002-10-23 00:00:00,21.4167
2002-10-24 00:00:00,20.862
2002-10-25 00:00:00,20.2343
2002-10-28 00:00:00,19.7997
2002-10-29 00:00:00,19.5124
2002-10-30 00:00:00,19.2655
2002-10-31 00:00:00,19.0305
2002-11-01 00:00:00,18.7373
2002-11-04 00:00:00,18.3195
2002-11-05 00:00:00,17.9289
2002-11-06 00:00:00,17.7698
2002-11-07 00:00:00,17.7923
2002-11-08 00:00:00,18.246
2002-11-11 00:00:00,19.1826
2002-11-12 00:00:00,20.2614
2002-11-13 00:00:00,21.045
2002-11-14 00:00:00,21.4661
2002-11-15 00:00:00,21.9904
2002-11-18 00:00:00,23.1026
2002-11-19 00:00:00,24.2686
2002-11-20 00:00:00,24.5328
2002-11-21 00:00:00,24.1638
2002-11-22 00:00:00,23.4599
2002-11-25 00:00:00,22.8735
2002-11-26 00:00:00,22.3853
2002-11-27 00:00:00,21.8646
2002-11-29 00:00:00,21.3507
2002-12-02 00:00:00,20.9137
2002-12-03 00:00:00,20.5937
2002-12-04 00:00:00,20.3577
2002-12-05 00:00:00,20.1368
2002-12-06 00:00:00,19.9196
2002-12-09 00:00:00,19.5947
2002-12-10 00:00:00,19.1213
2002-12-11 00:00:00,18.6435
2002-12-12 00:00:00,18.2144
2002-12-13 00:00:00,17.8198
2002-12-16 00:00:00,17.5366
2002-12-17 00:00:00,17.392
2002-12-18 00:00:00,17.3838
2002-12-19 00:00:00,17.5767
2002-12-20 00:00:00,17.8479
2002-12-23 00:00:00,17.9631
2002-12-24 00:00:00,17.8784
2002-12-26 00:00:00,17.5613
2002-12-27 00:00:00,17.0439
2002-12-30 00:00:00,16.4604
2002-12-31 00:00:00,15.9285
2003-01-02 00:00:00,15.5302
2003-01-03 00:00:00,15.3577
2003-01-06 00:00:00,15.4474
2003-01-07 00:00:00,15.6737
2003-01-08 00:00:00,15.882
2003-01-09 00:00:00,16.1244
2003-01-10 00:00:00,16.6426
2003-01-13 00:00:00,17.4883
2003-01-14 00:00:00,18.1377
2003-01-15 00:00:00,18.3479
