date,ADX
2002-10-14 00:00:00,15.2873
2002-10-15 00:00:00,15.1107
2002-10-16 00:00:00,14.5291
2002-10-17 00:00:00,14.1702
2002-10-18 00:00:00,13.8818
2002-10-21 00:00:00,13.2681
2002-10-22 00:00:00,12.807
2002-10-23 00:00:00,12.4789
2002-10-24 00:00:00,12.4133
2002-10-25 00:00:00,12.5932
2002-10-28 00:00:00,13.2127
2002-10-29 00:00:00,13.4187
2002-10-30 00:00:00,14.0202
2002-10-31 00:00:00,14.6459
2002-11-01 00:00:00,15.2879
2002-11-04 00:00:00,16.5023
2002-11-05 00:00:00,17.6559
2002-11-06 00:00:00,18.9587
2002-11-07 00:00:00,19.0837
2002-11-08 00:00:00,18.8963
2002-11-11 00:00:00,18.3248
2002-11-12 00:00:00,17.9032
2002-11-13 00:00:00,17.5274
2002-11-14 00:00:00,17.4458
2002-11-15 00:00:00,17.3464
2002-11-18 00:00:00,16.988
2002-11-19 00:00:00,16.1407
2002-11-20 00:00:00,15.3357
2002-11-21 00:00:00,15.216
2002-11-22 00:00:00,15.1023
2002-11-25 00:00:00,14.7933
2002-11-26 00:00:00,14.0647
2002-11-27 00:00:00,13.3725
2002-11-29 00:00:00,12.7229
2002-12-02 00:00:00,12.5013
2002-12-03 00:00:00,12.2909
2002-12-04 00:00:00,12.6141
2002-12-05 00:00:00,12.9212
2002-12-06 00:00:00,13.0784
2002-12-09 00:00:00,13.2277
2002-12-10 00:00:00,12.7753
2002-12-11 00:00:00,12.301
2002-12-12 00:00:00,11.9254
2002-12-13 00:00:00,11.9372
2002-12-16 00:00:00,11.9878
2002-12-17 00:00:00,11.9184
2002-12-18 00:00:00,12.02
2002-12-19 00:00:00,12.5029
2002-12-20 00:00:00,13.2371
2002-12-23 00:00:00,13.9345
2002-12-24 00:00:00,14.5971
2002-12-26 00:00:00,14.7168
2002-12-27 00:00:00,15.0912
2002-12-30 00:00:00,15.6022
2002-12-31 00:00:00,15.7783
2003-01-02 00:00:00,15.2204
2003-01-03 00:00:00,14.6784
2003-01-06 00:00:00,14.2348
2003-01-07 00:00:00,13.6856
2003-01-08 00:00:00,13.1955
2003-01-09 00:00:00,12.5807
2003-01-10 00:00:00,11.9849
2003-01-13 00:00:00,11.5061
2003-01-14 00:00:00,11.0512
2003-01-15 00:00:00,10.8947
2003-01-16 00:00:00,10.6636
2003-01-17 00:00:00,10.6019
2003-01-21 00:00:00,10.6398
2003-01-22 00:00:00,10.9116
2003-01-23 00:00:00,10.8476
2003-01-24 00:00:00,11.2291
2003-01-27 00:00:00,11.2108
2003-01-28 00:00:00,10.9321
2003-01-29 00:00:00,10.6675
2003-01-30 00:00:00,10.3516
2003-01-31 00:00:00,9.9251
2003-02-03 00:00:00,9.7725
2003-02-04 00:00:00,9.5748
2003-02-05 00:00:00,9.7067
2003-02-06 00:00:00,9.5209
2003-02-07 00:00:00,9.1499
2003-02-10 00:00:00,8.7844
2003-02-11 00:00:00,8.5155
2003-02-12 00:00:00,8.26
2003-02-13 00:00:00,8.0735
2003-02-14 00:00:00,8.0107
2003-02-18 00:00:00,8.6708
2003-02-19 00:00:00,9.2306
2003-02-20 00:00:00,9.7625
2003-02-21 00:00:00,10.3872
2003-02-24 00:00:00,10.042
2003-02-25 00:00:00,9.6475
2003-02-26 00:00:00,9.4142
2003-02-27 00:00:00,9.1927
2003-02-28 00:00:00,8.848
2003-03-03 00:00:00,8.8221
2003-03-04 00:00:00,8.9417
2003-03-05 00:00:00,9.0552
2003-03-06 00:00:00,9.3258
2003-03-07 00:00:00,9.3874
2003-03-10 00:00:00,9.4605
2003-03-11 00:00:00,9.789
2003-03-12 00:00:00,10.185
2003-03-13 00:00:00,9.8215
2003-03-14 00:00:00,9.5112
2003-03-17 00:00:00,9.3068
2003-03-18 00:00:00,9.1434
2003-03-19 00:00:00,9.0832
2003-03-20 00:00:00,8.6854
2003-03-21 00:00:00,8.5694
2003-03-24 00:00:00,8.571
2003-03-25 00:00:00,8.5218
2003-03-26 00:00:00,8.5789
2003-03-27 00:00:00,8.3853
2003-03-28 00:00:00,8.2013
2003-03-31 00:00:00,8.5297
2003-04-01 00:00:00,8.8417
2003-04-02 00:00:00,8.4567
2003-04-03 00:00:00,8.0744
2003-04-04 00:00:00,7.7112
2003-04-07 00:00:00,7.7505
2003-04-08 00:00:00,7.7028
2003-04-09 00:00:00,7.3762
