date,EMA
2002-05-24 00:00:00,24.3649
2002-05-28 00:00:00,24.3282
2002-05-29 00:00:00,24.2951
2002-05-30 00:00:00,24.286
2002-05-31 00:00:00,24.1921
2002-06-03 00:00:00,24.07
2002-06-04 00:00:00,23.9471
2002-06-05 00:00:00,23.8303
2002-06-06 00:00:00,23.6712
2002-06-07 00:00:00,23.4549
2002-06-10 00:00:00,23.2668
2002-06-11 00:00:00,22.9995
2002-06-12 00:00:00,22.7224
2002-06-13 00:00:00,22.4193
2002-06-14 00:00:00,22.1984
2002-06-17 00:00:00,22.0405
2002-06-18 00:00:00,21.8604
2002-06-19 00:00:00,21.409
2002-06-20 00:00:00,20.9995
2002-06-21 00:00:00,20.6043
2002-06-24 00:00:00,20.2868
2002-06-25 00:00:00,19.9871
2002-06-26 00:00:00,19.6598
2002-06-27 00:00:00,19.4122
2002-06-28 00:00:00,19.251
2002-07-01 00:00:00,19.0423
2002-07-02 00:00:00,18.8421
2002-07-03 00:00:00,18.7191
2002-07-05 00:00:00,18.721
2002-07-08 00:00:00,18.6533
2002-07-09 00:00:00,18.5463
2002-07-10 00:00:00,18.4296
2002-07-11 00:00:00,18.4172
2002-07-12 00:00:00,18.3299
2002-07-15 00:00:00,18.3203
2002-07-16 00:00:00,18.2765
2002-07-17 00:00:00,18.0245
2002-07-18 00:00:00,17.7355
2002-07-19 00:00:00,17.4711
2002-07-22 00:00:00,17.2282
2002-07-23 00:00:00,16.9655
2002-07-24 00:00:00,16.7973
2002-07-25 00:00:00,16.5652
2002-07-26 00:00:00,16.3533
2002-07-29 00:00:00,16.2263
2002-07-30 00:00:00,16.1505
2002-07-31 00:00:00,16.0657
2002-08-01 00:00:00,15.9451
2002-08-02 00:00:00,15.8027
2002-08-05 00:00:00,15.6301
2002-08-06 00:00:00,15.5453
2002-08-07 00:00:00,15.4962
2002-08-08 00:00:00,15.4776
2002-08-09 00:00:00,15.4321
2002-08-12 00:00:00,15.39
2002-08-13 00:00:00,15.3138
2002-08-14 00:00:00,15.3001
2002-08-15 00:00:00,15.3296
2002-08-16 00:00:00,15.3754
2002-08-19 00:00:00,15.4329
2002-08-20 00:00:00,15.4784
2002-08-21 00:00:00,15.5395
2002-08-22 00:00:00,15.5805
2002-08-23 00:00:00,15.5947
2002-08-26 00:00:00,15.5886
2002-08-27 00:00:00,15.5182
2002-08-28 00:00:00,15.4403
2002-08-29 00:00:00,15.3698
2002-08-30 00:00:00,15.3108
2002-09-03 00:00:00,15.1907
2002-09-04 00:00:00,15.123
2002-09-05 00:00:00,15.0332
2002-09-06 00:00:00,14.971
2002-09-09 00:00:00,14.9137
2002-09-10 00:00:00,14.8582
2002-09-11 00:00:00,14.804
2002-09-12 00:00:00,14.7408
2002-09-13 00:00:00,14.6864
2002-09-16 00:00:00,14.6687
2002-09-17 00:00:00,14.6812
2002-09-18 00:00:00,14.7135
2002-09-19 00:00:00,14.7007
2002-09-20 00:00:00,14.7169
2002-09-23 00:00:00,14.7295
2002-09-24 00:00:00,14.721
2002-09-25 00:00:00,14.7409
2002-09-26 00:00:00,14.737
2002-09-27 00:00:00,14.7354
2002-09-30 00:00:00,14.713
2002-10-01 00:00:00,14.6937
2002-10-02 00:00:00,14.6438
2002-10-03 00:00:00,14.611
2002-10-04 00:00:00,14.5557
2002-10-07 00:00:00,14.4809
2002-10-08 00:00:00,14.4056
2002-10-09 00:00:00,14.3288
2002-10-10 00:00:00,14.3089
2002-10-11 00:00:00,14.3281
2002-10-14 00:00:00,14.3702
2002-10-15 00:00:00,14.4454
2002-10-16 00:00:00,14.4563
2002-10-17 00:00:00,14.4233
2002-10-18 00:00:00,14.4154
2002-10-21 00:00:00,14.4292
2002-10-22 00:00:00,14.455
2002-10-23 00:00:00,14.4954
2002-10-24 00:00:00,14.514
2002-10-25 00:00:00,14.6003
2002-10-28 00:00:00,14.6964
2002-10-29 00:00:00,14.7672
2002-10-30 00:00:00,14.8827
2002-10-31 00:00:00,14.9958
2002-11-01 00:00:00,15.1257
2002-11-04 00:00:00,15.2938
2002-11-05 00:00:00,15.4467
2002-11-06 00:00:00,15.6156
2002-11-07 00:00:00,15.6522
2002-11-08 00:00:00,15.6701
2002-11-11 00:00:00,15.6215
2002-11-12 00:00:00,15.6233
2002-11-13 00:00:00,15.6201
2002-11-14 00:00:00,15.6849
2002-11-15 00:00:00,15.7101
2002-11-18 00:00:00,15.7044
2002-11-19 00:00:00,15.663
2002-11-20 00:00:00,15.6504
2002-11-21 00:00:00,15.717
2002-11-22 00:00:00,15.7449
2002-11-25 00:00:00,15.7663
2002-11-26 00:00:00,15.7324
2002-11-27 00:00:00,15.7312
2002-11-29 00:00:00,15.7092
2002-12-02 00:00:00,15.6588
2002-12-03 00:00:00,15.6113
2002-12-04 00:00:00,15.5502
2002-12-05 00:00:00,15.4626
2002-12-06 00:00:00,15.4138
2002-12-09 00:00:00,15.3505
2002-12-10 00:00:00,15.3438
2002-12-11 00:00:00,15.3577
2002-12-12 00:00:00,15.3418
2002-12-13 00:00:00,15.2892
2002-12-16 00:00:00,15.2474
2002-12-17 00:00:00,15.2314
2002-12-18 00:00:00,15.1685
2002-12-19 00:00:00,15.0762
2002-12-20 00:00:00,14.9871
2002-12-23 00:00:00,14.9397
2002-12-24 00:00:00,14.8845
2002-12-26 00:00:00,14.8384
2002-12-27 00:00:00,14.7642
2002-12-30 00:00:00,14.6981
2002-12-31 00:00:00,14.6631
2003-01-02 00:00:00,14.6761
2003-01-03 00:00:00,14.6974
2003-01-06 00:00:00,14.7167
2003-01-07 00:00:00,14.7294
2003-01-08 00:00:00,14.7123
2003-01-09 00:00:00,14.7092
2003-01-10 00:00:00,14.7103
2003-01-13 00:00:00,14.7026
2003-01-14 00:00:00,14.6938
2003-01-15 00:00:00,14.6687
2003-01-16 00:00:00,14.664
2003-01-17 00:00:00,14.6103
2003-01-21 00:00:00,14.5541
2003-01-22 00:00:00,14.4899
2003-01-23 00:00:00,14.4594
2003-01-24 00:00:00,14.3966
2003-01-27 00:00:00,14.3712
2003-01-28 00:00:00,14.3911
2003-01-29 00:00:00,14.4091
2003-01-30 00:00:00,14.4006
2003-01-31 00:00:00,14.3968
2003-02-03 00:00:00,14.4218
2003-02-04 00:00:00,14.4388
2003-02-05 00:00:00,14.4399
2003-02-06 00:00:00,14.4389
2003-02-07 00:00:00,14.4114
2003-02-10 00:00:00,14.4056
2003-02-11 00:00:00,14.4003
2003-02-12 00:00:00,14.3993
2003-02-13 00:00:00,14.4127
2003-02-14 00:00:00,14.4372
2003-02-18 00:00:00,14.5165
2003-02-19 00:00:00,14.5483
2003-02-20 00:00:00,14.5694
2003-02-21 00:00:00,14.6104
2003-02-24 00:00:00,14.6227
2003-02-25 00:00:00,14.6606
2003-02-26 00:00:00,14.6453
2003-02-27 00:00:00,14.6657
2003-02-28 00:00:00,14.6985
2003-03-03 00:00:00,14.6939
2003-03-04 00:00:00,14.6811
2003-03-05 00:00:00,14.6753
2003-03-06 00:00:00,14.6643
2003-03-07 00:00:00,14.6515
2003-03-10 00:00:00,14.6247
2003-03-11 00:00:00,14.5871
2003-03-12 00:00:00,14.5522
2003-03-13 00:00:00,14.5682
2003-03-14 00:00:00,14.5883
2003-03-17 00:00:00,14.6285
2003-03-18 00:00:00,14.6639
2003-03-19 00:00:00,14.6911
2003-03-20 00:00:00,14.712
2003-03-21 00:00:00,14.7394
2003-03-24 00:00:00,14.7042
2003-03-25 00:00:00,14.6895
2003-03-26 00:00:00,14.6629
2003-03-27 00:00:00,14.6464
2003-03-28 00:00:00,14.6392
2003-03-31 00:00:00,14.5916
2003-04-01 00:00:00,14.5505
2003-04-02 00:00:00,14.5552
2003-04-03 00:00:00,14.5462
2003-04-04 00:00:00,14.5332
2003-04-07 00:00:00,14.5291
