date,LEAD SINE,SINE
2006-10-27 00:00:00,-0.1947,0.5559
2006-10-26 00:00:00,0.1238,0.7892
2006-10-25 00:00:00,0.3509,0.9103
2006-10-24 00:00:00,0.6526,0.9972
2006-10-23 00:00:00,0.8988,0.9455
2006-10-20 00:00:00,0.9321,0.403
2006-10-19 00:00:00,0.1653,-0.5805
2006-10-18 00:00:00,-0.4247,-0.9405
2006-10-17 00:00:00,-0.8261,-0.9826
2006-10-16 00:00:00,-0.9411,-0.9046
2006-10-13 00:00:00,-0.9804,-0.8325
2006-10-12 00:00:00,-0.993,-0.7857
2006-10-11 00:00:00,-0.9992,-0.7345
2006-10-10 00:00:00,-0.9996,-0.6871
2006-10-09 00:00:00,-0.9943,-0.6277
2006-10-06 00:00:00,-0.9732,-0.5254
2006-10-05 00:00:00,-0.9604,-0.482
2006-10-04 00:00:00,-0.9495,-0.4494
2006-10-03 00:00:00,-0.9373,-0.4163
2006-10-02 00:00:00,-0.9236,-0.3819
2006-09-29 00:00:00,-0.9197,-0.3726
2006-09-28 00:00:00,-0.9274,-0.3912
2006-09-27 00:00:00,-0.9376,-0.4171
2006-09-26 00:00:00,-0.944,-0.4343
2006-09-25 00:00:00,-0.9456,-0.4386
2006-09-22 00:00:00,-0.9349,-0.4101
2006-09-21 00:00:00,-0.9141,-0.3597
2006-09-20 00:00:00,-0.8535,-0.2351
2006-09-19 00:00:00,-0.8236,-0.1814
2006-09-18 00:00:00,-0.7301,-0.0331
2006-09-15 00:00:00,-0.5871,0.1573
2006-09-14 00:00:00,-0.4807,0.2802
2006-09-13 00:00:00,-0.3571,0.408
2006-09-12 00:00:00,-0.2427,0.5144
2006-09-11 00:00:00,-0.1638,0.5817
2006-09-08 00:00:00,-0.2604,0.4986
2006-09-07 00:00:00,-0.7942,-0.1319
2006-09-06 00:00:00,-1.0,-0.7025
2006-09-05 00:00:00,-0.9964,-0.6446
2006-09-01 00:00:00,-0.9672,-0.5042
2006-08-31 00:00:00,-0.6073,0.1323
2006-08-30 00:00:00,-0.252,0.5061
2006-08-29 00:00:00,0.2425,0.8575
2006-08-28 00:00:00,0.582,0.9865
2006-08-25 00:00:00,0.97,0.8577
2006-08-24 00:00:00,-0.7853,-0.9931
2006-08-23 00:00:00,-0.8436,-0.9762
2006-08-22 00:00:00,-0.9263,-0.9214
2006-08-21 00:00:00,-0.9761,-0.8438
2006-08-18 00:00:00,-0.9931,-0.7851
2006-08-17 00:00:00,-1.0,-0.7128
2006-08-16 00:00:00,-0.9997,-0.6904
2006-08-15 00:00:00,-0.9875,-0.5871
2006-08-14 00:00:00,-0.975,-0.5324
2006-08-11 00:00:00,-0.9221,-0.3784
2006-08-10 00:00:00,-0.8424,-0.2147
2006-08-09 00:00:00,-0.7889,-0.1233
2006-08-08 00:00:00,-0.67,0.0512
2006-08-07 00:00:00,-0.4634,0.2989
2006-08-04 00:00:00,-0.3098,0.4532
2006-08-03 00:00:00,-0.0741,0.6528
2006-08-02 00:00:00,0.1681,0.8159
2006-08-01 00:00:00,0.4834,0.9608
2006-07-31 00:00:00,0.6646,0.9983
2006-07-28 00:00:00,0.8654,0.9663
2006-07-27 00:00:00,0.9719,0.8537
2006-07-26 00:00:00,0.9977,0.6578
2006-07-25 00:00:00,0.902,0.3325
2006-07-24 00:00:00,0.742,0.0506
2006-07-21 00:00:00,0.5953,-0.1472
2006-07-20 00:00:00,0.4827,-0.278
2006-07-19 00:00:00,0.4774,-0.2837
2006-07-18 00:00:00,0.5838,-0.1613
2006-07-17 00:00:00,0.6275,-0.1068
2006-07-14 00:00:00,0.71,0.0042
2006-07-13 00:00:00,0.8919,0.3108
2006-07-12 00:00:00,0.9354,0.4115
2006-07-11 00:00:00,0.9457,0.4389
2006-07-10 00:00:00,0.948,0.4452
2006-07-07 00:00:00,0.9539,0.4623
2006-07-06 00:00:00,0.9563,0.4695
2006-07-05 00:00:00,0.9575,0.473
2006-07-03 00:00:00,0.9531,0.4599
2006-06-30 00:00:00,0.9439,0.434
2006-06-29 00:00:00,0.9384,0.4193
2006-06-28 00:00:00,0.9347,0.4097
2006-06-27 00:00:00,0.9326,0.4043
2006-06-26 00:00:00,0.9202,0.3739
2006-06-23 00:00:00,0.9055,0.3401
2006-06-22 00:00:00,0.889,0.3049
2006-06-21 00:00:00,0.8885,0.3038
2006-06-20 00:00:00,0.8997,0.3276
2006-06-19 00:00:00,0.8975,0.3229
2006-06-16 00:00:00,0.8979,0.3237
2006-06-15 00:00:00,0.9071,0.3438
2006-06-14 00:00:00,0.908,0.3458
2006-06-13 00:00:00,0.9056,0.3404
2006-06-12 00:00:00,0.8737,0.2739
2006-06-09 00:00:00,0.8469,0.2229
2006-06-08 00:00:00,0.8393,0.209
2006-06-07 00:00:00,0.8343,0.2
2006-06-06 00:00:00,0.8349,0.2012
2006-06-05 00:00:00,0.829,0.1907
2006-06-02 00:00:00,0.8182,0.172
2006-06-01 00:00:00,0.7497,0.0622
2006-05-31 00:00:00,0.729,0.0314
2006-05-30 00:00:00,0.6402,-0.0905
2006-05-26 00:00:00,0.4958,-0.2635
2006-05-25 00:00:00,0.4142,-0.3507
2006-05-24 00:00:00,0.1943,-0.5562
2006-05-23 00:00:00,0.0887,-0.6416
2006-05-22 00:00:00,-0.1696,-0.8168
2006-05-19 00:00:00,-0.3018,-0.8875
2006-05-18 00:00:00,-0.5782,-0.9858
2006-05-17 00:00:00,-0.725,-0.9997
2006-05-16 00:00:00,-0.9201,-0.9275
2006-05-15 00:00:00,-0.9979,-0.7515
2006-05-12 00:00:00,-0.9921,-0.6126
2006-05-11 00:00:00,-0.9327,-0.4045
2006-05-10 00:00:00,-0.8395,-0.2094
2006-05-09 00:00:00,-0.7439,-0.0535
2006-05-08 00:00:00,-0.6073,0.1323
2006-05-05 00:00:00,-0.4265,0.3379
2006-05-04 00:00:00,-0.1654,0.5804
2006-05-03 00:00:00,0.3086,0.8908
2006-05-02 00:00:00,0.5997,0.9899
2006-05-01 00:00:00,0.9775,0.5419
2006-04-28 00:00:00,-0.1776,-0.8215
2006-04-27 00:00:00,-0.6072,-0.9912
2006-04-26 00:00:00,-0.8903,-0.9515
2006-04-25 00:00:00,-0.9574,-0.8811
2006-04-24 00:00:00,-0.9949,-0.7751
2006-04-21 00:00:00,-0.9962,-0.6424
2006-04-20 00:00:00,-0.9612,-0.4845
2006-04-19 00:00:00,-0.8773,-0.2809
2006-04-18 00:00:00,-0.8133,-0.1637
2006-04-17 00:00:00,-0.7345,-0.0395
2006-04-13 00:00:00,-0.5273,0.2279
2006-04-12 00:00:00,-0.4009,0.3643
2006-04-11 00:00:00,-0.1169,0.6196
2006-04-10 00:00:00,0.1901,0.8286
2006-04-07 00:00:00,0.5044,0.9672
2006-04-06 00:00:00,0.7892,0.9923
2006-04-05 00:00:00,0.9672,0.8636
2006-04-04 00:00:00,0.9682,0.5078
2006-04-03 00:00:00,0.8778,0.2819
2006-03-31 00:00:00,0.7353,0.0406
2006-03-30 00:00:00,0.622,-0.1139
2006-03-29 00:00:00,0.6521,-0.075
2006-03-28 00:00:00,0.7476,0.059
2006-03-27 00:00:00,0.8417,0.2133
2006-03-24 00:00:00,0.9014,0.3311
2006-03-23 00:00:00,0.9412,0.4267
2006-03-22 00:00:00,0.9698,0.5133
2006-03-21 00:00:00,0.965,0.4969
2006-03-20 00:00:00,0.9367,0.4147
2006-03-17 00:00:00,0.919,0.371
2006-03-16 00:00:00,0.8292,0.1912
2006-03-15 00:00:00,0.7019,-0.0073
2006-03-14 00:00:00,0.5009,-0.2578
2006-03-13 00:00:00,0.2307,-0.5249
2006-03-10 00:00:00,-0.2431,-0.8578
2006-03-09 00:00:00,-0.5285,-0.974
2006-03-08 00:00:00,-0.7816,-0.9938
2006-03-07 00:00:00,-0.9581,-0.88
2006-03-06 00:00:00,-0.9924,-0.6146
2006-03-03 00:00:00,-0.8184,-0.1723
2006-03-02 00:00:00,-0.0632,0.661
2006-03-01 00:00:00,0.35,0.9099
2006-02-28 00:00:00,0.6354,0.9953
2006-02-27 00:00:00,0.8303,0.9812
2006-02-24 00:00:00,0.898,0.9461
2006-02-23 00:00:00,0.9883,0.8069
2006-02-22 00:00:00,0.9939,0.6251
2006-02-21 00:00:00,0.9398,0.4228
2006-02-17 00:00:00,0.8839,0.2944
2006-02-16 00:00:00,0.8237,0.1815
2006-02-15 00:00:00,0.8039,0.1479
2006-02-14 00:00:00,0.8291,0.1909
2006-02-13 00:00:00,0.8265,0.1863
2006-02-10 00:00:00,0.8933,0.3138
2006-02-09 00:00:00,0.9213,0.3765
2006-02-08 00:00:00,0.9214,0.3766
2006-02-07 00:00:00,0.883,0.2925
2006-02-06 00:00:00,0.7986,0.1392
2006-02-03 00:00:00,0.6373,-0.0943
2006-02-02 00:00:00,0.3859,-0.3795
2006-02-01 00:00:00,-0.1222,-0.7882
2006-01-31 00:00:00,-0.4386,-0.9456
2006-01-30 00:00:00,-0.6967,-0.9999
2006-01-27 00:00:00,-0.8826,-0.9566
2006-01-26 00:00:00,-0.9862,-0.8144
2006-01-25 00:00:00,-0.9893,-0.5966
2006-01-24 00:00:00,-0.877,-0.2803
2006-01-23 00:00:00,-0.781,-0.1107
2006-01-20 00:00:00,-0.6356,0.0965
2006-01-19 00:00:00,-0.503,0.2554
2006-01-18 00:00:00,-0.3694,0.3959
2006-01-17 00:00:00,-0.2722,0.4879
2006-01-13 00:00:00,-0.1942,0.5563
2006-01-12 00:00:00,-0.1339,0.6061
2006-01-11 00:00:00,-0.0465,0.6735
2006-01-10 00:00:00,0.1829,0.8245
2006-01-09 00:00:00,0.3802,0.9228
2006-01-06 00:00:00,0.7215,0.9998
2006-01-05 00:00:00,0.9599,0.4805
2006-01-04 00:00:00,-0.1189,-0.7862
2006-01-03 00:00:00,-0.7436,-0.9986
2005-12-30 00:00:00,-0.9163,-0.9311
2005-12-29 00:00:00,-0.9785,-0.8376
2005-12-28 00:00:00,-0.9989,-0.7395
2005-12-27 00:00:00,-0.9968,-0.6484
2005-12-23 00:00:00,-0.9901,-0.6008
2005-12-22 00:00:00,-0.9782,-0.545
2005-12-21 00:00:00,-0.9593,-0.4785
2005-12-20 00:00:00,-0.9215,-0.3771
2005-12-19 00:00:00,-0.8801,-0.2866
2005-12-16 00:00:00,-0.8082,-0.155
2005-12-15 00:00:00,-0.753,-0.0672
2005-12-14 00:00:00,-0.7177,-0.0151
2005-12-13 00:00:00,-0.6928,0.02
2005-12-12 00:00:00,-0.6938,0.0186
2005-12-09 00:00:00,-0.6857,0.0298
2005-12-08 00:00:00,-0.6833,0.0331
2005-12-07 00:00:00,-0.6881,0.0265
2005-12-06 00:00:00,-0.6804,0.0371
2005-12-05 00:00:00,-0.671,0.0498
2005-12-02 00:00:00,-0.675,0.0444
2005-12-01 00:00:00,-0.6756,0.0436
2005-11-30 00:00:00,-0.6584,0.0666
2005-11-29 00:00:00,-0.7191,-0.0171
2005-11-28 00:00:00,-0.7411,-0.0493
2005-11-25 00:00:00,-0.7633,-0.0828
2005-11-23 00:00:00,-0.7616,-0.0804
2005-11-22 00:00:00,-0.7613,-0.0799
2005-11-21 00:00:00,-0.7623,-0.0813
2005-11-18 00:00:00,-0.7721,-0.0966
2005-11-17 00:00:00,-0.7894,-0.1241
2005-11-16 00:00:00,-0.7954,-0.1338
2005-11-15 00:00:00,-0.794,-0.1316
2005-11-14 00:00:00,-0.7881,-0.1219
2005-11-11 00:00:00,-0.8035,-0.1473
2005-11-10 00:00:00,-0.795,-0.1332
2005-11-09 00:00:00,-0.7895,-0.1242
2005-11-08 00:00:00,-0.7874,-0.1208
2005-11-07 00:00:00,-0.8021,-0.1449
2005-11-04 00:00:00,-0.8433,-0.2162
2005-11-03 00:00:00,-0.8818,-0.29
2005-11-02 00:00:00,-0.8776,-0.2816
2005-11-01 00:00:00,-0.8145,-0.1657
2005-10-31 00:00:00,-0.5654,0.1835
2005-10-28 00:00:00,-0.2876,0.4739
2005-10-27 00:00:00,-0.0741,0.6528
2005-10-26 00:00:00,0.2085,0.839
2005-10-25 00:00:00,0.475,0.9581
2005-10-24 00:00:00,0.7203,0.9998
2005-10-21 00:00:00,0.936,0.9107
2005-10-20 00:00:00,0.5927,-0.1504
2005-10-19 00:00:00,-0.4809,-0.96
2005-10-18 00:00:00,-0.6844,-0.9995
2005-10-17 00:00:00,-0.7234,-0.9997
2005-10-14 00:00:00,-0.771,-0.9955
2005-10-13 00:00:00,-0.8916,-0.9507
2005-10-12 00:00:00,-0.9652,-0.8675
2005-10-11 00:00:00,-0.9982,-0.7478
2005-10-10 00:00:00,-0.9973,-0.6532
2005-10-07 00:00:00,-0.9844,-0.5715
2005-10-06 00:00:00,-0.966,-0.5004
2005-10-05 00:00:00,-0.9644,-0.495
2005-10-04 00:00:00,-0.9468,-0.4418
2005-10-03 00:00:00,-0.9328,-0.4047
2005-09-30 00:00:00,-0.8941,-0.3155
2005-09-29 00:00:00,-0.8556,-0.239
2005-09-28 00:00:00,-0.8313,-0.1948
2005-09-27 00:00:00,-0.7871,-0.1203
2005-09-26 00:00:00,-0.8083,-0.1552
2005-09-23 00:00:00,-0.8061,-0.1516
2005-09-22 00:00:00,-0.7954,-0.1339
2005-09-21 00:00:00,-0.7766,-0.1037
2005-09-20 00:00:00,-0.7252,-0.026
2005-09-19 00:00:00,-0.664,0.0592
2005-09-16 00:00:00,-0.6243,0.1109
2005-09-15 00:00:00,-0.5569,0.1935
2005-09-14 00:00:00,-0.4051,0.36
2005-09-13 00:00:00,-0.226,0.529
2005-09-12 00:00:00,-0.0438,0.6754
2005-09-09 00:00:00,0.1311,0.7937
2005-09-08 00:00:00,0.3178,0.8952
2005-09-07 00:00:00,-0.2779,0.4827
2005-09-06 00:00:00,-0.8227,-0.9837
2005-09-02 00:00:00,-0.8611,-0.9684
2005-09-01 00:00:00,-0.9295,-0.9181
2005-08-31 00:00:00,-0.996,-0.7672
2005-08-30 00:00:00,-0.9978,-0.6582
2005-08-29 00:00:00,-0.9723,-0.5222
2005-08-26 00:00:00,-0.9124,-0.3557
2005-08-25 00:00:00,-0.745,-0.055
2005-08-24 00:00:00,-0.5188,0.2377
2005-08-23 00:00:00,-0.335,0.4293
2005-08-22 00:00:00,-0.14,0.6011
2005-08-19 00:00:00,0.0597,0.7481
2005-08-18 00:00:00,0.1902,0.8287
2005-08-17 00:00:00,-0.1822,0.5665
2005-08-16 00:00:00,-0.999,-0.6744
2005-08-15 00:00:00,-0.957,-0.8818
2005-08-12 00:00:00,-0.9821,-0.8277
2005-08-11 00:00:00,-0.994,-0.7802
2005-08-10 00:00:00,-1.0,-0.7094
2005-08-09 00:00:00,-0.9945,-0.6291
2005-08-08 00:00:00,-0.9788,-0.5475
2005-08-05 00:00:00,-0.9647,-0.496
2005-08-04 00:00:00,-0.9284,-0.3938
2005-08-03 00:00:00,-0.8796,-0.2856
2005-08-02 00:00:00,-0.8475,-0.224
2005-08-01 00:00:00,-0.808,-0.1547
2005-07-29 00:00:00,-0.724,-0.0241
2005-07-28 00:00:00,-0.676,0.0431
2005-07-27 00:00:00,-0.6327,0.1001
2005-07-26 00:00:00,-0.6369,0.0948
2005-07-25 00:00:00,-0.5984,0.1434
2005-07-22 00:00:00,-0.562,0.1875
2005-07-21 00:00:00,-0.529,0.226
2005-07-20 00:00:00,-0.4932,0.2664
2005-07-19 00:00:00,-0.4142,0.3507
2005-07-18 00:00:00,-0.1667,0.5793
2005-07-15 00:00:00,0.0837,0.7638
2005-07-14 00:00:00,0.3788,0.9222
2005-07-13 00:00:00,0.7075,1.0
2005-07-12 00:00:00,0.9833,0.8241
2005-07-11 00:00:00,0.9287,0.3945
2005-07-08 00:00:00,0.463,-0.2994
2005-07-07 00:00:00,-0.3909,-0.9273
2005-07-06 00:00:00,-0.6881,-0.9996
2005-07-05 00:00:00,-0.8957,-0.9478
2005-07-01 00:00:00,-0.9952,-0.6348
2005-06-30 00:00:00,-0.7491,-0.0613
2005-06-29 00:00:00,-0.189,0.5607
2005-06-28 00:00:00,0.5479,0.9789
2005-06-27 00:00:00,0.6331,0.995
2005-06-24 00:00:00,0.8296,0.9814
2005-06-23 00:00:00,0.9479,0.8955
2005-06-22 00:00:00,0.9983,0.7472
2005-06-21 00:00:00,0.9781,0.5446
2005-06-20 00:00:00,0.8867,0.3
2005-06-17 00:00:00,0.7057,-0.0019
2005-06-16 00:00:00,0.4091,-0.3559
2005-06-15 00:00:00,0.2719,-0.4882
2005-06-14 00:00:00,-0.0675,-0.7533
2005-06-13 00:00:00,-0.4076,-0.9339
2005-06-10 00:00:00,-0.5504,-0.9796
2005-06-09 00:00:00,-0.8046,-0.9888
2005-06-08 00:00:00,-0.9482,-0.8951
2005-06-07 00:00:00,-0.9995,-0.7284
2005-06-06 00:00:00,-0.969,-0.5106
2005-06-03 00:00:00,-0.8661,-0.2589
2005-06-02 00:00:00,-0.7027,0.0063
2005-06-01 00:00:00,-0.5019,0.2566
2005-05-31 00:00:00,-0.2674,0.4923
2005-05-27 00:00:00,0.0756,0.7585
2005-05-26 00:00:00,0.3304,0.901
2005-05-25 00:00:00,0.6482,0.9968
2005-05-24 00:00:00,0.9366,0.9101
2005-05-23 00:00:00,0.9209,0.3757
2005-05-20 00:00:00,0.4249,-0.3397
2005-05-19 00:00:00,-0.007,-0.712
2005-05-18 00:00:00,-0.3547,-0.9119
2005-05-17 00:00:00,-0.5985,-0.9897
2005-05-16 00:00:00,-0.8433,-0.9763
2005-05-13 00:00:00,-1.0,-0.7139
2005-05-12 00:00:00,-0.073,0.6536
2005-05-11 00:00:00,0.5501,0.9795
2005-05-10 00:00:00,0.7472,0.9983
2005-05-09 00:00:00,0.8612,0.9684
2005-05-06 00:00:00,0.9385,0.9078
2005-05-05 00:00:00,0.9825,0.8265
2005-05-04 00:00:00,0.9999,0.718
2005-05-03 00:00:00,0.9854,0.5762
2005-05-02 00:00:00,0.8965,0.3207
2005-04-29 00:00:00,0.8103,0.1587
2005-04-28 00:00:00,0.6754,-0.0438
2005-04-27 00:00:00,0.5625,-0.1869
2005-04-26 00:00:00,0.4194,-0.3454
2005-04-25 00:00:00,0.3016,-0.4609
2005-04-22 00:00:00,0.2007,-0.5508
2005-04-21 00:00:00,0.0932,-0.6381
2005-04-20 00:00:00,-0.0382,-0.7336
2005-04-19 00:00:00,-0.2449,-0.8587
2005-04-18 00:00:00,-0.3218,-0.8971
2005-04-15 00:00:00,-0.4944,-0.9642
2005-04-14 00:00:00,-0.6999,-0.9999
2005-04-13 00:00:00,-0.8634,-0.9672
2005-04-12 00:00:00,-0.9445,-0.9002
2005-04-11 00:00:00,-0.9906,-0.7973
2005-04-08 00:00:00,-0.9935,-0.6219
2005-04-07 00:00:00,-0.9396,-0.4223
2005-04-06 00:00:00,-0.7759,-0.1025
2005-04-05 00:00:00,-0.0639,0.6605
2005-04-04 00:00:00,0.5018,0.9665
2005-04-01 00:00:00,0.7065,1.0
2005-03-31 00:00:00,0.8003,0.9899
2005-03-30 00:00:00,0.8749,0.9611
2005-03-29 00:00:00,0.9327,0.9145
2005-03-28 00:00:00,0.9456,0.8987
2005-03-24 00:00:00,0.9949,0.7747
2005-03-23 00:00:00,0.9995,0.684
2005-03-22 00:00:00,0.9858,0.5782
2005-03-21 00:00:00,0.9509,0.4535
2005-03-18 00:00:00,0.8518,0.232
2005-03-17 00:00:00,0.7144,0.0104
2005-03-16 00:00:00,0.6058,-0.1342
2005-03-15 00:00:00,0.4324,-0.3318
2005-03-14 00:00:00,0.2497,-0.5082
2005-03-11 00:00:00,0.0546,-0.6674
2005-03-10 00:00:00,-0.1489,-0.8045
2005-03-09 00:00:00,-0.2538,-0.8634
2005-03-08 00:00:00,-0.3638,-0.9159
2005-03-07 00:00:00,-0.5372,-0.9763
2005-03-04 00:00:00,-0.7535,-0.9977
2005-03-03 00:00:00,-0.9446,-0.9001
2005-03-02 00:00:00,-0.9993,-0.6805
2005-03-01 00:00:00,-0.9296,-0.3968
2005-02-28 00:00:00,-0.7912,-0.127
2005-02-25 00:00:00,-0.69,0.0239
2005-02-24 00:00:00,-0.6804,0.037
2005-02-23 00:00:00,-0.6799,0.0378
2005-02-22 00:00:00,-0.67,0.0512
2005-02-18 00:00:00,-0.6542,0.0722
2005-02-17 00:00:00,-0.6637,0.0595
2005-02-16 00:00:00,-0.6847,0.0312
2005-02-15 00:00:00,-0.6902,0.0237
2005-02-14 00:00:00,-0.6612,0.0629
2005-02-11 00:00:00,-0.6237,0.1117
2005-02-10 00:00:00,-0.5713,0.1763
2005-02-09 00:00:00,-0.4974,0.2617
2005-02-08 00:00:00,-0.446,0.3175
2005-02-07 00:00:00,-0.4064,0.3587
2005-02-04 00:00:00,-0.4697,0.2922
2005-02-03 00:00:00,-0.5147,0.2423
2005-02-02 00:00:00,-0.583,0.1623
2005-02-01 00:00:00,-0.6349,0.0974
2005-01-31 00:00:00,-0.6586,0.0663
2005-01-28 00:00:00,-0.6694,0.0519
2005-01-27 00:00:00,-0.6618,0.0622
2005-01-26 00:00:00,-0.6491,0.0789
2005-01-25 00:00:00,-0.6603,0.0641
2005-01-24 00:00:00,-0.6366,0.0951
2005-01-21 00:00:00,-0.569,0.1791
2005-01-20 00:00:00,-0.5027,0.2558
2005-01-19 00:00:00,-0.4708,0.2909
2005-01-18 00:00:00,-0.424,0.3406
2005-01-14 00:00:00,-0.4322,0.332
2005-01-13 00:00:00,-0.3455,0.4192
2005-01-12 00:00:00,-0.1127,0.6229
2005-01-11 00:00:00,0.2137,0.8419
2005-01-10 00:00:00,0.5066,0.9679
2005-01-07 00:00:00,0.7944,0.9912
2005-01-06 00:00:00,0.9966,0.646
2005-01-05 00:00:00,0.8721,0.2706
2005-01-04 00:00:00,0.5962,-0.1462
2005-01-03 00:00:00,0.3028,-0.4598
2004-12-31 00:00:00,0.0993,-0.6334
2004-12-30 00:00:00,0.1655,-0.5804
2004-12-29 00:00:00,0.964,0.4938
2004-12-28 00:00:00,0.9681,0.8617
2004-12-27 00:00:00,0.9457,0.4389
2004-12-23 00:00:00,0.5298,-0.2251
2004-12-22 00:00:00,-0.586,-0.9873
2004-12-21 00:00:00,-0.7652,-0.9963
2004-12-20 00:00:00,-0.9303,-0.9172
2004-12-17 00:00:00,-0.994,-0.7802
2004-12-16 00:00:00,-0.9941,-0.6262
2004-12-15 00:00:00,-0.9566,-0.4705
2004-12-14 00:00:00,-0.8866,-0.2999
2004-12-13 00:00:00,-0.8266,-0.1865
2004-12-10 00:00:00,-0.7352,-0.0406
2004-12-09 00:00:00,-0.6572,0.0682
2004-12-08 00:00:00,-0.633,0.0998
2004-12-07 00:00:00,-0.6209,0.1152
2004-12-06 00:00:00,-0.6119,0.1266
2004-12-03 00:00:00,-0.6082,0.1312
2004-12-02 00:00:00,-0.6258,0.1091
2004-12-01 00:00:00,-0.6815,0.0355
2004-11-30 00:00:00,-0.7306,-0.0339
2004-11-29 00:00:00,-0.7695,-0.0925
2004-11-26 00:00:00,-0.84,-0.2103
2004-11-24 00:00:00,-0.8896,-0.3062
2004-11-23 00:00:00,-0.927,-0.3903
2004-11-22 00:00:00,-0.9391,-0.421
2004-11-19 00:00:00,-0.9464,-0.4408
2004-11-18 00:00:00,-0.935,-0.4104
2004-11-17 00:00:00,-0.9383,-0.419
2004-11-16 00:00:00,-0.9281,-0.3931
2004-11-15 00:00:00,-0.9173,-0.3671
2004-11-12 00:00:00,-0.9058,-0.341
2004-11-11 00:00:00,-0.9092,-0.3485
2004-11-10 00:00:00,-0.9004,-0.329
2004-11-09 00:00:00,-0.8885,-0.3037
2004-11-08 00:00:00,-0.8709,-0.2684
2004-11-05 00:00:00,-0.8496,-0.2277
2004-11-04 00:00:00,-0.8494,-0.2274
2004-11-03 00:00:00,-0.8256,-0.1847
2004-11-02 00:00:00,-0.8006,-0.1424
2004-11-01 00:00:00,-0.7632,-0.0827
2004-10-29 00:00:00,-0.6862,0.0292
2004-10-28 00:00:00,-0.6128,0.1255
2004-10-27 00:00:00,-0.5453,0.2072
2004-10-26 00:00:00,-0.4787,0.2823
2004-10-25 00:00:00,-0.4051,0.36
2004-10-22 00:00:00,-0.3234,0.4405
2004-10-21 00:00:00,-0.3168,0.4466
2004-10-20 00:00:00,-0.3888,0.3765
2004-10-19 00:00:00,-0.4763,0.2849
2004-10-18 00:00:00,-0.6073,0.1323
2004-10-15 00:00:00,-0.7467,-0.0576
2004-10-14 00:00:00,-0.8106,-0.1591
2004-10-13 00:00:00,-0.7972,-0.1369
2004-10-12 00:00:00,-0.7454,-0.0557
2004-10-11 00:00:00,-0.678,0.0404
2004-10-08 00:00:00,-0.6566,0.0691
2004-10-07 00:00:00,-0.662,0.0619
2004-10-06 00:00:00,-0.6911,0.0224
2004-10-05 00:00:00,-0.8032,-0.1467
2004-10-04 00:00:00,-0.8651,-0.257
2004-10-01 00:00:00,-0.9242,-0.3836
2004-09-30 00:00:00,-0.9301,-0.3979
2004-09-29 00:00:00,-0.9213,-0.3765
2004-09-28 00:00:00,-0.9105,-0.3515
2004-09-27 00:00:00,-0.9102,-0.3507
2004-09-24 00:00:00,-0.9075,-0.3446
2004-09-23 00:00:00,-0.8852,-0.297
2004-09-22 00:00:00,-0.8823,-0.2911
2004-09-21 00:00:00,-0.8828,-0.2921
2004-09-20 00:00:00,-0.8865,-0.2997
2004-09-17 00:00:00,-0.8828,-0.2921
2004-09-16 00:00:00,-0.84,-0.2103
2004-09-15 00:00:00,-0.8127,-0.1627
2004-09-14 00:00:00,-0.7762,-0.1031
2004-09-13 00:00:00,-0.7358,-0.0414
2004-09-10 00:00:00,-0.6577,0.0676
2004-09-09 00:00:00,-0.5849,0.16
2004-09-08 00:00:00,-0.5359,0.2181
2004-09-07 00:00:00,-0.4905,0.2694
2004-09-03 00:00:00,-0.4455,0.3181
2004-09-02 00:00:00,-0.3979,0.3674
2004-09-01 00:00:00,-0.3672,0.398
2004-08-31 00:00:00,-0.2904,0.4713
2004-08-30 00:00:00,-0.197,0.554
2004-08-27 00:00:00,-0.0982,0.6343
2004-08-26 00:00:00,0.0401,0.7349
2004-08-25 00:00:00,0.2503,0.8616
2004-08-24 00:00:00,0.7461,0.9984
2004-08-23 00:00:00,0.8997,0.9449
2004-08-20 00:00:00,0.9739,0.8492
2004-08-19 00:00:00,0.9997,0.6909
2004-08-18 00:00:00,0.9507,0.4531
2004-08-17 00:00:00,0.6524,-0.0746
2004-08-16 00:00:00,0.4726,-0.289
2004-08-13 00:00:00,0.29,-0.4717
2004-08-12 00:00:00,0.1271,-0.6115
2004-08-11 00:00:00,-0.102,-0.7756
2004-08-10 00:00:00,-0.4301,-0.9425
2004-08-09 00:00:00,-0.706,-1.0
2004-08-06 00:00:00,-0.9254,-0.9224
2004-08-05 00:00:00,-0.9939,-0.7806
2004-08-04 00:00:00,-0.9619,-0.4867
2004-08-03 00:00:00,-0.8458,-0.2209
2004-08-02 00:00:00,-0.4237,0.3409
2004-07-30 00:00:00,0.1187,0.786
2004-07-29 00:00:00,0.5722,0.9845
2004-07-28 00:00:00,0.8511,0.973
2004-07-27 00:00:00,0.9814,0.8297
2004-07-26 00:00:00,0.9999,0.6992
2004-07-23 00:00:00,0.9962,0.6428
2004-07-22 00:00:00,0.9007,0.3297
2004-07-21 00:00:00,0.7192,0.0173
2004-07-20 00:00:00,0.3037,-0.459
2004-07-19 00:00:00,-0.0063,-0.7115
2004-07-16 00:00:00,-0.2875,-0.8806
2004-07-15 00:00:00,-0.5208,-0.9719
2004-07-14 00:00:00,-0.7015,-1.0
2004-07-13 00:00:00,-0.7837,-0.9934
2004-07-12 00:00:00,-0.9042,-0.9414
2004-07-09 00:00:00,-0.9745,-0.8478
2004-07-08 00:00:00,-0.9992,-0.7351
