date,MFI
2002-08-02 00:00:00,38.5443
2002-08-05 00:00:00,38.8399
2002-08-06 00:00:00,42.1753
2002-08-07 00:00:00,45.8052
2002-08-08 00:00:00,44.3227
2002-08-09 00:00:00,46.2105
2002-08-12 00:00:00,42.5242
2002-08-13 00:00:00,36.6015
2002-08-14 00:00:00,48.1006
2002-08-15 00:00:00,55.4686
2002-08-16 00:00:00,61.0137
2002-08-19 00:00:00,59.6612
2002-08-20 00:00:00,61.7692
2002-08-21 00:00:00,60.4115
2002-08-22 00:00:00,67.9778
2002-08-23 00:00:00,68.3252
2002-08-26 00:00:00,63.9314
2002-08-27 00:00:00,57.8792
2002-08-28 00:00:00,52.2298
2002-08-29 00:00:00,52.9617
2002-08-30 00:00:00,56.7487
2002-09-03 00:00:00,55.945
2002-09-04 00:00:00,57.1718
2002-09-05 00:00:00,51.7746
2002-09-06 00:00:00,51.2264
2002-09-09 00:00:00,51.8075
2002-09-10 00:00:00,51.1714
2002-09-11 00:00:00,56.0001
2002-09-12 00:00:00,49.1052
2002-09-13 00:00:00,42.5319
2002-09-16 00:00:00,42.7601
2002-09-17 00:00:00,45.0544
2002-09-18 00:00:00,50.5135
2002-09-19 00:00:00,46.2661
2002-09-20 00:00:00,47.0527
2002-09-23 00:00:00,46.2291
2002-09-24 00:00:00,45.7994
2002-09-25 00:00:00,50.8706
2002-09-26 00:00:00,51.2634
2002-09-27 00:00:00,50.8585
2002-09-30 00:00:00,46.7631
2002-10-01 00:00:00,46.1728
2002-10-02 00:00:00,39.7926
2002-10-03 00:00:00,43.9999
2002-10-04 00:00:00,40.4661
2002-10-07 00:00:00,39.8643
2002-10-08 00:00:00,38.535
2002-10-09 00:00:00,34.0101
2002-10-10 00:00:00,39.256
2002-10-11 00:00:00,44.3528
2002-10-14 00:00:00,43.4764
2002-10-15 00:00:00,43.3172
2002-10-16 00:00:00,37.3913
2002-10-17 00:00:00,35.7637
2002-10-18 00:00:00,34.8924
2002-10-21 00:00:00,39.2788
2002-10-22 00:00:00,43.4231
2002-10-23 00:00:00,42.9269
2002-10-24 00:00:00,46.4224
2002-10-25 00:00:00,50.9302
2002-10-28 00:00:00,56.2239
2002-10-29 00:00:00,56.8522
2002-10-30 00:00:00,61.3113
2002-10-31 00:00:00,62.0628
2002-11-01 00:00:00,65.3861
2002-11-04 00:00:00,70.3844
2002-11-05 00:00:00,72.5758
2002-11-06 00:00:00,77.9331
2002-11-07 00:00:00,71.7934
2002-11-08 00:00:00,67.8092
2002-11-11 00:00:00,64.81
2002-11-12 00:00:00,63.683
2002-11-13 00:00:00,64.3964
2002-11-14 00:00:00,71.0913
2002-11-15 00:00:00,67.0507
2002-11-18 00:00:00,63.1535
2002-11-19 00:00:00,58.7916
2002-11-20 00:00:00,58.8714
2002-11-21 00:00:00,61.0732
2002-11-22 00:00:00,56.0661
2002-11-25 00:00:00,50.5177
2002-11-26 00:00:00,50.6981
2002-11-27 00:00:00,50.8165
2002-11-29 00:00:00,46.0184
2002-12-02 00:00:00,40.0801
2002-12-03 00:00:00,32.9425
2002-12-04 00:00:00,32.355
2002-12-05 00:00:00,27.4099
2002-12-06 00:00:00,33.1618
2002-12-09 00:00:00,32.9435
2002-12-10 00:00:00,38.1578
2002-12-11 00:00:00,38.4768
2002-12-12 00:00:00,39.1775
2002-12-13 00:00:00,36.0073
2002-12-16 00:00:00,35.4511
2002-12-17 00:00:00,39.4896
2002-12-18 00:00:00,40.0312
2002-12-19 00:00:00,34.9001
2002-12-20 00:00:00,26.883
2002-12-23 00:00:00,30.0562
2002-12-24 00:00:00,31.1763
2002-12-26 00:00:00,34.1561
2002-12-27 00:00:00,28.948
2002-12-30 00:00:00,28.9768
2002-12-31 00:00:00,35.231
2003-01-02 00:00:00,40.1331
2003-01-03 00:00:00,45.7969
2003-01-06 00:00:00,53.8838
2003-01-07 00:00:00,46.6708
2003-01-08 00:00:00,46.7829
2003-01-09 00:00:00,45.4298
2003-01-10 00:00:00,39.77
2003-01-13 00:00:00,39.5385
2003-01-14 00:00:00,43.9998
2003-01-15 00:00:00,42.8124
2003-01-16 00:00:00,47.0125
2003-01-17 00:00:00,45.8908
2003-01-21 00:00:00,46.8889
2003-01-22 00:00:00,47.9935
2003-01-23 00:00:00,49.1261
2003-01-24 00:00:00,46.5114
2003-01-27 00:00:00,49.6358
2003-01-28 00:00:00,53.1102
2003-01-29 00:00:00,54.6687
2003-01-30 00:00:00,56.4748
2003-01-31 00:00:00,51.5364
2003-02-03 00:00:00,52.5487
2003-02-04 00:00:00,46.0175
2003-02-05 00:00:00,51.2439
2003-02-06 00:00:00,51.7503
2003-02-07 00:00:00,47.2329
2003-02-10 00:00:00,50.4273
2003-02-11 00:00:00,53.6484
2003-02-12 00:00:00,53.9822
2003-02-13 00:00:00,59.6446
2003-02-14 00:00:00,57.0481
2003-02-18 00:00:00,62.7018
2003-02-19 00:00:00,62.706
2003-02-20 00:00:00,62.4242
2003-02-21 00:00:00,61.9565
2003-02-24 00:00:00,63.3983
2003-02-25 00:00:00,61.916
2003-02-26 00:00:00,56.5263
2003-02-27 00:00:00,57.9827
2003-02-28 00:00:00,56.0418
2003-03-03 00:00:00,57.7013
2003-03-04 00:00:00,53.2838
2003-03-05 00:00:00,58.9656
2003-03-06 00:00:00,55.1138
2003-03-07 00:00:00,54.7896
2003-03-10 00:00:00,56.6836
2003-03-11 00:00:00,52.4183
2003-03-12 00:00:00,47.423
2003-03-13 00:00:00,48.8772
2003-03-14 00:00:00,48.2002
2003-03-17 00:00:00,50.3253
2003-03-18 00:00:00,49.5144
2003-03-19 00:00:00,50.795
2003-03-20 00:00:00,51.6177
2003-03-21 00:00:00,53.3898
2003-03-24 00:00:00,53.6502
2003-03-25 00:00:00,53.3549
2003-03-26 00:00:00,53.9314
2003-03-27 00:00:00,53.5147
2003-03-28 00:00:00,52.8353
2003-03-31 00:00:00,52.2299
2003-04-01 00:00:00,51.912
2003-04-02 00:00:00,52.4466
2003-04-03 00:00:00,51.8424
2003-04-04 00:00:00,52.5745
2003-04-07 00:00:00,56.7101
2003-04-08 00:00:00,57.1396
