date,KAMA
2002-11-12 00:00:00,15.9379
2002-11-13 00:00:00,15.9296
2002-11-14 00:00:00,15.9526
2002-11-15 00:00:00,15.9525
2002-11-18 00:00:00,15.9453
2002-11-19 00:00:00,15.9372
2002-11-20 00:00:00,15.9317
2002-11-21 00:00:00,15.9461
2002-11-22 00:00:00,15.9468
2002-11-25 00:00:00,15.947
2002-11-26 00:00:00,15.9447
2002-11-27 00:00:00,15.9431
2002-11-29 00:00:00,15.938
2002-12-02 00:00:00,15.9203
2002-12-03 00:00:00,15.8891
2002-12-04 00:00:00,15.8467
2002-12-05 00:00:00,15.7608
2002-12-06 00:00:00,15.7408
2002-12-09 00:00:00,15.7155
2002-12-10 00:00:00,15.7131
2002-12-11 00:00:00,15.7117
2002-12-12 00:00:00,15.7064
2002-12-13 00:00:00,15.6674
2002-12-16 00:00:00,15.643
2002-12-17 00:00:00,15.6347
2002-12-18 00:00:00,15.616
2002-12-19 00:00:00,15.5639
2002-12-20 00:00:00,15.4313
2002-12-23 00:00:00,15.3816
2002-12-24 00:00:00,15.3244
2002-12-26 00:00:00,15.2932
2002-12-27 00:00:00,15.2105
2002-12-30 00:00:00,15.1453
2002-12-31 00:00:00,15.1218
2003-01-02 00:00:00,15.1182
2003-01-03 00:00:00,15.1171
2003-01-06 00:00:00,15.115
2003-01-07 00:00:00,15.1134
2003-01-08 00:00:00,15.1089
2003-01-09 00:00:00,15.0994
2003-01-10 00:00:00,15.0877
2003-01-13 00:00:00,15.0773
2003-01-14 00:00:00,15.0731
2003-01-15 00:00:00,15.0617
2003-01-16 00:00:00,15.053
2003-01-17 00:00:00,15.0338
2003-01-21 00:00:00,15.0243
2003-01-22 00:00:00,15.0104
2003-01-23 00:00:00,14.998
2003-01-24 00:00:00,14.9682
2003-01-27 00:00:00,14.9588
2003-01-28 00:00:00,14.9511
2003-01-29 00:00:00,14.9437
2003-01-30 00:00:00,14.941
2003-01-31 00:00:00,14.9298
2003-02-03 00:00:00,14.927
2003-02-04 00:00:00,14.9229
2003-02-05 00:00:00,14.9155
2003-02-06 00:00:00,14.912
2003-02-07 00:00:00,14.8953
2003-02-10 00:00:00,14.8873
2003-02-11 00:00:00,14.8811
2003-02-12 00:00:00,14.8763
2003-02-13 00:00:00,14.8741
2003-02-14 00:00:00,14.873
2003-02-18 00:00:00,14.8969
2003-02-19 00:00:00,14.8954
2003-02-20 00:00:00,14.8907
2003-02-21 00:00:00,14.8945
2003-02-24 00:00:00,14.8879
2003-02-25 00:00:00,14.8932
2003-02-26 00:00:00,14.8909
2003-02-27 00:00:00,14.8906
2003-02-28 00:00:00,14.8937
2003-03-03 00:00:00,14.8912
2003-03-04 00:00:00,14.8891
2003-03-05 00:00:00,14.8879
2003-03-06 00:00:00,14.8858
2003-03-07 00:00:00,14.8836
2003-03-10 00:00:00,14.8789
2003-03-11 00:00:00,14.8745
2003-03-12 00:00:00,14.8699
2003-03-13 00:00:00,14.8682
2003-03-14 00:00:00,14.8674
2003-03-17 00:00:00,14.8691
2003-03-18 00:00:00,14.8705
2003-03-19 00:00:00,14.871
2003-03-20 00:00:00,14.8713
2003-03-21 00:00:00,14.8719
2003-03-24 00:00:00,14.8643
2003-03-25 00:00:00,14.8581
2003-03-26 00:00:00,14.8552
2003-03-27 00:00:00,14.8483
2003-03-28 00:00:00,14.8418
2003-03-31 00:00:00,14.8228
2003-04-01 00:00:00,14.8089
2003-04-02 00:00:00,14.808
2003-04-03 00:00:00,14.8056
2003-04-04 00:00:00,14.8028
2003-04-07 00:00:00,14.8005
2003-04-08 00:00:00,14.7966
