date,CCI
2002-02-01 00:00:00,146.1647
2002-02-04 00:00:00,160.9756
2002-02-05 00:00:00,165.3646
2002-02-06 00:00:00,113.2788
2002-02-07 00:00:00,83.553
2002-02-08 00:00:00,48.7461
2002-02-11 00:00:00,72.398
2002-02-12 00:00:00,73.8755
2002-02-13 00:00:00,80.8776
2002-02-14 00:00:00,60.4344
2002-02-15 00:00:00,20.5201
2002-02-19 00:00:00,-82.5707
2002-02-20 00:00:00,-100.8947
2002-02-21 00:00:00,-170.2874
2002-02-22 00:00:00,-125.2357
2002-02-25 00:00:00,-31.526
2002-02-26 00:00:00,-23.9737
2002-02-27 00:00:00,-130.6727
2002-02-28 00:00:00,-144.4713
2002-03-01 00:00:00,-62.9096
2002-03-04 00:00:00,5.4173
2002-03-05 00:00:00,3.6152
2002-03-06 00:00:00,10.4397
2002-03-07 00:00:00,47.4895
2002-03-08 00:00:00,89.7961
2002-03-11 00:00:00,90.3089
2002-03-12 00:00:00,70.6055
2002-03-13 00:00:00,70.4837
2002-03-14 00:00:00,59.0451
2002-03-15 00:00:00,94.7219
2002-03-18 00:00:00,89.4564
2002-03-19 00:00:00,91.3066
2002-03-20 00:00:00,87.3493
2002-03-21 00:00:00,2.2676
2002-03-22 00:00:00,17.9404
2002-03-25 00:00:00,-48.2642
2002-03-26 00:00:00,-64.7705
2002-03-27 00:00:00,-64.4365
2002-03-28 00:00:00,-64.1562
2002-04-01 00:00:00,-7.161
2002-04-02 00:00:00,-19.966
2002-04-03 00:00:00,-44.0051
2002-04-04 00:00:00,49.6466
2002-04-05 00:00:00,65.9999
2002-04-08 00:00:00,14.3698
2002-04-09 00:00:00,23.9143
2002-04-10 00:00:00,53.8335
2002-04-11 00:00:00,114.2705
2002-04-12 00:00:00,101.153
2002-04-15 00:00:00,104.0368
2002-04-16 00:00:00,177.2664
2002-04-17 00:00:00,185.0293
2002-04-18 00:00:00,101.2154
2002-04-19 00:00:00,76.1933
2002-04-22 00:00:00,7.3172
2002-04-23 00:00:00,-22.1078
2002-04-24 00:00:00,-81.1795
2002-04-25 00:00:00,-85.6794
2002-04-26 00:00:00,-159.3303
2002-04-29 00:00:00,-117.4644
2002-04-30 00:00:00,-59.6149
2002-05-01 00:00:00,-93.6538
2002-05-02 00:00:00,-83.9783
2002-05-03 00:00:00,-99.9236
2002-05-06 00:00:00,-165.6929
2002-05-07 00:00:00,-169.1149
2002-05-08 00:00:00,-29.1785
2002-05-09 00:00:00,-13.0911
2002-05-10 00:00:00,-65.3575
2002-05-13 00:00:00,-48.6692
2002-05-14 00:00:00,121.4331
2002-05-15 00:00:00,154.5293
2002-05-16 00:00:00,129.9299
2002-05-17 00:00:00,129.5295
2002-05-20 00:00:00,79.0084
2002-05-21 00:00:00,-10.8294
2002-05-22 00:00:00,-4.8845
2002-05-23 00:00:00,83.6608
2002-05-24 00:00:00,27.0502
2002-05-28 00:00:00,-31.0378
2002-05-29 00:00:00,-19.7861
2002-05-30 00:00:00,-12.3899
2002-05-31 00:00:00,-58.3892
2002-06-03 00:00:00,-120.8066
2002-06-04 00:00:00,-151.7771
2002-06-05 00:00:00,-155.2583
2002-06-06 00:00:00,-151.0954
2002-06-07 00:00:00,-203.7529
2002-06-10 00:00:00,-161.1039
2002-06-11 00:00:00,-170.3302
2002-06-12 00:00:00,-170.17
2002-06-13 00:00:00,-171.1617
2002-06-14 00:00:00,-153.2431
2002-06-17 00:00:00,-102.5588
2002-06-18 00:00:00,-94.0408
2002-06-19 00:00:00,-187.334
2002-06-20 00:00:00,-161.1947
2002-06-21 00:00:00,-146.5068
2002-06-24 00:00:00,-124.4848
2002-06-25 00:00:00,-111.8096
2002-06-26 00:00:00,-119.6792
2002-06-27 00:00:00,-97.1631
2002-06-28 00:00:00,-69.686
2002-07-01 00:00:00,-67.5326
2002-07-02 00:00:00,-71.8469
2002-07-03 00:00:00,-53.6159
2002-07-05 00:00:00,-6.0393
2002-07-08 00:00:00,-13.2283
2002-07-09 00:00:00,-23.6357
2002-07-10 00:00:00,-28.3428
2002-07-11 00:00:00,-2.1343
2002-07-12 00:00:00,3.3708
2002-07-15 00:00:00,15.2126
2002-07-16 00:00:00,51.2083
2002-07-17 00:00:00,-252.9721
2002-07-18 00:00:00,-261.6996
2002-07-19 00:00:00,-218.5549
2002-07-22 00:00:00,-172.0043
2002-07-23 00:00:00,-154.0041
2002-07-24 00:00:00,-117.1002
2002-07-25 00:00:00,-122.1873
2002-07-26 00:00:00,-113.6921
2002-07-29 00:00:00,-74.9032
2002-07-30 00:00:00,-53.4546
2002-07-31 00:00:00,-47.6169
2002-08-01 00:00:00,-52.3849
2002-08-02 00:00:00,-67.0792
2002-08-05 00:00:00,-80.5759
2002-08-06 00:00:00,-52.6552
2002-08-07 00:00:00,-35.5231
2002-08-08 00:00:00,-13.2653
2002-08-09 00:00:00,-18.6404
2002-08-12 00:00:00,-19.3414
2002-08-13 00:00:00,-20.7313
2002-08-14 00:00:00,58.7713
2002-08-15 00:00:00,175.0572
2002-08-16 00:00:00,210.6863
2002-08-19 00:00:00,216.0519
2002-08-20 00:00:00,158.4205
2002-08-21 00:00:00,145.7373
2002-08-22 00:00:00,129.8614
2002-08-23 00:00:00,79.6111
2002-08-26 00:00:00,48.4157
2002-08-27 00:00:00,-20.7686
2002-08-28 00:00:00,-58.8515
2002-08-29 00:00:00,-64.9239
2002-08-30 00:00:00,-59.3229
2002-09-03 00:00:00,-150.6729
2002-09-04 00:00:00,-107.9316
2002-09-05 00:00:00,-135.4283
2002-09-06 00:00:00,-93.5998
2002-09-09 00:00:00,-93.724
2002-09-10 00:00:00,-89.8598
2002-09-11 00:00:00,-80.8638
2002-09-12 00:00:00,-81.9665
2002-09-13 00:00:00,-81.8218
2002-09-16 00:00:00,-53.5159
2002-09-17 00:00:00,-3.087
2002-09-18 00:00:00,14.6922
2002-09-19 00:00:00,-14.9084
2002-09-20 00:00:00,25.0418
2002-09-23 00:00:00,35.1246
2002-09-24 00:00:00,17.6662
2002-09-25 00:00:00,107.0824
2002-09-26 00:00:00,77.4225
2002-09-27 00:00:00,41.5187
2002-09-30 00:00:00,-36.5916
2002-10-01 00:00:00,-50.8574
2002-10-02 00:00:00,-67.7663
2002-10-03 00:00:00,-65.1866
2002-10-04 00:00:00,-109.9958
2002-10-07 00:00:00,-158.053
2002-10-08 00:00:00,-192.7446
2002-10-09 00:00:00,-175.1018
2002-10-10 00:00:00,-91.0867
2002-10-11 00:00:00,8.8172
2002-10-14 00:00:00,60.1685
2002-10-15 00:00:00,121.7518
2002-10-16 00:00:00,55.5527
2002-10-17 00:00:00,-52.1261
2002-10-18 00:00:00,-38.0952
2002-10-21 00:00:00,4.894
2002-10-22 00:00:00,52.1502
2002-10-23 00:00:00,93.2059
2002-10-24 00:00:00,99.7871
2002-10-25 00:00:00,157.1821
2002-10-28 00:00:00,197.605
2002-10-29 00:00:00,140.6062
2002-10-30 00:00:00,181.2194
2002-10-31 00:00:00,174.1808
2002-11-01 00:00:00,159.2296
2002-11-04 00:00:00,184.6975
2002-11-05 00:00:00,147.9628
2002-11-06 00:00:00,151.8407
2002-11-07 00:00:00,77.4684
2002-11-08 00:00:00,35.0577
2002-11-11 00:00:00,-7.6383
2002-11-12 00:00:00,13.3393
2002-11-13 00:00:00,8.9927
2002-11-14 00:00:00,52.5756
2002-11-15 00:00:00,27.2744
2002-11-18 00:00:00,-2.6361
2002-11-19 00:00:00,-69.0892
2002-11-20 00:00:00,-57.1778
2002-11-21 00:00:00,36.7462
2002-11-22 00:00:00,13.3217
2002-11-25 00:00:00,-13.2965
2002-11-26 00:00:00,-90.0752
2002-11-27 00:00:00,-58.2421
2002-11-29 00:00:00,-65.5453
2002-12-02 00:00:00,-86.5853
2002-12-03 00:00:00,-119.7678
2002-12-04 00:00:00,-165.499
2002-12-05 00:00:00,-188.1596
2002-12-06 00:00:00,-140.597
2002-12-09 00:00:00,-138.5199
2002-12-10 00:00:00,-64.9254
2002-12-11 00:00:00,-25.5508
2002-12-12 00:00:00,-40.3129
2002-12-13 00:00:00,-100.6464
2002-12-16 00:00:00,-93.7471
2002-12-17 00:00:00,-63.6234
2002-12-18 00:00:00,-111.38
2002-12-19 00:00:00,-134.7327
2002-12-20 00:00:00,-160.3393
2002-12-23 00:00:00,-113.9609
2002-12-24 00:00:00,-109.4902
2002-12-26 00:00:00,-80.7733
2002-12-27 00:00:00,-136.7358
2002-12-30 00:00:00,-144.4154
2002-12-31 00:00:00,-94.6339
