date,WILLR
2002-11-19 00:00:00,-73.2639
2002-11-20 00:00:00,-65.371
2002-11-21 00:00:00,-36.9176
2002-11-22 00:00:00,-56.6116
2002-11-25 00:00:00,-58.2645
2002-11-26 00:00:00,-83.1224
2002-11-27 00:00:00,-70.0422
2002-11-29 00:00:00,-79.3249
2002-12-02 00:00:00,-92.827
2002-12-03 00:00:00,-93.5065
2002-12-04 00:00:00,-83.3333
2002-12-05 00:00:00,-95.0
2002-12-06 00:00:00,-76.8041
2002-12-09 00:00:00,-87.1134
2002-12-10 00:00:00,-59.7938
2002-12-11 00:00:00,-48.9691
2002-12-12 00:00:00,-64.433
2002-12-13 00:00:00,-85.0515
2002-12-16 00:00:00,-81.9588
2002-12-17 00:00:00,-70.1031
2002-12-18 00:00:00,-96.3918
2002-12-19 00:00:00,-95.7265
2002-12-20 00:00:00,-85.7708
2002-12-23 00:00:00,-69.9153
2002-12-24 00:00:00,-75.0
2002-12-26 00:00:00,-73.2759
2002-12-27 00:00:00,-87.931
2002-12-30 00:00:00,-87.5
2002-12-31 00:00:00,-68.9266
2003-01-02 00:00:00,-42.3729
2003-01-03 00:00:00,-36.7232
2003-01-06 00:00:00,-36.7232
2003-01-07 00:00:00,-39.548
2003-01-08 00:00:00,-56.4972
2003-01-09 00:00:00,-49.1525
2003-01-10 00:00:00,-46.8927
2003-01-13 00:00:00,-46.875
2003-01-14 00:00:00,-48.125
2003-01-15 00:00:00,-59.375
2003-01-16 00:00:00,-47.5
2003-01-17 00:00:00,-80.0
2003-01-21 00:00:00,-85.0
2003-01-22 00:00:00,-94.9367
2003-01-23 00:00:00,-76.5823
2003-01-24 00:00:00,-86.8132
2003-01-27 00:00:00,-68.6813
2003-01-28 00:00:00,-43.956
2003-01-29 00:00:00,-43.956
2003-01-30 00:00:00,-58.2418
2003-01-31 00:00:00,-56.044
2003-02-03 00:00:00,-39.5604
2003-02-04 00:00:00,-31.1258
2003-02-05 00:00:00,-41.0596
2003-02-06 00:00:00,-42.3841
2003-02-07 00:00:00,-60.9272
