date,RSI
2002-11-13 00:00:00,51.8454
2002-11-14 00:00:00,56.7273
2002-11-15 00:00:00,53.8922
2002-11-18 00:00:00,51.567
2002-11-19 00:00:00,48.7618
2002-11-20 00:00:00,50.6936
2002-11-21 00:00:00,56.1785
2002-11-22 00:00:00,53.5772
2002-11-25 00:00:00,53.2717
2002-11-26 00:00:00,49.1426
2002-11-27 00:00:00,51.3404
2002-11-29 00:00:00,49.7348
2002-12-02 00:00:00,47.4623
2002-12-03 00:00:00,47.32
2002-12-04 00:00:00,45.943
2002-12-05 00:00:00,43.5556
2002-12-06 00:00:00,46.3192
2002-12-09 00:00:00,44.8738
2002-12-10 00:00:00,49.2882
2002-12-11 00:00:00,50.9272
2002-12-12 00:00:00,48.5668
2002-12-13 00:00:00,45.6005
2002-12-16 00:00:00,46.1201
2002-12-17 00:00:00,48.1196
2002-12-18 00:00:00,44.2837
2002-12-19 00:00:00,41.7425
2002-12-20 00:00:00,41.3376
2002-12-23 00:00:00,44.6353
2002-12-24 00:00:00,43.6754
2002-12-26 00:00:00,44.065
2002-12-27 00:00:00,41.4967
2002-12-30 00:00:00,41.6021
2002-12-31 00:00:00,44.3456
2003-01-02 00:00:00,48.9127
2003-01-03 00:00:00,49.8346
2003-01-06 00:00:00,49.8346
2003-01-07 00:00:00,49.3413
2003-01-08 00:00:00,46.4379
2003-01-09 00:00:00,47.838
2003-01-10 00:00:00,48.2759
2003-01-13 00:00:00,47.3347
2003-01-14 00:00:00,47.1198
2003-01-15 00:00:00,45.1769
2003-01-16 00:00:00,47.5786
2003-01-17 00:00:00,42.2468
2003-01-21 00:00:00,41.4938
2003-01-22 00:00:00,40.1747
2003-01-23 00:00:00,44.0528
2003-01-24 00:00:00,40.5247
2003-01-27 00:00:00,44.6839
2003-01-28 00:00:00,49.7299
2003-01-29 00:00:00,49.7299
2003-01-30 00:00:00,46.986
2003-01-31 00:00:00,47.4555
2003-02-03 00:00:00,50.8893
2003-02-04 00:00:00,50.1987
2003-02-05 00:00:00,48.4677
2003-02-06 00:00:00,48.2342
2003-02-07 00:00:00,45.0376
2003-02-10 00:00:00,47.6464
2003-02-11 00:00:00,47.6464
2003-02-12 00:00:00,48.1913
2003-02-13 00:00:00,50.236
2003-02-14 00:00:00,51.9655
2003-02-18 00:00:00,58.9042
2003-02-19 00:00:00,53.2376
2003-02-20 00:00:00,52.2302
2003-02-21 00:00:00,54.8177
2003-02-24 00:00:00,51.4985
2003-02-25 00:00:00,54.6138
2003-02-26 00:00:00,48.5212
2003-02-27 00:00:00,52.3916
2003-02-28 00:00:00,53.9114
2003-03-03 00:00:00,49.8881
2003-03-04 00:00:00,48.9272
2003-03-05 00:00:00,49.6083
2003-03-06 00:00:00,48.9215
2003-03-07 00:00:00,48.5677
2003-03-10 00:00:00,46.6723
2003-03-11 00:00:00,45.053
2003-03-12 00:00:00,44.9358
2003-03-13 00:00:00,51.5682
2003-03-14 00:00:00,52.2941
2003-03-17 00:00:00,55.0145
2003-03-18 00:00:00,54.8713
2003-03-19 00:00:00,54.1297
2003-03-20 00:00:00,53.5206
2003-03-21 00:00:00,54.7272
2003-03-24 00:00:00,45.9397
2003-03-25 00:00:00,48.4301
2003-03-26 00:00:00,46.6699
2003-03-27 00:00:00,47.8108
2003-03-28 00:00:00,48.9602
2003-03-31 00:00:00,43.5354
2003-04-01 00:00:00,43.84
2003-04-02 00:00:00,50.0778
2003-04-03 00:00:00,48.2817
2003-04-04 00:00:00,47.6393
2003-04-07 00:00:00,48.7868
2003-04-08 00:00:00,48.2305
