date,HT_TRENDLINE
2002-05-23 00:00:00,24.0767
2002-05-24 00:00:00,24.118
2002-05-28 00:00:00,24.1446
2002-05-29 00:00:00,24.1693
2002-05-30 00:00:00,24.1962
2002-05-31 00:00:00,24.2259
2002-06-03 00:00:00,24.2568
2002-06-04 00:00:00,24.24
2002-06-05 00:00:00,24.208
2002-06-06 00:00:00,24.1404
2002-06-07 00:00:00,23.9941
2002-06-10 00:00:00,23.8059
2002-06-11 00:00:00,23.6094
2002-06-12 00:00:00,23.374
2002-06-13 00:00:00,23.2014
2002-06-14 00:00:00,23.0483
2002-06-17 00:00:00,22.9625
2002-06-18 00:00:00,22.9257
2002-06-19 00:00:00,22.8403
2002-06-20 00:00:00,22.7391
2002-06-21 00:00:00,22.6177
2002-06-24 00:00:00,22.4753
2002-06-25 00:00:00,22.3032
2002-06-26 00:00:00,22.1008
2002-06-27 00:00:00,21.8677
2002-06-28 00:00:00,21.5196
2002-07-01 00:00:00,21.1334
2002-07-02 00:00:00,20.7421
2002-07-03 00:00:00,20.3341
2002-07-05 00:00:00,20.0173
2002-07-08 00:00:00,19.6778
2002-07-09 00:00:00,19.3268
2002-07-10 00:00:00,19.0277
2002-07-11 00:00:00,18.7167
2002-07-12 00:00:00,18.4727
2002-07-15 00:00:00,18.2826
2002-07-16 00:00:00,18.1335
2002-07-17 00:00:00,17.9834
2002-07-18 00:00:00,17.7737
2002-07-19 00:00:00,17.5397
2002-07-22 00:00:00,17.298
2002-07-23 00:00:00,17.1055
2002-07-24 00:00:00,16.9682
2002-07-25 00:00:00,16.8447
2002-07-26 00:00:00,16.7355
2002-07-29 00:00:00,16.6429
2002-07-30 00:00:00,16.5603
2002-07-31 00:00:00,16.4827
2002-08-01 00:00:00,16.3867
2002-08-02 00:00:00,16.2658
2002-08-05 00:00:00,16.123
2002-08-06 00:00:00,15.9593
2002-08-07 00:00:00,15.7676
2002-08-08 00:00:00,15.6091
2002-08-09 00:00:00,15.4542
2002-08-12 00:00:00,15.3175
2002-08-13 00:00:00,15.1713
2002-08-14 00:00:00,15.0284
2002-08-15 00:00:00,14.943
2002-08-16 00:00:00,14.9165
2002-08-19 00:00:00,14.9341
2002-08-20 00:00:00,14.9732
2002-08-21 00:00:00,15.0212
2002-08-22 00:00:00,15.078
2002-08-23 00:00:00,15.1239
2002-08-26 00:00:00,15.1568
2002-08-27 00:00:00,15.168
2002-08-28 00:00:00,15.1625
2002-08-29 00:00:00,15.1606
2002-08-30 00:00:00,15.1657
2002-09-03 00:00:00,15.1507
2002-09-04 00:00:00,15.132
2002-09-05 00:00:00,15.1128
2002-09-06 00:00:00,15.1138
2002-09-09 00:00:00,15.1077
2002-09-10 00:00:00,15.0877
2002-09-11 00:00:00,15.0679
2002-09-12 00:00:00,15.0325
2002-09-13 00:00:00,14.9818
2002-09-16 00:00:00,14.9226
2002-09-17 00:00:00,14.8598
2002-09-18 00:00:00,14.804
2002-09-19 00:00:00,14.7415
2002-09-20 00:00:00,14.6815
2002-09-23 00:00:00,14.6496
2002-09-24 00:00:00,14.6134
2002-09-25 00:00:00,14.6008
2002-09-26 00:00:00,14.5981
2002-09-27 00:00:00,14.5995
2002-09-30 00:00:00,14.5863
2002-10-01 00:00:00,14.5666
2002-10-02 00:00:00,14.543
2002-10-03 00:00:00,14.5199
2002-10-04 00:00:00,14.5073
2002-10-07 00:00:00,14.4936
2002-10-08 00:00:00,14.475
2002-10-09 00:00:00,14.4491
2002-10-10 00:00:00,14.428
2002-10-11 00:00:00,14.423
2002-10-14 00:00:00,14.4294
2002-10-15 00:00:00,14.4548
2002-10-16 00:00:00,14.4742
2002-10-17 00:00:00,14.4624
2002-10-18 00:00:00,14.4454
2002-10-21 00:00:00,14.4248
2002-10-22 00:00:00,14.4176
2002-10-23 00:00:00,14.4139
2002-10-24 00:00:00,14.4078
2002-10-25 00:00:00,14.4118
2002-10-28 00:00:00,14.4369
2002-10-29 00:00:00,14.475
2002-10-30 00:00:00,14.5448
2002-10-31 00:00:00,14.6346
2002-11-01 00:00:00,14.7474
2002-11-04 00:00:00,14.9199
2002-11-05 00:00:00,15.0942
2002-11-06 00:00:00,15.264
2002-11-07 00:00:00,15.3923
2002-11-08 00:00:00,15.4734
2002-11-11 00:00:00,15.5057
2002-11-12 00:00:00,15.5168
2002-11-13 00:00:00,15.5199
2002-11-14 00:00:00,15.5534
2002-11-15 00:00:00,15.5858
2002-11-18 00:00:00,15.608
2002-11-19 00:00:00,15.6139
2002-11-20 00:00:00,15.6101
2002-11-21 00:00:00,15.6648
2002-11-22 00:00:00,15.75
2002-11-25 00:00:00,15.8304
2002-11-26 00:00:00,15.9029
2002-11-27 00:00:00,15.9417
2002-11-29 00:00:00,15.9598
2002-12-02 00:00:00,15.95
2002-12-03 00:00:00,15.9154
2002-12-04 00:00:00,15.8309
2002-12-05 00:00:00,15.7192
2002-12-06 00:00:00,15.6241
2002-12-09 00:00:00,15.5459
2002-12-10 00:00:00,15.5054
2002-12-11 00:00:00,15.4865
2002-12-12 00:00:00,15.444
2002-12-13 00:00:00,15.3972
2002-12-16 00:00:00,15.3555
2002-12-17 00:00:00,15.2952
2002-12-18 00:00:00,15.2258
2002-12-19 00:00:00,15.1596
2002-12-20 00:00:00,15.0775
2002-12-23 00:00:00,15.0075
2002-12-24 00:00:00,14.9364
2002-12-26 00:00:00,14.8689
2002-12-27 00:00:00,14.7956
2002-12-30 00:00:00,14.7295
2002-12-31 00:00:00,14.6753
2003-01-02 00:00:00,14.6461
2003-01-03 00:00:00,14.6012
2003-01-06 00:00:00,14.5654
2003-01-07 00:00:00,14.5514
2003-01-08 00:00:00,14.5393
2003-01-09 00:00:00,14.5326
2003-01-10 00:00:00,14.5331
2003-01-13 00:00:00,14.5223
2003-01-14 00:00:00,14.5179
2003-01-15 00:00:00,14.5123
2003-01-16 00:00:00,14.5178
2003-01-17 00:00:00,14.5229
2003-01-21 00:00:00,14.5157
2003-01-22 00:00:00,14.4991
2003-01-23 00:00:00,14.4805
2003-01-24 00:00:00,14.4718
2003-01-27 00:00:00,14.4642
2003-01-28 00:00:00,14.4637
2003-01-29 00:00:00,14.4593
2003-01-30 00:00:00,14.4429
2003-01-31 00:00:00,14.4302
2003-02-03 00:00:00,14.4165
2003-02-04 00:00:00,14.4036
2003-02-05 00:00:00,14.3947
2003-02-06 00:00:00,14.3839
2003-02-07 00:00:00,14.3656
2003-02-10 00:00:00,14.3413
2003-02-11 00:00:00,14.3231
2003-02-12 00:00:00,14.3076
2003-02-13 00:00:00,14.3167
2003-02-14 00:00:00,14.3449
2003-02-18 00:00:00,14.3918
2003-02-19 00:00:00,14.4495
2003-02-20 00:00:00,14.4999
2003-02-21 00:00:00,14.5399
2003-02-24 00:00:00,14.5716
2003-02-25 00:00:00,14.6047
2003-02-26 00:00:00,14.6218
2003-02-27 00:00:00,14.6412
2003-02-28 00:00:00,14.6674
2003-03-03 00:00:00,14.697
2003-03-04 00:00:00,14.7231
2003-03-05 00:00:00,14.745
2003-03-06 00:00:00,14.7611
2003-03-07 00:00:00,14.7692
2003-03-10 00:00:00,14.7651
2003-03-11 00:00:00,14.7323
2003-03-12 00:00:00,14.6907
2003-03-13 00:00:00,14.6641
2003-03-14 00:00:00,14.6505
2003-03-17 00:00:00,14.656
2003-03-18 00:00:00,14.6703
2003-03-19 00:00:00,14.679
2003-03-20 00:00:00,14.6878
2003-03-21 00:00:00,14.6914
2003-03-24 00:00:00,14.6898
2003-03-25 00:00:00,14.6855
2003-03-26 00:00:00,14.6723
2003-03-27 00:00:00,14.6516
2003-03-28 00:00:00,14.6378
2003-03-31 00:00:00,14.6202
2003-04-01 00:00:00,14.6015
2003-04-02 00:00:00,14.6047
2003-04-03 00:00:00,14.6148
2003-04-04 00:00:00,14.6166
2003-04-07 00:00:00,14.5991
2003-04-08 00:00:00,14.5683
2003-04-09 00:00:00,14.526
2003-04-10 00:00:00,14.4845
2003-04-11 00:00:00,14.4119
2003-04-14 00:00:00,14.3425
2003-04-15 00:00:00,14.2682
2003-04-16 00:00:00,14.1913
2003-04-17 00:00:00,14.1106
2003-04-21 00:00:00,14.0217
2003-04-22 00:00:00,13.9503
2003-04-23 00:00:00,13.9018
2003-04-24 00:00:00,13.8601
2003-04-25 00:00:00,13.8073
2003-04-28 00:00:00,13.7756
2003-04-29 00:00:00,13.7481
2003-04-30 00:00:00,13.7301
2003-05-01 00:00:00,13.7197
2003-05-02 00:00:00,13.7293
2003-05-05 00:00:00,13.7754
2003-05-06 00:00:00,13.8838
2003-05-07 00:00:00,14.0376
2003-05-08 00:00:00,14.2164
2003-05-09 00:00:00,14.3966
2003-05-12 00:00:00,14.568
2003-05-13 00:00:00,14.7255
2003-05-14 00:00:00,14.8715
2003-05-15 00:00:00,15.0099
2003-05-16 00:00:00,15.1416
2003-05-19 00:00:00,15.2694
2003-05-20 00:00:00,15.4102
2003-05-21 00:00:00,15.5828
2003-05-22 00:00:00,15.7616
2003-05-23 00:00:00,15.9904
2003-05-27 00:00:00,16.2232
2003-05-28 00:00:00,16.4448
2003-05-29 00:00:00,16.6484
2003-05-30 00:00:00,16.8303
2003-06-02 00:00:00,16.9975
2003-06-03 00:00:00,17.2111
2003-06-04 00:00:00,17.4025
2003-06-05 00:00:00,17.5732
2003-06-06 00:00:00,17.7162
2003-06-09 00:00:00,17.8287
