date,DEMA
2003-01-06 00:00:00,14.4523
2003-01-07 00:00:00,14.5017
2003-01-08 00:00:00,14.4908
2003-01-09 00:00:00,14.506
2003-01-10 00:00:00,14.5273
2003-01-13 00:00:00,14.5302
2003-01-14 00:00:00,14.5298
2003-01-15 00:00:00,14.4976
2003-01-16 00:00:00,14.505
2003-01-17 00:00:00,14.4179
2003-01-21 00:00:00,14.3291
2003-01-22 00:00:00,14.2283
2003-01-23 00:00:00,14.1951
2003-01-24 00:00:00,14.1007
2003-01-27 00:00:00,14.0805
2003-01-28 00:00:00,14.1461
2003-01-29 00:00:00,14.2037
2003-01-30 00:00:00,14.2071
2003-01-31 00:00:00,14.2181
2003-02-03 00:00:00,14.2829
2003-02-04 00:00:00,14.3284
2003-02-05 00:00:00,14.341
2003-02-06 00:00:00,14.3486
2003-02-07 00:00:00,14.3048
2003-02-10 00:00:00,14.3038
2003-02-11 00:00:00,14.3034
2003-02-12 00:00:00,14.3108
2003-02-13 00:00:00,14.3447
2003-02-14 00:00:00,14.3979
2003-02-18 00:00:00,14.5527
2003-02-19 00:00:00,14.6098
2003-02-20 00:00:00,14.6441
2003-02-21 00:00:00,14.7151
2003-02-24 00:00:00,14.7287
2003-02-25 00:00:00,14.7906
2003-02-26 00:00:00,14.7491
2003-02-27 00:00:00,14.7782
2003-02-28 00:00:00,14.8299
2003-03-03 00:00:00,14.8086
2003-03-04 00:00:00,14.7734
2003-03-05 00:00:00,14.7535
2003-03-06 00:00:00,14.7251
2003-03-07 00:00:00,14.695
2003-03-10 00:00:00,14.6398
2003-03-11 00:00:00,14.5667
2003-03-12 00:00:00,14.5021
2003-03-13 00:00:00,14.5373
2003-03-14 00:00:00,14.5787
2003-03-17 00:00:00,14.6561
2003-03-18 00:00:00,14.7208
2003-03-19 00:00:00,14.7673
2003-03-20 00:00:00,14.7998
2003-03-21 00:00:00,14.8437
2003-03-24 00:00:00,14.7667
2003-03-25 00:00:00,14.7328
2003-03-26 00:00:00,14.678
2003-03-27 00:00:00,14.6452
2003-03-28 00:00:00,14.6314
2003-03-31 00:00:00,14.5416
2003-04-01 00:00:00,14.4681
2003-04-02 00:00:00,14.4849
2003-04-03 00:00:00,14.4743
2003-04-04 00:00:00,14.4565
2003-04-07 00:00:00,14.4559
2003-04-08 00:00:00,14.4486
2003-04-09 00:00:00,14.3954
2003-04-10 00:00:00,14.3826
2003-04-11 00:00:00,14.1598
2003-04-14 00:00:00,14.0377
2003-04-15 00:00:00,13.899
2003-04-16 00:00:00,13.7537
2003-04-17 00:00:00,13.6084
2003-04-21 00:00:00,13.4886
2003-04-22 00:00:00,13.4545
2003-04-23 00:00:00,13.4398
2003-04-24 00:00:00,13.4036
2003-04-25 00:00:00,13.358
2003-04-28 00:00:00,13.4131
2003-04-29 00:00:00,13.4985
2003-04-30 00:00:00,13.6026
2003-05-01 00:00:00,13.7188
2003-05-02 00:00:00,13.836
