date,DX
2002-08-26 00:00:00,16.5736
2002-08-27 00:00:00,23.0186
2002-08-28 00:00:00,23.8443
2002-08-29 00:00:00,25.7991
2002-08-30 00:00:00,24.359
2002-09-03 00:00:00,31.6358
2002-09-04 00:00:00,26.0946
2002-09-05 00:00:00,27.7646
2002-09-06 00:00:00,20.8197
2002-09-09 00:00:00,22.05
2002-09-10 00:00:00,22.5253
2002-09-11 00:00:00,19.9592
2002-09-12 00:00:00,20.4851
2002-09-13 00:00:00,21.7479
2002-09-16 00:00:00,14.3732
2002-09-17 00:00:00,4.0529
2002-09-18 00:00:00,2.6599
2002-09-19 00:00:00,3.5658
2002-09-20 00:00:00,0.1323
2002-09-23 00:00:00,1.845
2002-09-24 00:00:00,3.0946
2002-09-25 00:00:00,5.7466
2002-09-26 00:00:00,3.0878
2002-09-27 00:00:00,1.2127
2002-09-30 00:00:00,7.3992
2002-10-01 00:00:00,10.6929
2002-10-02 00:00:00,9.8118
2002-10-03 00:00:00,10.8082
2002-10-04 00:00:00,12.3373
2002-10-07 00:00:00,18.2391
2002-10-08 00:00:00,26.8761
2002-10-09 00:00:00,26.8761
2002-10-10 00:00:00,14.4812
2002-10-11 00:00:00,0.9371
2002-10-14 00:00:00,5.7111
2002-10-15 00:00:00,11.7544
2002-10-16 00:00:00,3.4801
2002-10-17 00:00:00,7.3511
2002-10-18 00:00:00,8.4024
2002-10-21 00:00:00,1.6063
2002-10-22 00:00:00,4.0473
2002-10-23 00:00:00,6.2439
2002-10-24 00:00:00,11.1673
2002-10-25 00:00:00,16.0117
2002-10-28 00:00:00,24.9832
2002-10-29 00:00:00,17.3314
2002-10-30 00:00:00,25.4492
2002-10-31 00:00:00,26.5341
2002-11-01 00:00:00,27.4861
2002-11-04 00:00:00,39.5753
2002-11-05 00:00:00,39.5753
2002-11-06 00:00:00,43.711
2002-11-07 00:00:00,21.4597
2002-11-08 00:00:00,15.3346
2002-11-11 00:00:00,7.4662
2002-11-12 00:00:00,9.8928
2002-11-13 00:00:00,10.3875
2002-11-14 00:00:00,15.8963
2002-11-15 00:00:00,15.4568
2002-11-18 00:00:00,10.1794
2002-11-19 00:00:00,0.0409
2002-11-20 00:00:00,0.0409
2002-11-21 00:00:00,12.9424
2002-11-22 00:00:00,12.9424
2002-11-25 00:00:00,8.9208
2002-11-26 00:00:00,0.2217
2002-11-27 00:00:00,0.2217
2002-11-29 00:00:00,0.3793
2002-12-02 00:00:00,8.2919
2002-12-03 00:00:00,8.2919
2002-12-04 00:00:00,18.7555
2002-12-05 00:00:00,18.7555
2002-12-06 00:00:00,16.0654
2002-12-09 00:00:00,16.0654
2002-12-10 00:00:00,4.1796
2002-12-11 00:00:00,3.2888
2002-12-12 00:00:00,4.7884
2002-12-13 00:00:00,12.1616
2002-12-16 00:00:00,12.9501
2002-12-17 00:00:00,10.5988
2002-12-18 00:00:00,13.9509
2002-12-19 00:00:00,21.6788
2002-12-20 00:00:00,27.1856
2002-12-23 00:00:00,27.1856
2002-12-24 00:00:00,27.1856
2002-12-26 00:00:00,16.9919
2002-12-27 00:00:00,22.204
2002-12-30 00:00:00,25.3121
2002-12-31 00:00:00,19.1235
2003-01-02 00:00:00,4.6205
2003-01-03 00:00:00,4.3816
2003-01-06 00:00:00,5.806
2003-01-07 00:00:00,3.2502
2003-01-08 00:00:00,3.8838
2003-01-09 00:00:00,0.8986
2003-01-10 00:00:00,0.6663
2003-01-13 00:00:00,2.4083
2003-01-14 00:00:00,2.4083
2003-01-15 00:00:00,7.9215
2003-01-16 00:00:00,6.2729
2003-01-17 00:00:00,9.4283
2003-01-21 00:00:00,11.3614
2003-01-22 00:00:00,16.0751
2003-01-23 00:00:00,9.6313
2003-01-24 00:00:00,18.4783
2003-01-27 00:00:00,10.862
2003-01-28 00:00:00,5.6383
2003-01-29 00:00:00,5.6383
2003-01-30 00:00:00,4.3495
2003-01-31 00:00:00,1.8216
2003-02-03 00:00:00,6.8743
2003-02-04 00:00:00,5.8173
2003-02-05 00:00:00,12.2145
2003-02-06 00:00:00,5.9896
2003-02-07 00:00:00,2.1014
2003-02-10 00:00:00,1.8392
2003-02-11 00:00:00,3.4058
2003-02-12 00:00:00,3.4058
2003-02-13 00:00:00,4.5312
2003-02-14 00:00:00,6.8169
2003-02-18 00:00:00,21.2123
2003-02-19 00:00:00,19.868
2003-02-20 00:00:00,19.868
