date,Real Middle Band,Real Upper Band,Real Lower Band
2010-07-01,255.7072,275.772,235.6424
2010-06-30,255.5759,275.9292,235.2225
2010-06-29,255.376,276.1161,234.636
2010-06-28,255.0814,276.2656,233.8972
2010-06-25,254.5425,275.9974,233.0877
2010-06-24,254.0142,275.8041,232.2243
2010-06-23,253.4616,275.3846,231.5387
2010-06-22,252.8186,274.9122,230.725
2010-06-21,252.1028,274.2075,229.9981
2010-06-18,251.3775,273.915,228.8399
2010-06-17,250.6324,273.0749,228.1899
2010-06-16,249.9072,272.3698,227.4447
2010-06-15,249.1989,272.1052,226.2926
2010-06-14,248.5749,272.3282,224.8216
2010-06-11,248.0811,272.5603,223.6018
2010-06-10,247.5912,272.7822,222.4002
2010-06-09,247.1569,273.0212,221.2925
2010-06-08,246.8342,273.3625,220.3059
2010-06-07,246.4554,273.4749,219.4359
2010-06-04,246.0314,273.5499,218.5128
2010-06-03,245.5126,273.4331,217.5921
2010-06-02,244.8443,272.966,216.7227
2010-06-01,244.0965,272.5308,215.6622
2010-05-28,243.3985,272.209,214.5879
2010-05-27,242.629,272.4081,212.8498
2010-05-26,241.8953,272.7321,211.0586
2010-05-25,241.3077,273.2763,209.339
2010-05-24,240.7038,273.706,207.7016
2010-05-21,240.0015,274.2291,205.7739
2010-05-20,239.3295,274.9053,203.7537
2010-05-19,238.7111,275.6388,201.7834
2010-05-18,237.8564,276.1998,199.5131
2010-05-17,236.9907,276.3181,197.6633
2010-05-14,236.1148,276.2017,196.028
2010-05-13,235.2666,275.968,194.5653
2010-05-12,234.3365,275.4333,193.2397
2010-05-11,233.3583,274.5599,192.1567
2010-05-10,232.4226,274.0257,190.8196
2010-05-07,231.5006,273.5999,189.4013
2010-05-06,230.8216,273.9203,187.7229
2010-05-05,229.9872,273.7913,186.1831
2010-05-04,228.9562,273.1744,184.7379
2010-05-03,227.9025,272.2501,183.5549
2010-04-30,226.6642,270.7972,182.5312
2010-04-29,225.6332,269.3897,181.8766
2010-04-28,224.4202,267.3683,181.472
2010-04-27,223.3057,265.8049,180.8064
2010-04-26,222.1394,264.1607,180.118
2010-04-23,220.9692,261.535,180.4034
2010-04-22,219.9201,258.4799,181.3603
2010-04-21,218.9113,255.6721,182.1504
2010-04-20,217.9755,253.4193,182.5318
2010-04-19,217.1949,252.3214,182.0684
2010-04-16,216.5449,250.8702,182.2196
2010-04-15,215.9503,249.3403,182.5603
2010-04-14,215.3856,247.6534,183.1179
2010-04-13,214.723,246.0947,183.3512
2010-04-12,214.173,244.7289,183.617
2010-04-09,213.6456,243.3218,183.9695
2010-04-08,213.0778,241.8688,184.2868
2010-04-07,212.5805,240.5157,184.6452
2010-04-06,212.1035,239.0692,185.1377
2010-04-05,211.6208,237.6245,185.6172
2010-04-01,211.1621,236.207,186.1173
2010-03-31,210.8023,235.0178,186.5868
2010-03-30,210.4525,233.8523,187.0527
2010-03-29,210.0339,232.481,187.5869
2010-03-26,209.6881,231.3732,188.003
2010-03-25,209.3248,230.2948,188.3547
2010-03-24,209.0741,229.5638,188.5844
2010-03-23,208.7353,228.5319,188.9386
2010-03-22,208.2976,227.4914,189.1038
2010-03-19,207.8911,226.7032,189.079
2010-03-18,207.4908,226.0847,188.8969
2010-03-17,207.0038,225.3027,188.7048
2010-03-16,206.4661,224.617,188.3152
2010-03-15,205.9758,223.7423,188.2092
2010-03-12,205.4813,222.8792,188.0833
2010-03-11,204.9876,221.6248,188.3504
2010-03-10,204.4738,220.4358,188.5117
2010-03-09,204.0003,219.1842,188.8163
2010-03-08,203.5799,218.0123,189.1476
2010-03-05,203.0931,217.371,188.8152
2010-03-04,202.5931,216.7151,188.4711
2010-03-03,202.3033,216.4608,188.1458
2010-03-02,202.0891,216.2036,187.9746
2010-03-01,201.8788,215.9601,187.7974
2010-02-26,201.6784,215.6912,187.6656
2010-02-25,201.5999,215.5987,187.6011
2010-02-24,201.5764,215.5772,187.5757
2010-02-23,201.6353,215.6498,187.6208
2010-02-22,201.7584,215.7395,187.7772
2010-02-19,201.8494,215.8656,187.8332
2010-02-18,201.8203,215.8451,187.7954
2010-02-17,201.78,215.8057,187.7542
2010-02-16,201.8368,215.9021,187.7714
2010-02-12,201.8968,216.0189,187.7747
2010-02-11,202.001,216.1689,187.833
2010-02-10,202.0973,216.2519,187.9426
2010-02-09,202.2119,216.2494,188.1743
2010-02-08,202.3295,216.2813,188.3777
2010-02-05,202.4772,216.2649,188.6895
2010-02-04,202.5772,216.2464,188.908
2010-02-03,202.6154,216.1791,189.0516
2010-02-02,202.5287,216.2435,188.8139
2010-02-01,202.4445,216.3821,188.5069
2010-01-29,202.3449,216.584,188.1057
2010-01-28,202.299,216.6873,187.9106
2010-01-27,202.1191,216.9173,187.321
2010-01-26,201.9269,216.7202,187.1336
2010-01-25,201.7012,216.655,186.7475
2010-01-22,201.6062,216.5962,186.6161
2010-01-21,201.685,216.6428,186.7271
2010-01-20,201.6161,216.4935,186.7387
2010-01-19,201.5074,216.1816,186.8331
2010-01-15,201.3387,215.6141,187.0633
2010-01-14,201.2192,215.4589,186.9795
2010-01-13,200.893,215.2614,186.5246
2010-01-12,200.5164,215.0261,186.0066
2010-01-11,200.2304,214.837,185.6237
2010-01-08,199.9167,214.4695,185.3639
2010-01-07,199.5507,213.9755,185.1259
2010-01-06,199.2212,213.5259,184.9165
2010-01-05,198.8795,213.0238,184.7353
2010-01-04,198.461,212.2269,184.6952
2009-12-31,198.065,211.3785,184.7516
2009-12-30,197.7197,210.7734,184.6659
2009-12-29,197.2927,210.1719,184.4136
2009-12-28,196.8894,209.7799,183.9989
2009-12-24,196.3769,209.3306,183.4232
2009-12-23,195.9821,208.8113,183.1528
2009-12-22,195.7034,208.7141,182.6927
2009-12-21,195.4666,208.6458,182.2874
2009-12-18,195.2023,208.7793,181.6252
2009-12-17,195.0088,208.8947,181.1228
2009-12-16,194.9028,208.9791,180.8265
2009-12-15,194.7269,209.0538,180.4
2009-12-14,194.5578,209.1443,179.9712
2009-12-11,194.3584,209.1328,179.5841
2009-12-10,194.1898,209.1756,179.2039
2009-12-09,193.9471,209.2482,178.646
2009-12-08,193.5698,209.5727,177.5668
2009-12-07,193.3006,210.0684,176.5328
2009-12-04,193.0208,210.61,175.4316
2009-12-03,192.6748,211.027,174.3225
2009-12-02,192.2524,211.3847,173.1202
2009-12-01,191.8641,211.5941,172.1341
2009-11-30,191.4198,211.8579,170.9816
2009-11-27,190.8638,212.1455,169.5821
2009-11-25,190.2736,212.3912,168.156
2009-11-24,189.6254,212.345,166.9058
2009-11-23,189.0216,212.0577,165.9854
2009-11-20,188.4244,211.539,165.3098
2009-11-19,187.9166,211.3355,164.4976
2009-11-18,187.3649,211.1281,163.6017
2009-11-17,186.7556,210.4551,163.056
2009-11-16,186.1232,209.6524,162.594
2009-11-13,185.4997,208.8038,162.1956
2009-11-12,184.8644,208.1458,161.583
2009-11-11,184.2412,207.6569,160.8255
2009-11-10,183.5871,207.0351,160.1391
2009-11-09,182.8639,206.5501,159.1777
2009-11-06,182.2859,205.8208,158.751
2009-11-05,181.8539,205.4394,158.2684
2009-11-04,181.3752,205.118,157.6324
2009-11-03,180.9089,204.9889,156.8289
2009-11-02,180.5084,204.8513,156.1655
2009-10-30,180.1117,204.6429,155.5805
2009-10-29,179.7019,204.4792,154.9246
2009-10-28,179.1812,203.85,154.5124
2009-10-27,178.7337,203.4013,154.0662
2009-10-26,178.2181,202.5976,153.8385
2009-10-23,177.5666,201.401,153.7322
2009-10-22,176.8807,199.9975,153.764
2009-10-21,176.1279,198.4344,153.8214
2009-10-20,175.3792,196.7665,153.992
2009-10-19,174.7349,195.5885,153.8813
2009-10-16,174.237,195.0488,153.4252
2009-10-15,173.7332,194.6464,152.8199
2009-10-14,173.1695,194.0613,152.2777
2009-10-13,172.5065,193.5801,151.4329
2009-10-12,171.888,193.0474,150.7286
2009-10-09,171.237,192.4311,150.0428
2009-10-08,170.5211,191.9683,149.074
2009-10-07,169.8146,191.5359,148.0934
2009-10-06,169.015,191.1959,146.8341
2009-10-05,168.2205,190.7487,145.6923
2009-10-02,167.4287,190.7244,144.1331
2009-10-01,166.6197,190.7873,142.4522
2009-09-30,165.8924,190.9136,140.8712
2009-09-29,165.0599,190.751,139.3688
2009-09-28,164.2804,190.2942,138.2666
2009-09-25,163.5116,189.6209,137.4022
2009-09-24,162.8526,189.0206,136.6845
2009-09-23,162.1627,188.2656,136.0598
2009-09-22,161.4372,187.3241,135.5504
2009-09-21,160.7366,186.3652,135.1079
2009-09-18,160.0006,185.448,134.5531
2009-09-17,159.1872,184.5032,133.8712
2009-09-16,158.3449,183.5924,133.0974
2009-09-15,157.6032,182.6565,132.5499
2009-09-14,157.0086,182.0605,131.9566
2009-09-11,156.3779,181.6198,131.136
2009-09-10,155.7682,181.2221,130.3144
2009-09-09,155.1647,180.7143,129.6151
2009-09-08,154.5806,180.2449,128.9162
2009-09-04,153.9812,179.583,128.3794
2009-09-03,153.4752,178.9659,127.9845
2009-09-02,153.0369,178.5177,127.5561
2009-09-01,152.6626,178.0786,127.2465
2009-08-31,152.3051,177.6033,127.0069
2009-08-28,151.9128,176.9409,126.8846
2009-08-27,151.4743,176.1351,126.8134
2009-08-26,150.9993,175.3529,126.6456
2009-08-25,150.5339,174.6816,126.3863
2009-08-24,150.0331,173.8389,126.2273
2009-08-21,149.4789,173.0339,125.9239
2009-08-20,148.9098,172.1778,125.6417
2009-08-19,148.3551,171.5221,125.1881
2009-08-18,147.7914,170.9957,124.5871
2009-08-17,147.0998,170.799,123.4005
2009-08-14,146.5096,170.6939,122.3253
2009-08-13,145.8278,169.9944,121.6611
2009-08-12,145.1449,169.0333,121.2566
2009-08-11,144.5006,168.2637,120.7374
2009-08-10,143.8271,167.7641,119.8901
2009-08-07,143.1309,167.0264,119.2354
2009-08-06,142.3639,166.2912,118.4366
2009-08-05,141.7058,165.3975,118.014
2009-08-04,141.1134,164.2045,118.0224
2009-08-03,140.5074,162.8993,118.1156
2009-07-31,139.8846,161.4202,118.349
2009-07-30,139.3698,160.0947,118.6448
2009-07-29,138.8684,158.7407,118.9961
2009-07-28,138.4024,157.5666,119.2382
2009-07-27,137.8564,156.3843,119.3285
2009-07-24,137.2853,155.1356,119.4349
2009-07-23,136.7045,153.8148,119.5941
2009-07-22,136.1392,152.6525,119.6259
2009-07-21,135.6057,151.4782,119.7332
2009-07-20,135.1455,150.7455,119.5455
2009-07-17,134.687,149.7806,119.5935
2009-07-16,134.183,148.9805,119.3856
2009-07-15,133.7537,148.473,119.0344
2009-07-14,133.314,148.0147,118.6134
2009-07-13,132.9999,147.7271,118.2726
2009-07-10,132.6517,147.4667,117.8367
2009-07-09,132.3037,147.5263,117.0811
2009-07-08,132.0029,147.6017,116.404
2009-07-07,131.7195,147.545,115.8941
2009-07-06,131.4557,147.5524,115.359
2009-07-02,131.0842,147.5284,114.64
2009-07-01,130.6672,147.4493,113.8851
2009-06-30,130.2609,147.026,113.4958
2009-06-29,129.8202,146.6724,112.968
2009-06-26,129.3325,146.4416,112.2234
2009-06-25,128.77,146.3316,111.2085
2009-06-24,128.191,146.5256,109.8564
2009-06-23,127.6622,146.8505,108.4739
2009-06-22,127.2095,147.0479,107.3712
2009-06-19,126.7512,146.8977,106.6047
2009-06-18,126.2014,146.7255,105.6773
2009-06-17,125.7172,146.6713,104.7631
2009-06-16,125.2519,146.5465,103.9573
2009-06-15,124.6725,146.6095,102.7355
2009-06-12,124.098,146.6069,101.5892
2009-06-11,123.5072,146.4896,100.5248
2009-06-10,122.8357,146.2082,99.4632
2009-06-09,122.0885,146.0454,98.1316
2009-06-08,121.3087,145.5727,97.0447
2009-06-05,120.517,144.8869,96.1472
2009-06-04,119.6505,144.2199,95.0811
2009-06-03,118.732,143.7471,93.7169
2009-06-02,117.768,143.7242,91.8118
2009-06-01,116.8648,143.4972,90.2325
2009-05-29,116.023,142.9507,89.0953
2009-05-28,115.279,142.4445,88.1135
2009-05-27,114.5007,142.027,86.9743
2009-05-26,113.7488,141.6689,85.8287
2009-05-22,113.0577,141.3084,84.807
2009-05-21,112.5025,141.2932,83.7118
2009-05-20,111.9522,141.0892,82.8151
2009-05-19,111.3585,140.7871,81.9299
2009-05-18,110.6835,140.4606,80.9064
2009-05-15,110.0927,139.9857,80.1997
2009-05-14,109.563,139.6888,79.4372
2009-05-13,109.0867,139.2545,78.9188
2009-05-12,108.6707,138.9414,78.3999
2009-05-11,108.2497,138.3346,78.1647
2009-05-08,107.7447,137.3952,78.0941
2009-05-07,107.2052,136.4504,77.9599
2009-05-06,106.6847,135.4635,77.9058
2009-05-05,106.1848,134.184,78.1856
2009-05-04,105.635,132.8127,78.4573
2009-05-01,105.0415,131.4279,78.6551
2009-04-30,104.48,130.3824,78.5776
2009-04-29,103.9325,129.3915,78.4735
2009-04-28,103.372,128.4161,78.3278
2009-04-27,102.8091,127.4978,78.1204
2009-04-24,102.2803,126.4214,78.1392
2009-04-23,101.7853,125.3439,78.2267
2009-04-22,101.2075,124.1125,78.3024
2009-04-21,100.6763,123.1475,78.2051
2009-04-20,100.1196,122.124,78.1153
2009-04-17,99.584,121.1379,78.03
2009-04-16,98.9075,119.9688,77.8462
2009-04-15,98.1866,119.0722,77.301
2009-04-14,97.5981,118.2465,76.9497
2009-04-13,97.016,117.2614,76.7705
2009-04-09,96.4345,115.9725,76.8964
2009-04-08,95.9035,114.6117,77.1952
2009-04-07,95.4425,113.4663,77.4187
2009-04-06,95.0355,112.3638,77.7071
2009-04-03,94.6063,110.8343,78.3783
2009-04-02,94.19,109.4554,78.9245
2009-04-01,93.8618,108.3472,79.3764
2009-03-31,93.6266,107.5902,79.663
2009-03-30,93.3871,107.0436,79.7307
2009-03-27,93.0681,106.5655,79.5708
2009-03-26,92.7255,105.8445,79.6064
2009-03-25,92.3378,104.7638,79.9118
2009-03-24,91.9931,103.9689,80.0173
2009-03-23,91.63,103.0947,80.1653
2009-03-20,91.2753,102.029,80.5216
2009-03-19,91.0111,101.5141,80.5081
2009-03-18,90.8175,100.953,80.682
2009-03-17,90.616,100.3657,80.8662
2009-03-16,90.441,99.9079,80.974
2009-03-13,90.4411,99.9085,80.9738
2009-03-12,90.4215,99.8479,80.995
2009-03-11,90.4535,99.9728,80.9341
2009-03-10,90.4921,100.066,80.9182
2009-03-09,90.6518,100.4138,80.8898
2009-03-06,90.9343,100.7876,81.0811
2009-03-05,91.1747,101.1689,81.1804
2009-03-04,91.2607,101.2619,81.2595
2009-03-03,91.2647,101.2659,81.2634
2009-03-02,91.3902,101.4319,81.3485
2009-02-27,91.4657,101.4705,81.4608
2009-02-26,91.4593,101.4701,81.4486
2009-02-25,91.5173,101.5152,81.5195
2009-02-24,91.5813,101.6183,81.5444
2009-02-23,91.5905,101.6236,81.5574
2009-02-20,91.6905,101.6559,81.7251
2009-02-19,91.5468,101.7813,81.3123
2009-02-18,91.3777,101.9949,80.7604
2009-02-17,91.243,101.9099,80.5761
2009-02-13,91.166,101.8035,80.5285
2009-02-12,90.9823,101.4404,80.5242
2009-02-11,90.8318,101.066,80.5976
2009-02-10,90.8255,101.0453,80.6057
2009-02-09,90.697,100.7539,80.6401
2009-02-06,90.568,100.2053,80.9307
2009-02-05,90.504,99.9464,81.0616
2009-02-04,90.5337,100.0615,81.0058
2009-02-03,90.6262,100.3745,80.8778
2009-02-02,90.7982,101.0574,80.539
2009-01-30,91.1228,102.6109,79.6347
2009-01-29,91.4033,103.5819,79.2248
2009-01-28,91.6465,104.5064,78.7866
2009-01-27,91.9272,105.7004,78.1539
2009-01-26,92.1575,106.3002,78.0148
2009-01-23,92.3287,106.5934,78.0639
2009-01-22,92.3908,106.6183,78.1633
2009-01-21,92.5245,106.7487,78.3003
2009-01-20,92.7812,106.8513,78.711
2009-01-16,93.0923,106.6762,79.5084
2009-01-15,93.245,106.5446,79.9454
2009-01-14,93.496,106.6085,80.3835
2009-01-13,93.6972,106.672,80.7223
2009-01-12,93.9335,106.9799,80.8871
2009-01-09,94.0883,107.1012,81.0755
2009-01-08,94.3133,107.5408,81.0858
2009-01-07,94.606,108.4409,80.7711
2009-01-06,94.7025,108.5164,80.8886
2009-01-05,94.6312,108.5231,80.7392
2009-01-02,94.5513,108.4985,80.6042
2008-12-31,94.5248,108.5068,80.5429
2008-12-30,94.738,108.5428,80.9332
2008-12-29,94.9177,108.5576,81.2777
2008-12-26,95.1425,108.6715,81.6135
2008-12-24,95.531,109.3023,81.7597
2008-12-23,96.008,110.2668,81.7492
2008-12-22,96.3227,110.5509,82.0944
2008-12-19,97.031,113.1829,80.8791
2008-12-18,97.7298,116.0828,79.3769
2008-12-17,98.3845,118.2468,78.5222
2008-12-16,99.0125,120.0182,78.0068
2008-12-15,99.6062,122.1317,77.0806
2008-12-12,100.3755,125.2189,75.5321
2008-12-11,100.9725,127.2642,74.6808
2008-12-10,101.5197,128.6447,74.3947
2008-12-09,102.2142,131.0448,73.3835
2008-12-08,102.8858,133.3177,72.454
2008-12-05,103.7062,136.3273,71.085
2008-12-04,104.6837,139.5224,69.845
2008-12-03,105.687,142.3581,69.0159
2008-12-02,106.6167,145.0348,68.1986
2008-12-01,107.7075,148.1218,67.2932
2008-11-28,108.895,151.1765,66.6135
2008-11-26,110.0375,154.1678,65.9072
2008-11-25,111.2368,157.5258,64.9479
2008-11-24,112.4933,160.554,64.4326
2008-11-21,113.7697,163.7169,63.8224
2008-11-20,115.289,166.8681,63.7099
2008-11-19,116.8587,169.8199,63.8974
2008-11-18,118.3145,172.6197,64.0093
2008-11-17,119.6918,175.2237,64.16
2008-11-14,121.1693,177.9675,64.3712
2008-11-13,122.5702,180.3847,64.7556
2008-11-12,123.8935,182.8781,64.9089
2008-11-11,125.2837,184.9465,65.6208
2008-11-10,126.6273,187.1066,66.1481
2008-11-07,127.9583,189.1828,66.7339
2008-11-06,129.3097,191.4234,67.1959
2008-11-05,130.6463,193.5489,67.7438
2008-11-04,131.8702,195.4506,68.2898
2008-11-03,132.913,197.1385,68.6875
2008-10-31,133.9562,198.4941,69.4182
2008-10-30,134.8892,199.494,70.2843
2008-10-29,135.775,200.5049,71.0451
2008-10-28,136.7098,201.2287,72.1909
2008-10-27,137.5985,201.5316,73.6654
2008-10-24,138.6747,201.6744,75.675
2008-10-23,139.7175,201.949,77.486
2008-10-22,140.745,202.234,79.256
2008-10-21,141.7485,202.2986,81.1984
2008-10-20,142.797,201.9933,83.6007
2008-10-17,143.8583,202.1114,85.6053
2008-10-16,144.8855,201.9876,87.7834
2008-10-15,145.9583,202.2012,89.7155
2008-10-14,147.0262,202.0011,92.0512
2008-10-13,148.063,202.0975,94.0285
2008-10-10,148.9778,202.2749,95.6808
2008-10-09,150.228,202.0698,98.3862
2008-10-08,151.6292,201.2443,102.014
2008-10-07,152.96,200.0903,105.8297
2008-10-06,154.372,198.7691,109.9749
2008-10-03,155.6127,197.7582,113.4671
2008-10-02,156.9387,196.5642,117.3132
2008-10-01,158.1745,195.1701,121.1789
2008-09-30,159.3483,194.4653,124.2314
2008-09-29,160.3733,193.6375,127.1092
2008-09-26,161.4543,191.5486,131.3601
2008-09-25,162.12,190.988,133.252
2008-09-24,162.8325,190.7804,134.8846
2008-09-23,163.478,189.9961,136.9599
2008-09-22,164.1988,188.9891,139.4085
2008-09-19,164.819,188.0755,141.5625
2008-09-18,165.427,188.0502,142.8038
2008-09-17,166.0797,187.2627,144.8967
2008-09-16,166.8352,185.6033,148.067
2008-09-15,167.425,184.9508,149.8992
2008-09-12,168.1007,184.4897,151.7117
2008-09-11,168.5975,184.4309,152.7641
2008-09-10,169.0772,184.6913,153.4631
2008-09-09,169.4977,184.5566,154.4388
2008-09-08,169.8425,184.1841,155.5009
2008-09-05,170.0982,184.1239,156.0724
2008-09-04,170.442,184.4898,156.3942
2008-09-03,170.849,185.2158,156.4822
2008-09-02,171.0932,185.6836,156.5028
2008-08-29,171.4173,186.4161,156.4185
2008-08-28,171.749,187.4307,156.0673
2008-08-27,171.9398,187.9882,155.8914
2008-08-26,172.1182,188.5179,155.7184
2008-08-25,172.3258,189.1085,155.5432
2008-08-22,172.5958,189.8974,155.2942
2008-08-21,172.7608,190.4047,155.1169
2008-08-20,172.9728,190.9869,154.9587
2008-08-19,173.1493,191.4771,154.8216
2008-08-18,173.2767,191.7191,154.8343
2008-08-15,173.3043,191.7643,154.8444
2008-08-14,173.3452,191.8373,154.853
2008-08-13,173.4548,192.1642,154.7455
2008-08-12,173.5265,192.3574,154.6956
2008-08-11,173.708,192.866,154.55
2008-08-08,173.9775,193.5696,154.3854
2008-08-07,174.256,194.0623,154.4497
2008-08-06,174.6958,194.7045,154.6872
2008-08-05,175.0953,195.2059,154.9848
2008-08-04,175.4755,195.3395,155.6115
2008-08-01,176.006,195.1525,156.8595
2008-07-31,176.4382,194.9794,157.8969
2008-07-30,176.9,195.0522,158.7478
2008-07-29,177.3142,195.0227,159.6057
2008-07-28,177.7118,194.6393,160.7843
2008-07-25,178.1385,193.9477,162.3293
2008-07-24,178.3357,193.6275,163.0439
2008-07-23,178.6027,193.0743,164.1311
2008-07-22,178.7023,192.9125,164.4921
2008-07-21,178.8308,192.5668,165.0948
2008-07-18,178.875,192.4657,165.2843
2008-07-17,178.8373,192.5915,165.0832
2008-07-16,178.6438,193.0969,164.1907
2008-07-15,178.5663,193.1926,163.9401
2008-07-14,178.423,193.5561,163.2899
2008-07-11,178.0998,194.391,161.8087
2008-07-10,177.7852,195.1825,160.3879
2008-07-09,177.3143,196.2704,158.3582
2008-07-08,176.8732,197.2712,156.4751
2008-07-07,176.333,198.0902,154.5758
2008-07-03,175.9895,198.4493,153.5297
2008-07-02,175.6782,198.9577,152.3986
2008-07-01,175.4225,199.3537,151.4913
2008-06-30,175.1093,199.5574,150.6613
2008-06-27,174.87,199.8882,149.8518
2008-06-26,174.562,200.2539,148.8701
2008-06-25,174.2158,200.7829,147.6488
2008-06-24,173.7515,201.0443,146.4587
2008-06-23,173.2557,201.6266,144.8848
2008-06-20,172.7532,202.1621,143.3443
2008-06-19,172.1695,202.7232,141.6158
2008-06-18,171.5722,202.8134,140.3309
2008-06-17,170.9427,203.089,138.7963
2008-06-16,170.2443,203.2578,137.2309
2008-06-13,169.5182,203.8113,135.225
2008-06-12,168.8065,204.5739,133.0391
2008-06-11,168.1325,205.0446,131.2204
2008-06-10,167.2312,205.478,128.9843
2008-06-09,166.2473,205.5711,126.9235
2008-06-06,165.3528,205.6673,125.0384
2008-06-05,164.3593,205.5535,123.1652
2008-06-04,163.3247,205.0629,121.5864
2008-06-03,162.233,205.0393,119.4267
2008-06-02,161.181,204.7567,117.6054
2008-05-30,160.0948,204.375,115.8147
2008-05-29,159.0238,203.5874,114.4602
2008-05-28,157.9893,202.817,113.1617
2008-05-27,156.9013,202.0265,111.7761
2008-05-23,155.8778,201.0633,110.6924
2008-05-22,155.0235,200.2022,109.8448
2008-05-21,154.122,199.6638,108.5802
2008-05-20,153.138,199.1065,107.1695
2008-05-19,152.0353,197.9814,106.0892
2008-05-16,150.9663,196.9097,105.023
2008-05-15,149.865,195.4073,104.3227
2008-05-14,148.7665,193.5834,103.9496
2008-05-13,147.6985,191.9409,103.4561
2008-05-12,146.6097,189.8423,103.377
2008-05-09,145.598,187.7207,103.4753
2008-05-08,144.6972,185.8438,103.5505
2008-05-07,143.6938,183.7768,103.6109
2008-05-06,142.8082,181.7462,103.8701
2008-05-05,141.7885,179.2562,104.3208
2008-05-02,140.7303,176.8491,104.6115
2008-05-01,139.748,174.6236,104.8724
2008-04-30,138.904,172.2602,105.5478
2008-04-29,138.199,170.3281,106.0699
2008-04-28,137.5107,168.1891,106.8322
2008-04-25,136.896,166.2142,107.5778
2008-04-24,136.2702,164.3344,108.2059
2008-04-23,135.6468,162.4122,108.8815
2008-04-22,135.0988,160.9411,109.2566
2008-04-21,134.5957,159.6263,109.5651
2008-04-18,134.053,157.5118,110.5942
2008-04-17,133.6869,156.1125,111.2613
2008-04-16,133.706,156.2046,111.2075
2008-04-15,133.8337,156.8652,110.8022
2008-04-14,134.0422,157.8114,110.273
2008-04-11,134.2399,158.6513,109.8284
2008-04-10,134.6049,160.393,108.8167
2008-04-09,135.0087,162.7206,107.2968
2008-04-08,135.3629,164.4164,106.3093
2008-04-07,135.7825,166.5128,105.0523
2008-04-04,136.1744,168.4794,103.8694
2008-04-03,136.4772,169.737,103.2174
2008-04-02,136.911,171.5975,102.2246
2008-04-01,137.4537,173.7659,101.1415
2008-03-31,138.2104,177.2847,99.1361
2008-03-28,139.066,180.729,97.4031
2008-03-27,139.9839,184.2961,95.6717
2008-03-26,140.9769,187.8639,94.0899
2008-03-25,141.8687,191.0137,92.7237
2008-03-24,142.8349,194.1053,91.5644
2008-03-20,143.8227,197.0471,90.5983
2008-03-19,144.8334,199.5012,90.1655
2008-03-18,145.7924,201.3737,90.211
2008-03-17,146.6307,202.917,90.3444
2008-03-14,147.5682,204.3689,90.7675
2008-03-13,148.5314,205.8355,91.2273
2008-03-12,149.5722,207.6064,91.538
2008-03-11,150.6689,209.3652,91.9726
2008-03-10,151.7274,210.9913,92.4634
2008-03-07,152.8749,212.2791,93.4706
2008-03-06,154.0742,213.8613,94.2871
2008-03-05,155.297,215.3233,95.2708
2008-03-04,156.3881,216.5145,96.2617
2008-03-03,157.4028,217.4051,97.4004
2008-02-29,158.3708,217.9121,98.8294
2008-02-28,159.2681,218.3933,100.1429
2008-02-27,160.1399,219.0501,101.2297
2008-02-26,161.1621,219.5826,102.7416
2008-02-25,162.1799,219.7591,104.6008
2008-02-22,163.0978,219.6888,106.5067
2008-02-21,163.9825,219.4659,108.499
2008-02-20,164.8158,219.2157,110.4159
2008-02-19,165.5598,218.9075,112.2121
2008-02-15,166.3376,218.48,114.1953
2008-02-14,166.993,217.998,115.9879
2008-02-13,167.6418,217.5985,117.6851
2008-02-12,168.2235,217.1884,119.2585
2008-02-11,168.911,216.5619,121.26
2008-02-08,169.5861,216.1162,123.056
2008-02-07,170.0575,215.3473,124.7676
2008-02-06,170.793,214.2854,127.3005
2008-02-05,171.6841,213.2912,130.0769
2008-02-04,172.6331,212.9118,132.3543
2008-02-01,173.6354,212.7614,134.5093
2008-01-31,174.5092,212.354,136.6644
2008-01-30,175.3844,211.9752,138.7936
2008-01-29,176.3054,211.2445,141.3662
2008-01-28,177.2789,210.3813,144.1765
2008-01-25,178.2287,209.0427,147.4147
2008-01-24,179.1467,207.3295,150.964
2008-01-23,179.9651,205.7957,154.1344
2008-01-22,180.6935,204.2338,157.1532
2008-01-18,181.1984,203.8503,158.5464
2008-01-17,181.6117,203.6986,159.5248
2008-01-16,181.8362,203.3422,160.3302
2008-01-15,182.0159,202.9496,161.0821
2008-01-14,182.0902,202.8703,161.3101
2008-01-11,181.9897,202.8908,161.0886
2008-01-10,181.9379,202.9461,160.9296
2008-01-09,181.7539,203.087,160.4207
2008-01-08,181.5514,203.1983,159.9045
2008-01-07,181.4011,203.4535,159.3486
2008-01-04,181.2203,203.569,158.8715
2008-01-03,181.0171,203.6249,158.4093
2008-01-02,180.5668,203.1244,158.0091
2007-12-31,180.0102,202.7785,157.242
2007-12-28,179.3129,202.3856,156.2403
2007-12-27,178.6144,201.6978,155.531
2007-12-26,177.9458,201.0025,154.889
2007-12-24,177.2356,200.2857,154.1855
2007-12-21,176.4801,199.6247,153.3354
2007-12-20,175.8232,199.1878,152.4586
2007-12-19,175.2492,199.1526,151.3458
2007-12-18,174.7502,199.2189,150.2815
2007-12-17,174.1719,199.4617,148.8821
2007-12-14,173.5011,199.7858,147.2163
2007-12-13,172.6664,199.9158,145.417
2007-12-12,171.8154,199.7971,143.8337
2007-12-11,170.9831,199.6128,142.3534
