date,Real Middle Band,Real Upper Band,Real Lower Band
2015-04-17,124.443,134.2499,114.6361
2015-04-16,124.1897,134.711,113.6683
2015-04-15,123.8988,135.1261,112.6715
2015-04-14,123.5523,135.652,111.4527
2015-04-13,123.2277,136.0394,110.4159
2015-04-10,122.9435,136.1709,109.7161
2015-04-09,122.6622,136.2374,109.0869
2015-04-08,122.3737,136.3355,108.4118
2015-04-07,122.1472,136.3315,107.9628
2015-04-06,121.9118,136.2991,107.5246
2015-04-02,121.5852,136.3488,106.8215
2015-04-01,121.2675,136.5085,106.0265
2015-03-31,120.9675,136.6637,105.2713
2015-03-30,120.7158,136.6641,104.7676
2015-03-27,120.4493,136.5445,104.3542
2015-03-26,120.2705,136.4753,104.0657
2015-03-25,120.0983,136.3502,103.8465
2015-03-24,119.9418,136.245,103.6387
2015-03-23,119.6972,136.0285,103.3658
2015-03-20,119.4527,135.766,103.1393
2015-03-19,119.2367,135.546,102.9273
2015-03-18,118.9747,135.2499,102.6996
2015-03-17,118.7111,134.8746,102.5476
2015-03-16,118.4172,134.6054,102.2291
2015-03-13,118.1138,134.4823,101.7454
2015-03-12,117.8577,134.3557,101.3598
2015-03-11,117.6124,134.1487,101.0761
2015-03-10,117.4354,133.9971,100.8737
2015-03-09,117.2261,133.7423,100.7099
2015-03-06,117.0091,133.3396,100.6785
2015-03-05,116.7724,132.951,100.5938
2015-03-04,116.5822,132.5704,100.5941
2015-03-03,116.3647,132.0484,100.6811
2015-03-02,116.1409,131.4553,100.8265
2015-02-27,115.8999,130.8422,100.9576
2015-02-26,115.6767,130.2576,101.0959
2015-02-25,115.4853,129.5807,101.3899
2015-02-24,115.3222,129.0187,101.6256
2015-02-23,115.0793,128.071,102.0877
2015-02-20,114.8397,127.0045,102.675
2015-02-19,114.6227,126.1834,103.0619
2015-02-18,114.4203,125.4172,103.4235
2015-02-17,114.1862,124.5349,103.8376
2015-02-13,113.9802,123.7077,104.2528
2015-02-12,113.7621,122.8721,104.652
2015-02-11,113.5574,122.0479,105.0669
2015-02-10,113.3564,121.3198,105.393
2015-02-09,113.1769,120.8306,105.5232
2015-02-06,113.0099,120.5212,105.4986
2015-02-05,112.8416,120.2668,105.4163
2015-02-04,112.6594,119.9135,105.4054
2015-02-03,112.4784,119.5749,105.3819
2015-02-02,112.3152,119.2857,105.3448
2015-01-30,112.1481,118.9846,105.3116
2015-01-29,112.0187,118.7641,105.2734
2015-01-28,111.8371,118.4164,105.2578
2015-01-27,111.6982,118.3299,105.0666
2015-01-26,111.6682,118.3619,104.9746
2015-01-23,111.5622,118.3625,104.762
2015-01-22,111.4311,118.4179,104.4443
2015-01-21,111.3114,118.4716,104.1513
2015-01-20,111.2327,118.5701,103.8954
2015-01-16,111.1372,118.747,103.5275
2015-01-15,111.0786,118.8976,103.2596
2015-01-14,110.9609,119.2321,102.6897
2015-01-13,110.7587,119.6995,101.818
2015-01-12,110.5261,120.2067,100.8454
2015-01-09,110.3309,120.563,100.0988
2015-01-08,110.1099,120.752,99.4678
2015-01-07,109.9086,120.8609,98.9563
2015-01-06,109.7916,120.9811,98.6021
2015-01-05,109.7042,121.0828,98.3257
2015-01-02,109.6134,121.1862,98.0406
2014-12-31,109.4371,121.3395,97.5347
2014-12-30,109.2577,121.4193,97.0962
2014-12-29,109.0427,121.4202,96.6653
2014-12-26,108.8092,121.3383,96.2802
2014-12-24,108.5624,121.2559,95.8689
2014-12-23,108.3747,121.1912,95.5583
2014-12-22,108.1676,121.1093,95.2259
2014-12-19,107.9644,120.9825,94.9463
2014-12-18,107.7326,120.9643,94.5008
2014-12-17,107.5509,120.8069,94.2949
2014-12-16,107.4381,120.744,94.1322
2014-12-15,107.3433,120.7482,93.9384
2014-12-12,107.2222,120.724,93.7205
2014-12-11,107.0899,120.6463,93.5335
2014-12-10,106.9226,120.499,93.3462
2014-12-09,106.7377,120.3373,93.1382
2014-12-08,106.5296,120.0529,93.0062
2014-12-05,106.3506,119.8427,92.8585
2014-12-04,106.1244,119.4832,92.7656
2014-12-03,105.8829,119.0787,92.6872
2014-12-02,105.5839,118.668,92.4998
2014-12-01,105.3127,118.3098,92.3157
2014-11-28,105.0444,117.8885,92.2003
2014-11-26,104.6976,117.1407,92.2544
2014-11-25,104.3632,116.3197,92.4068
2014-11-24,104.1249,115.5759,92.6739
2014-11-21,103.8562,114.6726,93.0397
2014-11-20,103.6192,113.9311,93.3073
2014-11-19,103.3828,113.1564,93.6093
2014-11-18,103.1531,112.493,93.8133
2014-11-17,102.921,111.7003,94.1416
2014-11-14,102.7098,111.0105,94.4092
2014-11-13,102.4831,110.2438,94.7225
2014-11-12,102.279,109.5715,94.9865
2014-11-11,102.1003,109.0207,95.1799
2014-11-10,101.9246,108.5951,95.2542
2014-11-07,101.7438,108.2417,95.246
2014-11-06,101.552,107.8572,95.2468
2014-11-05,101.361,107.4801,95.2419
2014-11-04,101.1461,107.0999,95.1924
2014-11-03,100.936,106.7099,95.162
2014-10-31,100.6916,106.2489,95.1344
2014-10-30,100.4663,105.9153,95.0173
2014-10-29,100.266,105.6254,94.9065
2014-10-28,100.0623,105.2572,94.8674
2014-10-27,99.8765,104.8974,94.8556
2014-10-24,99.7268,104.6492,94.8044
2014-10-23,99.5665,104.3884,94.7446
2014-10-22,99.4551,104.0907,94.8196
2014-10-21,99.3783,103.929,94.8277
2014-10-20,99.3208,103.8004,94.8412
2014-10-17,99.286,103.7838,94.7882
2014-10-16,99.2753,103.7914,94.7592
2014-10-15,99.2908,103.7717,94.81
2014-10-14,99.2438,103.8544,94.6332
2014-10-13,99.1636,103.969,94.3583
2014-10-10,99.074,104.0263,94.1217
2014-10-09,98.9466,104.1105,93.7828
2014-10-08,98.8426,104.086,93.5993
2014-10-07,98.7513,104.0457,93.4569
2014-10-06,98.713,104.0401,93.3859
2014-10-03,98.6396,104.0355,93.2438
2014-10-02,98.5632,104.0308,93.0957
2014-10-01,98.4881,104.0038,92.9723
2014-09-30,98.4242,103.9949,92.8536
2014-09-29,98.3445,103.9166,92.7724
2014-09-26,98.2432,103.9036,92.5828
2014-09-25,98.122,103.8731,92.3709
2014-09-24,98.0495,103.9199,92.1791
2014-09-23,97.9025,103.8363,91.9688
2014-09-22,97.7249,103.7187,91.7311
2014-09-19,97.5555,103.7341,91.377
2014-09-18,97.3789,103.7608,90.9969
2014-09-17,97.187,103.7173,90.6568
2014-09-16,97.0079,103.6353,90.3804
2014-09-15,96.842,103.5728,90.1113
2014-09-12,96.6792,103.4115,89.9469
2014-09-11,96.5212,103.2234,89.819
2014-09-10,96.3654,103.0385,89.6923
2014-09-09,96.2187,102.8647,89.5727
2014-09-08,96.1069,102.8549,89.3588
2014-09-05,96.0057,102.7974,89.214
2014-09-04,95.9205,102.6896,89.1515
2014-09-03,95.856,102.6137,89.0983
2014-09-02,95.7687,102.5001,89.0373
2014-08-29,104.8065,245.7565,-36.1435
2014-08-28,113.8874,311.7769,-84.0021
2014-08-27,122.9302,362.9651,-117.1047
2014-08-26,131.8537,405.5767,-141.8693
2014-08-25,140.6497,442.3195,-161.0201
2014-08-22,149.5074,476.2327,-177.218
2014-08-21,158.4084,507.7161,-190.8993
2014-08-20,167.1322,535.8338,-201.5693
2014-08-19,175.8832,562.3465,-210.58
2014-08-18,184.4432,586.2967,-217.4103
2014-08-15,192.9117,608.4034,-222.5799
2014-08-14,201.3839,629.3308,-226.5631
2014-08-13,209.8374,649.1301,-229.4553
2014-08-12,218.2932,667.9993,-231.4128
2014-08-11,226.6522,685.5046,-232.2002
2014-08-08,234.866,701.6442,-231.9121
2014-08-07,243.1849,717.4087,-231.039
2014-08-06,251.5062,732.4746,-229.4622
2014-08-05,259.804,746.8238,-227.2157
2014-08-04,267.9778,760.1024,-224.1468
2014-08-01,276.1844,772.9371,-220.5683
2014-07-31,284.4544,785.445,-216.5362
2014-07-30,292.7679,797.4879,-211.952
2014-07-29,301.1481,809.3492,-207.053
2014-07-28,309.3848,820.1863,-201.4168
2014-07-25,317.5924,830.4313,-195.2464
2014-07-24,325.7994,840.0564,-188.4576
2014-07-23,334.0544,849.2578,-181.149
2014-07-22,342.3361,858.0179,-173.3458
2014-07-21,350.2897,865.17,-164.5905
2014-07-18,358.1869,871.6305,-155.2567
2014-07-17,365.3589,875.8786,-145.1607
2014-07-16,372.6691,879.9354,-134.5972
2014-07-15,379.9422,883.5633,-123.6788
2014-07-14,387.1026,886.5323,-112.3272
2014-07-11,394.1452,888.8772,-100.5867
2014-07-10,401.1909,890.7071,-88.3253
2014-07-09,408.3017,892.1848,-75.5815
2014-07-08,415.372,893.1181,-62.3741
2014-07-07,422.5075,893.6648,-48.6498
2014-07-03,429.7467,893.9083,-34.4149
2014-07-02,436.9035,893.3163,-19.5092
2014-07-01,444.07,892.1148,-3.9747
2014-06-30,451.375,890.5238,12.2263
2014-06-27,458.806,888.4276,29.1845
2014-06-26,466.3155,885.6553,46.9757
2014-06-25,473.828,881.9979,65.6581
2014-06-24,481.2677,877.3005,85.2349
2014-06-23,488.7107,871.6402,105.7812
2014-06-20,496.1545,864.9605,127.3486
2014-06-19,503.6357,857.1504,150.121
2014-06-18,511.1879,848.1664,174.2093
2014-06-17,518.638,837.5115,199.7645
2014-06-16,525.9845,824.8956,227.0735
2014-06-13,533.2595,810.0121,256.5069
2014-06-12,540.5925,792.295,288.8901
2014-06-11,547.911,770.9518,324.8703
2014-06-10,555.1257,744.3998,365.8516
2014-06-09,562.2997,708.9972,415.6022
2014-06-06,569.5822,651.6538,487.5106
2014-06-05,567.7662,647.8292,487.7031
2014-06-04,565.9119,643.6357,488.188
2014-06-03,564.0135,639.4662,488.5609
2014-06-02,562.2285,635.6798,488.7772
2014-05-30,560.5969,632.4048,488.7889
2014-05-29,558.9195,628.5529,489.2862
2014-05-28,557.1839,624.2516,490.1161
2014-05-27,555.5797,620.7548,490.4046
2014-05-23,553.9232,616.9079,490.9385
2014-05-22,552.4822,613.8259,491.1384
2014-05-21,550.9835,611.2848,490.6823
2014-05-20,549.5794,608.5714,490.5873
2014-05-19,548.2934,605.7666,490.8201
2014-05-16,546.971,602.8306,491.1115
2014-05-15,545.865,600.2875,491.4426
2014-05-14,545.0075,598.3054,491.7096
2014-05-13,544.2095,595.9687,492.4503
2014-05-12,543.38,593.5057,493.2544
2014-05-09,542.5734,591.0195,494.1272
2014-05-08,541.7463,588.9073,494.5854
2014-05-07,540.8791,586.4951,495.2632
2014-05-06,539.8235,583.519,496.1279
2014-05-05,538.578,580.1893,496.9667
2014-05-02,537.1038,575.9455,498.2621
2014-05-01,535.7706,572.3282,499.2131
2014-04-30,534.3925,568.6049,500.1801
2014-04-29,532.9165,564.9626,500.8704
2014-04-28,531.3876,560.5749,502.2004
2014-04-25,529.8158,555.2423,504.3894
2014-04-24,528.6293,552.6896,504.5691
2014-04-23,527.6082,550.0858,505.1306
2014-04-22,528.0373,551.2515,504.8232
2014-04-21,528.2769,551.9296,504.6242
2014-04-17,528.6937,553.394,503.9934
2014-04-16,529.1365,554.4957,503.7774
2014-04-15,529.6375,555.3617,503.9133
2014-04-14,530.016,555.7101,504.322
2014-04-11,530.5589,556.8937,504.224
2014-04-10,531.188,558.2405,504.1355
2014-04-09,531.5699,558.8224,504.3174
2014-04-08,531.66,558.9312,504.3889
2014-04-07,531.8184,559.007,504.6297
2014-04-04,532.0358,559.1626,504.9091
2014-04-03,532.2298,559.5136,504.9461
2014-04-02,532.2506,559.5563,504.945
2014-04-01,532.2736,559.6163,504.931
2014-03-31,532.2625,559.5903,504.9346
2014-03-28,532.5356,560.3602,504.7111
2014-03-27,532.9383,561.6855,504.1911
2014-03-26,533.2226,562.4761,503.9692
2014-03-25,533.5611,563.5706,503.5517
2014-03-24,533.8763,564.7441,503.0085
2014-03-21,534.351,566.3849,502.317
2014-03-20,534.9713,568.2826,501.6601
2014-03-19,535.31,568.7721,501.8478
2014-03-18,535.53,569.0562,502.0037
2014-03-17,535.8528,569.5862,502.1194
2014-03-14,536.3236,570.3227,502.3246
2014-03-13,536.8705,571.1577,502.5833
2014-03-12,537.2668,571.806,502.7276
2014-03-11,537.6656,572.7142,502.6171
2014-03-10,538.0868,573.653,502.5206
2014-03-07,538.664,574.8645,502.4634
2014-03-06,539.2638,576.0868,502.4409
2014-03-05,539.7516,576.8847,502.6185
2014-03-04,540.344,578.115,502.573
2014-03-03,540.9067,579.1216,502.6917
2014-02-28,541.5494,580.1534,502.9453
2014-02-27,541.9659,580.4392,503.4925
2014-02-26,542.4392,580.8962,503.9822
2014-02-25,542.916,580.8224,505.0097
2014-02-24,543.105,580.7054,505.5046
2014-02-21,543.0415,580.7595,505.3236
2014-02-20,542.9507,580.8653,505.0361
2014-02-19,542.7838,580.9917,504.5758
2014-02-18,542.411,581.2542,503.5677
2014-02-14,541.9703,581.2387,502.7018
2014-02-13,541.5476,581.2634,501.8318
2014-02-12,541.2236,581.1567,501.2906
2014-02-11,541.0943,581.1453,501.0433
2014-02-10,540.8389,581.2118,500.466
2014-02-07,540.6892,581.3026,500.0758
2014-02-06,540.6787,581.3141,500.0432
2014-02-05,540.8128,581.1273,500.4984
2014-02-04,540.8112,581.1302,500.4922
2014-02-03,541.0134,580.8063,501.2204
2014-01-31,541.412,580.0781,502.7459
2014-01-30,541.8478,579.2323,504.4634
2014-01-29,542.1853,578.3918,505.9789
2014-01-28,542.5512,577.4971,507.6052
2014-01-27,542.8578,576.8427,508.8728
2014-01-24,542.2941,576.8702,507.718
2014-01-23,542.0242,576.7307,507.3176
2014-01-22,541.5205,576.2678,506.7731
2014-01-21,541.1938,575.9279,506.4597
2014-01-17,540.792,575.7096,505.8743
2014-01-16,540.4453,575.7716,505.1189
2014-01-15,539.8971,575.37,504.4243
2014-01-14,539.0893,575.1376,503.041
2014-01-13,538.3911,575.4551,501.3272
2014-01-10,537.8142,576.0839,499.5445
2014-01-09,537.2432,576.7879,497.6985
2014-01-08,536.5685,577.4966,495.6405
2014-01-07,535.7244,578.1123,493.3365
2014-01-06,534.8844,578.8647,490.9041
2014-01-03,533.9287,579.543,488.3144
2014-01-02,532.9281,580.4731,485.383
2013-12-31,531.8384,580.466,483.2108
2013-12-30,530.5386,580.1362,480.9409
2013-12-27,529.3534,579.9898,478.717
2013-12-26,528.1779,579.1789,477.1769
2013-12-24,526.9122,578.0733,475.7511
2013-12-23,525.3969,577.0232,473.7706
2013-12-20,523.9412,575.3697,472.5128
2013-12-19,522.8946,574.7928,470.9963
2013-12-18,521.8457,574.4964,469.195
2013-12-17,520.8179,573.5775,468.0582
2013-12-16,519.7454,572.2986,467.1921
2013-12-13,518.2439,571.5393,464.9485
2013-12-12,516.8751,570.5996,463.1505
2013-12-11,515.2774,569.4127,461.1421
2013-12-10,513.5101,568.4302,458.5899
2013-12-09,511.5862,567.1629,456.0096
2013-12-06,509.8941,564.8676,454.9205
2013-12-05,508.4386,562.6455,454.2316
2013-12-04,506.7687,559.7036,453.8338
2013-12-03,505.596,556.3932,454.7989
2013-12-02,504.5935,552.8689,456.3181
2013-11-29,503.71,550.4551,456.965
2013-11-27,502.6967,547.4512,457.9421
2013-11-26,501.9089,545.2306,458.5871
2013-11-25,501.1619,543.8265,458.4972
2013-11-22,500.5531,542.9533,458.153
2013-11-21,500.0848,542.2443,457.9253
2013-11-20,499.5808,541.4436,457.718
2013-11-19,499.1406,540.9009,457.3803
2013-11-18,498.8643,540.2989,457.4297
2013-11-15,498.5708,539.6895,457.4521
2013-11-14,498.2036,538.7617,457.6455
2013-11-13,497.7736,537.5925,457.9547
2013-11-12,497.4476,536.8303,458.0648
2013-11-11,497.2431,536.281,458.2051
2013-11-08,496.9644,535.6126,458.3163
2013-11-07,496.5869,534.7452,458.4287
2013-11-06,496.3537,534.2907,458.4168
2013-11-05,495.8312,533.2606,458.4019
2013-11-04,494.8631,532.1829,457.5433
2013-11-01,493.6581,531.4477,455.8685
2013-10-31,492.6744,530.7385,454.6103
2013-10-30,491.7124,529.6096,453.8152
2013-10-29,490.7183,528.2085,453.228
2013-10-28,489.9311,527.1906,452.6717
2013-10-25,488.8089,525.2352,452.3826
2013-10-24,487.6542,523.6871,451.6212
2013-10-23,486.3312,521.5881,451.0743
2013-10-22,485.1372,519.9296,450.3447
2013-10-21,483.9359,518.826,449.0458
2013-10-18,482.5963,517.806,447.3867
2013-10-17,481.4232,517.724,445.1223
2013-10-16,480.3567,517.6299,443.0835
2013-10-15,478.9879,519.0396,438.9363
2013-10-14,477.7818,519.7038,435.8597
2013-10-11,476.5969,520.3657,432.8282
2013-10-10,475.5794,520.6134,430.5453
2013-10-09,474.5906,520.9328,428.2484
2013-10-08,473.6507,521.2518,426.0496
2013-10-07,472.759,521.7642,423.7539
2013-10-04,471.7384,521.9873,421.4894
2013-10-03,470.8093,522.2362,419.3824
2013-10-02,469.7647,522.6511,416.8783
2013-10-01,468.6445,522.6418,414.6472
2013-09-30,467.4293,522.8948,411.9639
2013-09-27,466.4405,523.3039,409.5771
2013-09-26,465.408,523.2899,407.5261
2013-09-25,464.2792,523.1272,405.4311
2013-09-24,463.074,523.4027,402.7453
2013-09-23,461.5312,523.8214,399.2409
2013-09-20,459.9168,524.0977,395.736
2013-09-19,458.7612,524.83,392.6923
2013-09-18,457.6,525.1095,390.0905
2013-09-17,456.5643,525.4991,387.6295
2013-09-16,455.8673,525.6785,386.0562
2013-09-13,455.3126,525.823,384.8023
2013-09-12,454.6143,525.5596,383.669
2013-09-11,453.9323,524.9562,382.9084
2013-09-10,453.3371,524.4876,382.1867
2013-09-09,452.2606,522.831,381.6903
2013-09-06,451.0905,520.3629,381.8182
2013-09-05,449.99,518.3241,381.656
2013-09-04,449.0289,516.404,381.6538
2013-09-03,448.0322,514.1976,381.8668
2013-08-30,447.2527,512.5857,381.9197
2013-08-29,446.4401,510.9726,381.9076
2013-08-28,445.6636,509.1111,382.2161
2013-08-27,444.9705,507.3256,382.6155
2013-08-26,444.3393,505.6738,383.0049
2013-08-23,443.4521,502.8789,384.0253
2013-08-22,442.6281,500.1806,385.0756
2013-08-21,441.6613,497.035,386.2876
2013-08-20,440.6459,493.7167,387.5752
2013-08-19,439.7139,490.4187,389.0091
2013-08-16,438.6206,486.1399,391.1013
2013-08-15,437.6043,482.1449,393.0638
2013-08-14,436.6335,478.3219,394.9451
2013-08-13,435.7073,474.2037,397.211
2013-08-12,434.7688,470.6217,398.9159
2013-08-09,434.2224,469.0567,399.3882
2013-08-08,433.7958,468.2537,399.3379
2013-08-07,433.5099,467.3389,399.681
2013-08-06,433.3393,466.6305,400.0481
2013-08-05,433.1346,465.7834,400.4858
2013-08-02,432.9233,464.7837,401.0629
2013-08-01,432.9449,464.8875,401.0024
2013-07-31,432.978,465.0226,400.9334
2013-07-30,433.1143,465.5576,400.671
2013-07-29,433.0586,465.3743,400.743
2013-07-26,433.0208,465.2727,400.769
2013-07-25,432.9925,465.2193,400.7657
2013-07-24,433.0638,465.3579,400.7697
2013-07-23,432.8906,465.1346,400.6467
2013-07-22,432.8609,465.1593,400.5625
2013-07-19,432.5621,465.4243,399.6999
2013-07-18,432.2373,465.7723,398.7022
2013-07-17,431.8101,466.0051,397.6152
2013-07-16,431.2828,466.5142,396.0514
2013-07-15,430.6217,467.366,393.8774
2013-07-12,430.0319,468.0748,391.989
2013-07-11,429.6367,468.3051,390.9683
2013-07-10,429.6192,468.2928,390.9457
2013-07-09,429.6046,468.2923,390.9168
2013-07-08,429.7287,468.3704,391.0871
2013-07-05,430.0501,468.5183,391.5818
2013-07-03,430.3546,468.7072,392.002
2013-07-02,430.4576,468.7401,392.175
2013-07-01,430.5862,468.7588,392.4137
2013-06-28,430.8192,468.6363,393.0022
2013-06-27,431.3391,468.0992,394.579
2013-06-26,431.9759,467.4113,396.5406
2013-06-25,432.5046,466.8299,398.1794
2013-06-24,432.9426,466.3913,399.4939
2013-06-21,433.6113,466.1951,401.0275
2013-06-20,434.2543,466.7477,401.7608
2013-06-19,434.9926,467.8802,402.1049
2013-06-18,435.6689,469.2049,402.1329
2013-06-17,436.1712,470.3552,401.9873
2013-06-14,436.5167,470.9433,402.0902
2013-06-13,436.8839,471.4962,402.2717
2013-06-12,437.1927,472.0959,402.2894
2013-06-11,437.5848,472.7819,402.3877
2013-06-10,437.6858,472.9173,402.4544
2013-06-07,437.5793,472.8342,402.3245
2013-06-06,437.355,472.6706,402.0394
2013-06-05,437.1878,472.5758,401.7999
2013-06-04,437.0671,472.3955,401.7388
2013-06-03,436.774,471.9829,401.5651
2013-05-31,436.4383,471.4927,401.384
2013-05-30,436.0371,471.0245,401.0498
2013-05-29,435.6965,470.4693,400.9238
2013-05-28,435.2815,470.1967,400.3664
2013-05-24,435.0987,469.9978,400.1996
2013-05-23,435.0362,469.8765,400.1959
2013-05-22,435.0767,469.9556,400.1979
2013-05-21,435.2036,470.2281,400.1792
2013-05-20,435.256,470.3163,400.1957
2013-05-17,435.3873,470.6202,400.1544
2013-05-16,435.6006,470.9343,400.267
2013-05-15,435.8385,471.3332,400.3438
2013-05-14,436.3575,472.3356,400.3794
2013-05-13,436.6292,473.073,400.1854
2013-05-10,436.8267,473.7857,399.8677
2013-05-09,437.0607,474.5988,399.5225
2013-05-08,437.2462,475.2788,399.2135
2013-05-07,437.5143,476.508,398.5207
2013-05-06,437.7864,477.5857,397.9871
2013-05-03,437.9115,478.0443,397.7788
2013-05-02,438.0344,478.3588,397.71
2013-05-01,438.2398,478.8392,397.6404
2013-04-30,438.2902,478.9022,397.6782
2013-04-29,438.4709,479.2573,397.6845
2013-04-26,438.8937,479.8507,397.9367
2013-04-25,439.5541,480.3686,398.7397
2013-04-24,440.3856,480.6549,400.1163
2013-04-23,441.1251,480.4197,401.8305
2013-04-22,441.6876,479.914,403.4612
2013-04-19,442.5514,479.1586,405.9443
2013-04-18,444.6093,483.1204,406.0983
2013-04-17,446.488,485.5534,407.4226
2013-04-16,448.108,487.848,408.368
2013-04-15,449.382,491.0885,407.6755
2013-04-12,450.8193,494.2637,407.375
2013-04-11,451.7547,495.7615,407.7479
2013-04-10,452.8783,498.4628,407.2939
2013-04-09,454.2885,502.7997,405.7773
2013-04-08,455.8973,507.012,404.7827
2013-04-05,457.4122,510.2751,404.5492
2013-04-04,459.114,513.9977,404.2304
2013-04-03,460.717,517.4272,404.0068
2013-04-02,462.3005,520.9852,403.6158
2013-04-01,464.1722,525.6858,402.6587
2013-03-28,466.1742,530.7114,401.6371
2013-03-27,467.6661,534.0715,401.2608
2013-03-26,468.6246,535.7586,401.4907
2013-03-25,469.5233,537.6684,401.3783
2013-03-22,470.347,539.3737,401.3203
2013-03-21,471.318,541.4724,401.1635
2013-03-20,472.428,543.4728,401.3832
2013-03-19,473.5888,545.5361,401.6415
2013-03-18,474.7858,547.8041,401.7675
2013-03-15,476.0888,550.4771,401.7006
2013-03-14,477.3416,552.0344,402.6489
2013-03-13,478.6299,552.8494,404.4104
2013-03-12,480.3189,554.497,406.1408
2013-03-11,482.1617,556.5853,407.7381
2013-03-08,483.887,558.9206,408.8534
2013-03-07,485.522,560.2119,410.8321
2013-03-06,487.2332,561.5131,412.9533
2013-03-05,489.2595,563.3435,415.1756
2013-03-04,491.0537,564.6333,417.474
2013-03-01,493.6503,568.0156,419.2849
2013-02-28,496.2456,572.4562,420.035
2013-02-27,498.6436,576.8292,420.458
2013-02-26,501.0568,581.3275,420.786
2013-02-25,503.2896,585.0794,421.4998
2013-02-22,505.6559,588.517,422.7949
2013-02-21,507.9679,592.3067,423.6292
2013-02-20,510.0586,594.3742,425.743
2013-02-19,511.9394,595.7428,428.1361
2013-02-15,513.6215,597.2376,430.0053
2013-02-14,515.381,598.8661,431.8959
2013-02-13,516.3991,598.9642,433.8341
2013-02-12,517.376,598.9616,435.7903
2013-02-11,518.5256,599.2294,437.8218
2013-02-08,519.5751,599.8807,439.2695
2013-02-07,520.7059,600.3762,441.0357
2013-02-06,522.0199,600.7796,443.2602
2013-02-05,523.3599,600.3897,446.3301
2013-02-04,525.0292,600.6354,449.423
2013-02-01,527.3714,601.2709,453.472
2013-01-31,529.5548,602.3418,456.7678
2013-01-30,531.5766,602.7433,460.41
2013-01-29,533.9051,604.2748,463.5355
2013-01-28,536.1893,605.4792,466.8994
2013-01-25,538.7588,606.4643,471.0533
2013-01-24,541.5864,606.6574,476.5154
2013-01-23,544.3586,607.8237,480.8935
2013-01-22,546.0144,611.3811,480.6478
2013-01-18,548.1688,616.413,479.9245
2013-01-17,549.9994,618.867,481.1318
2013-01-16,552.1654,623.0879,481.2429
2013-01-15,554.4742,628.2097,480.7386
2013-01-14,557.2054,632.7003,481.7104
2013-01-11,559.4222,636.0759,482.7685
2013-01-10,561.2458,639.2832,483.2083
2013-01-09,562.9889,642.24,483.7379
2013-01-08,565.0524,645.849,484.2559
2013-01-07,566.8948,649.0128,484.7768
2013-01-04,568.7993,652.1317,485.4668
2013-01-03,570.8924,656.2057,485.5792
2013-01-02,572.9708,661.396,484.5457
2012-12-31,575.0112,666.721,483.3014
2012-12-28,577.1635,670.7921,483.5348
2012-12-27,579.6601,673.9348,485.3855
2012-12-26,582.1942,677.5545,486.8339
2012-12-24,584.9996,681.9427,488.0564
2012-12-21,587.4164,685.0023,489.8306
2012-12-20,589.9866,688.3838,491.5894
2012-12-19,592.8043,692.8896,492.7189
2012-12-18,595.7007,697.9561,493.4452
2012-12-17,598.4473,702.748,494.1467
2012-12-14,601.5018,707.0242,495.9794
2012-12-13,604.7038,710.5593,498.8482
2012-12-12,607.5386,714.313,500.7643
2012-12-11,610.0766,717.4514,502.7019
2012-12-10,612.4365,719.8927,504.9803
2012-12-07,614.7693,721.0206,508.518
2012-12-06,616.8916,721.6212,512.1621
2012-12-05,618.8166,722.5962,515.037
2012-12-04,621.1774,724.008,518.3467
2012-12-03,622.8511,725.9447,519.7575
2012-11-30,624.2518,727.5982,520.9053
2012-11-29,625.7466,729.3892,522.104
2012-11-28,627.0113,730.6988,523.3237
2012-11-27,628.3601,731.8246,524.8955
2012-11-26,629.8382,733.3041,526.3723
2012-11-23,631.2593,734.814,527.7047
2012-11-21,632.9957,735.9761,530.0152
2012-11-20,634.6877,736.2533,533.1222
2012-11-19,636.383,736.3493,536.4166
2012-11-16,638.102,736.6871,539.5169
2012-11-15,640.2417,734.6309,545.8525
2012-11-14,642.5672,732.3067,552.8278
2012-11-13,644.421,729.8425,558.9996
2012-11-12,645.9784,727.2455,564.7113
2012-11-09,647.4451,724.2678,570.6224
2012-11-08,648.8556,721.2331,576.478
2012-11-07,650.3931,716.9498,583.8364
2012-11-06,651.4547,713.9935,588.916
2012-11-05,652.0861,712.5729,591.5992
2012-11-02,652.6734,711.1804,594.1663
2012-11-01,653.4086,709.1255,597.6917
2012-10-31,653.8421,708.1698,599.5144
2012-10-26,654.1818,707.2827,601.0809
2012-10-25,654.2449,707.1154,601.3744
2012-10-24,654.1995,707.2281,601.1708
2012-10-23,654.0983,707.434,600.7626
2012-10-22,653.7929,708.2563,599.3295
2012-10-19,652.9784,710.0012,595.9556
2012-10-18,652.3957,711.8331,592.9583
2012-10-17,651.4346,713.9065,588.9626
2012-10-16,650.7063,714.4843,586.9283
2012-10-15,649.9403,714.8381,585.0425
2012-10-12,649.4326,715.2673,583.598
2012-10-11,649.176,715.4347,582.9174
2012-10-10,648.812,715.7661,581.858
2012-10-09,648.2459,716.0271,580.4647
2012-10-08,647.7635,716.2984,579.2287
2012-10-05,647.2102,716.577,577.8434
2012-10-04,646.3154,716.7583,575.8724
2012-10-03,645.2759,716.3172,574.2345
2012-10-02,644.2219,715.5545,572.8892
2012-10-01,643.4316,715.0396,571.8235
2012-09-28,642.5397,714.6616,570.4178
2012-09-27,641.587,713.8957,569.2782
2012-09-26,640.2218,712.5713,567.8723
